,Unnamed: 0.1,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,year,is_valid,continent
3732,5841,1965-04-28,Peru,Chile,0.0,1.0,Copa_del_Pacífico,Lima,Peru,0.0,2.0,1965,True,America
3733,5844,1965-05-01,Uganda,Sudan,1.0,3.0,African_Cup_of_Nations_qualification,Kampala,Uganda,0.0,2.0,1965,True,Africa
3734,5846,1965-05-02,Morocco,Tunisia,0.0,1.0,Friendly,Casablanca,Morocco,0.0,2.0,1965,True,Africa
3735,5847,1965-05-02,Romania,Turkey,3.0,0.0,FIFA_World_Cup_qualification,Bucharest,Romania,0.0,1.0,1965,True,Europe
3736,5848,1965-05-02,Switzerland,Albania,1.0,0.0,FIFA_World_Cup_qualification,Geneva,Switzerland,0.0,1.0,1965,True,Europe
3737,5849,1965-05-03,Jamaica,Mexico,2.0,3.0,FIFA_World_Cup_qualification,Kingston,Jamaica,0.0,2.0,1965,True,America
3738,5850,1965-05-03,Mali,Congo,1.0,1.0,Friendly,Bamako,Mali,0.0,0.0,1965,True,Africa
3739,5851,1965-05-05,England,Hungary,1.0,0.0,Friendly,London,England,0.0,1.0,1965,True,Europe
3740,5852,1965-05-05,Republic_of_Ireland,Spain,1.0,0.0,FIFA_World_Cup_qualification,Dublin,Republic_of_Ireland,0.0,1.0,1965,True,Europe
3741,5853,1965-05-05,Senegal,Mali,3.0,1.0,African_Cup_of_Nations_qualification,Dakar,Senegal,0.0,1.0,1965,True,Africa
3742,5854,1965-05-05,Sweden,Cyprus,3.0,0.0,FIFA_World_Cup_qualification,Norrköping,Sweden,0.0,1.0,1965,True,Europe
3743,5857,1965-05-08,Scotland,Spain,0.0,0.0,Friendly,Glasgow,Scotland,0.0,0.0,1965,True,Europe
3744,5858,1965-05-09,Belgium,Israel,1.0,0.0,FIFA_World_Cup_qualification,Brussels,Belgium,0.0,1.0,1965,True,Europe
3745,5860,1965-05-09,Chile,Uruguay,0.0,0.0,Copa_Juan_Pinto_Durán,Santiago,Chile,0.0,0.0,1965,True,America
3746,5861,1965-05-09,Yugoslavia,England,1.0,1.0,Friendly,Belgrade,Yugoslavia,0.0,0.0,1965,True,Europe
3747,5863,1965-05-12,Germany,England,0.0,1.0,Friendly,Nuremberg,Germany,0.0,2.0,1965,True,Europe
3748,5864,1965-05-16,Mexico,Costa_Rica,1.0,0.0,FIFA_World_Cup_qualification,Mexico_City,Mexico,0.0,1.0,1965,True,America
3749,5865,1965-05-16,Peru,Venezuela,1.0,0.0,FIFA_World_Cup_qualification,Lima,Peru,0.0,1.0,1965,True,America
3750,5866,1965-05-16,Poland,Bulgaria,1.0,1.0,Friendly,Cracow,Poland,0.0,0.0,1965,True,Europe
3751,5868,1965-05-16,Sweden,England,1.0,2.0,Friendly,Gothenburg,Sweden,0.0,2.0,1965,True,Europe
3752,5869,1965-05-16,Uruguay,Chile,1.0,1.0,Copa_Juan_Pinto_Durán,Montevideo,Uruguay,0.0,0.0,1965,True,America
3753,5871,1965-05-22,IR_Iran,Turkey,1.0,2.0,Friendly,Teheran,IR_Iran,0.0,2.0,1965,True,Asia
3754,5872,1965-05-22,Jamaica,Costa_Rica,1.0,1.0,FIFA_World_Cup_qualification,Kingston,Jamaica,0.0,0.0,1965,True,America
3755,5874,1965-05-23,Mali,Guinea,2.0,1.0,African_Cup_of_Nations_qualification,Bamako,Mali,0.0,1.0,1965,True,Africa
3756,5875,1965-05-23,Poland,Scotland,1.0,1.0,FIFA_World_Cup_qualification,Chorzów,Poland,0.0,0.0,1965,True,Europe
3757,5878,1965-05-24,IR_Iran,Turkey,2.0,1.0,Friendly,Teheran,IR_Iran,0.0,1.0,1965,True,Asia
3758,5879,1965-05-26,Switzerland,Germany,0.0,1.0,Friendly,Basel,Switzerland,0.0,2.0,1965,True,Europe
3759,5880,1965-05-27,Finland,Scotland,1.0,2.0,FIFA_World_Cup_qualification,Helsinki,Finland,0.0,2.0,1965,True,Europe
3760,5882,1965-05-29,Liberia,Côte_d'Ivoire,0.0,1.0,African_Cup_of_Nations_qualification,Monrovia,Liberia,0.0,2.0,1965,True,Africa
3761,5883,1965-05-30,Romania,Czechoslovakia,1.0,0.0,FIFA_World_Cup_qualification,Bucharest,Romania,0.0,1.0,1965,True,Europe
3762,5885,1965-05-30,Venezuela,Uruguay,1.0,3.0,FIFA_World_Cup_qualification,Caracas,Venezuela,0.0,2.0,1965,True,America
3763,5888,1965-06-03,France,Argentina,0.0,0.0,Friendly,Paris,France,0.0,0.0,1965,True,Europe
3764,5889,1965-06-06,Brazil,Germany,2.0,0.0,Friendly,Rio_de_Janeiro,Brazil,0.0,1.0,1965,True,America
3765,5890,1965-06-06,Guinea,Mali,2.0,1.0,African_Cup_of_Nations_qualification,Conakry,Guinea,0.0,1.0,1965,True,Africa
3766,5891,1965-06-06,Peru,Uruguay,0.0,1.0,FIFA_World_Cup_qualification,Lima,Peru,0.0,2.0,1965,True,America
3767,5892,1965-06-09,Brazil,Argentina,0.0,0.0,Friendly,Rio_de_Janeiro,Brazil,0.0,0.0,1965,True,America
3768,5893,1965-06-09,Denmark,Finland,3.0,1.0,Nordic_Championship,Copenhagen,Denmark,0.0,1.0,1965,True,Europe
3769,5894,1965-06-13,Austria,Hungary,0.0,1.0,FIFA_World_Cup_qualification,Vienna,Austria,0.0,2.0,1965,True,Europe
3770,5896,1965-06-13,Portugal,Romania,2.0,1.0,FIFA_World_Cup_qualification,Oeiras,Portugal,0.0,1.0,1965,True,Europe
3771,5897,1965-06-13,Uruguay,Peru,2.0,1.0,FIFA_World_Cup_qualification,Montevideo,Uruguay,0.0,1.0,1965,True,America
3772,5898,1965-06-16,Norway,Yugoslavia,3.0,0.0,FIFA_World_Cup_qualification,Oslo,Norway,0.0,1.0,1965,True,Europe
3773,5899,1965-06-16,Sweden,Italy,2.0,2.0,Friendly,Malmö,Sweden,0.0,0.0,1965,True,Europe
3774,5900,1965-06-17,Algeria,Brazil,0.0,3.0,Friendly,Oran,Algeria,0.0,2.0,1965,True,Africa
3775,5901,1965-06-20,Denmark,Sweden,2.0,1.0,Nordic_Championship,Copenhagen,Denmark,0.0,1.0,1965,True,Europe
3776,5902,1965-06-23,Finland,Italy,0.0,2.0,FIFA_World_Cup_qualification,Helsinki,Finland,0.0,2.0,1965,True,Europe
3777,5903,1965-06-24,Portugal,Brazil,0.0,0.0,Friendly,Porto,Portugal,0.0,0.0,1965,True,Europe
3778,5905,1965-06-27,Hungary,Italy,2.0,1.0,Friendly,Budapest,Hungary,0.0,1.0,1965,True,Europe
3779,5908,1965-06-30,Sweden,Brazil,1.0,2.0,Friendly,Solna,Sweden,0.0,2.0,1965,True,Europe
3780,5910,1965-07-05,Iceland,Denmark,1.0,3.0,Friendly,Reykjavík,Iceland,0.0,2.0,1965,True,Europe
3781,5911,1965-07-11,Honduras,Costa_Rica,1.0,1.0,Friendly,Tegucigalpa,Honduras,0.0,0.0,1965,True,America
3782,5912,1965-07-14,Argentina,Chile,1.0,0.0,Copa_Carlos_Dittborn,Buenos_Aires,Argentina,0.0,1.0,1965,True,America
3783,5913,1965-07-20,Colombia,Ecuador,0.0,1.0,FIFA_World_Cup_qualification,Barranquilla,Colombia,0.0,2.0,1965,True,America
3784,5914,1965-07-21,Chile,Argentina,1.0,1.0,Copa_Carlos_Dittborn,Santiago,Chile,0.0,0.0,1965,True,America
3785,5915,1965-07-21,Pakistan,Turkey,1.0,3.0,Friendly,Teheran,IR_Iran,1.0,2.0,1965,True,Asia
3786,5917,1965-07-25,Ecuador,Colombia,2.0,0.0,FIFA_World_Cup_qualification,Guayaquil,Ecuador,0.0,1.0,1965,True,America
3787,5918,1965-07-25,IR_Iran,Turkey,0.0,0.0,Friendly,Teheran,IR_Iran,0.0,0.0,1965,True,Asia
3788,5919,1965-07-25,Paraguay,Bolivia,2.0,0.0,FIFA_World_Cup_qualification,Asunción,Paraguay,0.0,1.0,1965,True,America
3789,5922,1965-07-30,Jordan,Iraq,0.0,0.0,Friendly,Amman,Jordan,0.0,0.0,1965,True,Asia
3790,5923,1965-08-01,Argentina,Paraguay,3.0,0.0,FIFA_World_Cup_qualification,Buenos_Aires,Argentina,0.0,1.0,1965,True,America
3791,5925,1965-08-02,China_PR,Indonesia,3.0,0.0,Friendly,P'yongyang,Korea_DPR,1.0,1.0,1965,True,Asia
3792,5928,1965-08-03,Guinea,Indonesia,3.0,1.0,Friendly,P'yongyang,Korea_DPR,1.0,1.0,1965,True,Asia
3793,5929,1965-08-04,Korea_DPR,China_PR,3.0,0.0,Friendly,P'yongyang,Korea_DPR,0.0,1.0,1965,True,Asia
3794,5931,1965-08-06,Cambodia,Indonesia,0.0,0.0,Friendly,P'yongyang,Korea_DPR,1.0,0.0,1965,True,Asia
3795,5933,1965-08-07,Cambodia,China_PR,1.0,3.0,Friendly,P'yongyang,Korea_DPR,1.0,2.0,1965,True,Asia
3796,5934,1965-08-07,Colombia,Chile,2.0,0.0,FIFA_World_Cup_qualification,Barranquilla,Colombia,0.0,1.0,1965,True,America
3797,5935,1965-08-07,Korea_DPR,Guinea,3.0,0.0,Friendly,P'yongyang,Korea_DPR,0.0,1.0,1965,True,Asia
3798,5937,1965-08-08,Korea_DPR,Indonesia,3.0,0.0,Friendly,P'yongyang,Korea_DPR,0.0,1.0,1965,True,Asia
3799,5938,1965-08-08,Paraguay,Argentina,0.0,0.0,FIFA_World_Cup_qualification,Asunción,Paraguay,0.0,0.0,1965,True,America
3800,5940,1965-08-10,China_PR,Guinea,2.0,0.0,Friendly,P'yongyang,Korea_DPR,1.0,1.0,1965,True,Asia
3801,5943,1965-08-14,Korea_Republic,Thailand,2.0,3.0,Merdeka_Tournament,Kuala_Lumpur,Malaysia,1.0,2.0,1965,True,Asia
3802,5944,1965-08-14,Liberia,Congo_DR,2.0,1.0,African_Cup_of_Nations_qualification,Monrovia,Liberia,0.0,1.0,1965,True,Africa
3803,5946,1965-08-15,Ecuador,Chile,2.0,2.0,FIFA_World_Cup_qualification,Guayaquil,Ecuador,0.0,0.0,1965,True,America
3804,5949,1965-08-17,Malaysia,Korea_Republic,0.0,2.0,Merdeka_Tournament,Kuala_Lumpur,Malaysia,0.0,2.0,1965,True,Asia
3805,5950,1965-08-19,Hong_Kong,India,2.0,2.0,Merdeka_Tournament,Ipoh,Malaysia,1.0,0.0,1965,True,Asia
3806,5953,1965-08-21,Malaysia,India,0.0,3.0,Merdeka_Tournament,Ipoh,Malaysia,0.0,2.0,1965,True,Asia
3807,5954,1965-08-22,Bolivia,Paraguay,2.0,1.0,FIFA_World_Cup_qualification,La_Paz,Bolivia,0.0,1.0,1965,True,America
3808,5956,1965-08-22,Chile,Ecuador,3.0,1.0,FIFA_World_Cup_qualification,Santiago,Chile,0.0,1.0,1965,True,America
3809,5958,1965-08-22,Sweden,Finland,2.0,2.0,Nordic_Championship,Luleå,Sweden,0.0,0.0,1965,True,Europe
3810,5959,1965-08-23,India,Korea_Republic,0.0,1.0,Merdeka_Tournament,Kuala_Lumpur,Malaysia,1.0,2.0,1965,True,Asia
3811,5961,1965-08-25,Hong_Kong,Korea_Republic,0.0,1.0,Merdeka_Tournament,Kuala_Lumpur,Malaysia,1.0,2.0,1965,True,Asia
3812,5964,1965-08-27,Hong_Kong,Thailand,1.0,1.0,Merdeka_Tournament,Ipoh,Malaysia,1.0,0.0,1965,True,Asia
3813,5965,1965-08-28,Gabon,Nigeria,2.0,2.0,Friendly,Libreville,Gabon,0.0,0.0,1965,True,Africa
3814,5967,1965-08-29,Bolivia,Argentina,1.0,2.0,FIFA_World_Cup_qualification,La_Paz,Bolivia,0.0,2.0,1965,True,America
3815,5968,1965-08-29,Gabon,Nigeria,1.0,4.0,Friendly,Libreville,Gabon,0.0,2.0,1965,True,Africa
3816,5969,1965-08-31,Singapore,India,1.0,2.0,Friendly,Kallang,Singapore,0.0,2.0,1965,True,Asia
3817,5973,1965-09-05,Hungary,Austria,3.0,0.0,FIFA_World_Cup_qualification,Budapest,Hungary,0.0,1.0,1965,True,Europe
3818,5974,1965-09-07,Brazil,Uruguay,3.0,0.0,Friendly,Belo_Horizonte,Brazil,0.0,1.0,1965,True,America
3819,5976,1965-09-12,Zambia,Kenya,3.0,3.0,Friendly,Ndola,Zambia,0.0,0.0,1965,True,Africa
3820,5977,1965-09-13,New_Caledonia,Tahiti,2.0,1.0,Friendly,Nouméa,New_Caledonia,0.0,1.0,1965,True,Oceania
3821,5978,1965-09-14,Zambia,Kenya,2.0,3.0,Friendly,Kitwe,Zambia,0.0,2.0,1965,True,Africa
3822,5979,1965-09-15,Norway,France,0.0,1.0,FIFA_World_Cup_qualification,Oslo,Norway,0.0,2.0,1965,True,Europe
3823,5980,1965-09-18,Uganda,Zambia,2.0,2.0,Friendly,Kampala,Uganda,0.0,0.0,1965,True,Africa
3824,5981,1965-09-19,Czechoslovakia,Romania,3.0,1.0,FIFA_World_Cup_qualification,Prague,Czechoslovakia,0.0,1.0,1965,True,Europe
3825,5983,1965-09-19,Zambia,Kenya,3.0,2.0,Friendly,Lusaka,Zambia,0.0,1.0,1965,True,Africa
3826,5984,1965-09-21,Congo_DR,Liberia,3.0,2.0,African_Cup_of_Nations_qualification,Brazzaville,Congo,1.0,1.0,1965,True,Africa
3827,5986,1965-09-26,Bulgaria,Belgium,3.0,0.0,FIFA_World_Cup_qualification,Sofia,Bulgaria,0.0,1.0,1965,True,Europe
3828,5987,1965-09-26,Kenya,Tanzania,0.0,2.0,Friendly,Kampala,Uganda,1.0,2.0,1965,True,Africa
3829,5988,1965-09-26,Norway,Denmark,2.0,2.0,Nordic_Championship,Oslo,Norway,0.0,0.0,1965,True,Europe
3830,5989,1965-09-26,Sweden,Germany,1.0,2.0,FIFA_World_Cup_qualification,Solna,Sweden,0.0,2.0,1965,True,Europe
3831,5990,1965-09-28,Uganda,Kenya,2.0,2.0,Friendly,Kampala,Uganda,0.0,0.0,1965,True,Africa
3832,5991,1965-09-29,Finland,Poland,2.0,0.0,FIFA_World_Cup_qualification,Helsinki,Finland,0.0,1.0,1965,True,Europe
3833,5994,1965-10-02,Northern_Ireland,Scotland,3.0,2.0,British_Championship,Belfast,Northern_Ireland,0.0,1.0,1965,True,Europe
3834,5995,1965-10-02,Uganda,Tanzania,1.0,1.0,Friendly,Kampala,Uganda,0.0,0.0,1965,True,Africa
3835,5996,1965-10-02,Wales,England,0.0,0.0,British_Championship,Cardiff,Wales,0.0,0.0,1965,True,Europe
3836,5997,1965-10-03,Greece,Russia,1.0,4.0,FIFA_World_Cup_qualification,Piraeus,Greece,0.0,2.0,1965,True,Europe
3837,5998,1965-10-09,France,Yugoslavia,1.0,0.0,FIFA_World_Cup_qualification,Paris,France,0.0,1.0,1965,True,Europe
3838,6002,1965-10-12,Chile,Ecuador,2.0,1.0,FIFA_World_Cup_qualification,Lima,Peru,1.0,1.0,1965,True,America
3839,6003,1965-10-13,Scotland,Poland,1.0,2.0,FIFA_World_Cup_qualification,Glasgow,Scotland,0.0,2.0,1965,True,Europe
3840,6005,1965-10-17,Congo,Ghana,2.0,1.0,Friendly,Brazzaville,Congo,0.0,1.0,1965,True,Africa
3841,6006,1965-10-17,Denmark,Russia,1.0,3.0,FIFA_World_Cup_qualification,Copenhagen,Denmark,0.0,2.0,1965,True,Europe
3842,6007,1965-10-17,Netherlands,Switzerland,0.0,0.0,FIFA_World_Cup_qualification,Amsterdam,Netherlands,0.0,0.0,1965,True,Europe
3843,6008,1965-10-20,England,Austria,2.0,3.0,Friendly,London,England,0.0,2.0,1965,True,Europe
3844,6009,1965-10-21,Congo,Ghana,1.0,2.0,Friendly,Brazzaville,Congo,0.0,2.0,1965,True,Africa
3845,6011,1965-10-23,Turkey,Romania,2.0,1.0,FIFA_World_Cup_qualification,Ankara,Turkey,0.0,1.0,1965,True,Europe
3846,6014,1965-10-27,Denmark,Greece,1.0,1.0,FIFA_World_Cup_qualification,Copenhagen,Denmark,0.0,0.0,1965,True,Europe
3847,6016,1965-10-27,Wales,Russia,2.0,1.0,FIFA_World_Cup_qualification,Cardiff,Wales,0.0,1.0,1965,True,Europe
3848,6017,1965-10-30,Nigeria,Ghana,0.0,4.0,Friendly,Lagos,Nigeria,0.0,2.0,1965,True,Africa
3849,6018,1965-10-31,Algeria,Morocco,0.0,0.0,Friendly,Algiers,Algeria,0.0,0.0,1965,True,Africa
3850,6020,1965-10-31,Portugal,Czechoslovakia,0.0,0.0,FIFA_World_Cup_qualification,Porto,Portugal,0.0,0.0,1965,True,Europe
3851,6021,1965-10-31,Sweden,Norway,0.0,0.0,Nordic_Championship,Solna,Sweden,0.0,0.0,1965,True,Europe
3852,6025,1965-11-07,Ghana,Nigeria,3.0,0.0,Friendly,Accra,Ghana,0.0,1.0,1965,True,Africa
3853,6026,1965-11-07,Yugoslavia,Norway,1.0,1.0,FIFA_World_Cup_qualification,Belgrade,Yugoslavia,0.0,0.0,1965,True,Europe
3854,6027,1965-11-09,Scotland,Italy,1.0,0.0,FIFA_World_Cup_qualification,Glasgow,Scotland,0.0,1.0,1965,True,Europe
3855,6028,1965-11-10,England,Northern_Ireland,2.0,1.0,British_Championship,London,England,0.0,1.0,1965,True,Europe
3856,6029,1965-11-10,Republic_of_Ireland,Spain,0.0,1.0,FIFA_World_Cup_qualification,Paris,France,1.0,2.0,1965,True,Europe
3857,6034,1965-11-14,Congo_DR,Côte_d'Ivoire,0.0,3.0,African_Cup_of_Nations,Sfax,Tunisia,1.0,2.0,1965,True,Africa
3858,6036,1965-11-14,Switzerland,Netherlands,2.0,1.0,FIFA_World_Cup_qualification,Berne,Switzerland,0.0,1.0,1965,True,Europe
3859,6037,1965-11-14,Tunisia,Senegal,0.0,0.0,African_Cup_of_Nations,Tunis,Tunisia,0.0,0.0,1965,True,Africa
3860,6041,1965-11-21,Brazil,Russia,2.0,2.0,Friendly,Rio_de_Janeiro,Brazil,0.0,0.0,1965,True,America
3861,6043,1965-11-21,Czechoslovakia,Turkey,3.0,1.0,FIFA_World_Cup_qualification,Brno,Czechoslovakia,0.0,1.0,1965,True,Europe
3862,6044,1965-11-21,Dominica,Grenada,2.0,0.0,Windward_Islands_Tournament,Kingstown,St._Vincent_/_Grenadines,1.0,1.0,1965,True,America
3863,6045,1965-11-21,Israel,Bulgaria,1.0,2.0,FIFA_World_Cup_qualification,Ramat-Gan,Israel,0.0,2.0,1965,True,Europe
