home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,day_of_week,month,year
Czechoslovakia,Scotland,0,0,Brazil Independence Cup,Porto Alegre,Brazil,True,D,Sunday,July,1972
Ghana,Benin,5,1,FIFA World Cup qualification,Kumasi,Ghana,False,H,Sunday,July,1972
Portugal,Uruguay,1,1,Brazil Independence Cup,Rio de Janeiro,Brazil,True,D,Sunday,July,1972
Iceland,Denmark,2,5,Friendly,Reykjavík,Iceland,False,A,Monday,July,1972
Tanzania,Sudan,3,0,Friendly,Dar es Salaam,Tanzania,False,H,Tuesday,July,1972
Brazil,Scotland,1,0,Brazil Independence Cup,Rio de Janeiro,Brazil,False,H,Wednesday,July,1972
Argentina,Uruguay,1,0,Brazil Independence Cup,Porto Alegre,Brazil,True,H,Thursday,July,1972
Czechoslovakia,Yugoslavia,1,2,Brazil Independence Cup,São Paulo,Brazil,True,A,Thursday,July,1972
Malawi,Lesotho,1,0,Friendly,Blantyre,Malawi,False,H,Thursday,July,1972
Portugal,Russia,1,0,Brazil Independence Cup,Belo Horizonte,Brazil,True,H,Thursday,July,1972
Tanzania,Nigeria,0,0,Friendly,Dar es Salaam,Tanzania,False,D,Thursday,July,1972
Malawi,Lesotho,4,0,Friendly,Blantyre,Malawi,False,H,Saturday,July,1972
Argentina,Yugoslavia,2,4,Brazil Independence Cup,Rio de Janeiro,Brazil,True,A,Sunday,July,1972
Brazil,Portugal,1,0,Brazil Independence Cup,Rio de Janeiro,Brazil,False,H,Sunday,July,1972
Uganda,Sudan,4,0,Friendly,Kampala,Uganda,False,H,Sunday,July,1972
Zanzibar,Nigeria,1,4,Friendly,Zanzibar,Zanzibar,False,A,Tuesday,July,1972
Iceland,Faroe Islands,3,0,Friendly,Reykjavík,Iceland,False,H,Wednesday,July,1972
Indonesia,Singapore,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,D,Thursday,July,1972
Hong Kong,South Korea,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,D,Saturday,July,1972
Singapore,Thailand,0,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True,A,Saturday,July,1972
Cambodia,Philippines,2,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True,D,Sunday,July,1972
Finland,Russia,1,1,Friendly,Vaasa,Finland,False,D,Sunday,July,1972
Japan,Sri Lanka,5,0,Merdeka Tournament,Ipoh,Malaysia,True,H,Sunday,July,1972
Kenya,Sudan,2,0,FIFA World Cup qualification,Nairobi,Kenya,False,H,Sunday,July,1972
Hong Kong,Singapore,4,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True,H,Monday,July,1972
South Korea,Thailand,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,H,Monday,July,1972
Japan,Philippines,5,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True,H,Tuesday,July,1972
Indonesia,Thailand,3,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True,H,Wednesday,July,1972
South Korea,Singapore,4,1,Merdeka Tournament,Ipoh,Malaysia,True,H,Wednesday,July,1972
Philippines,Sri Lanka,4,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True,H,Thursday,July,1972
Hong Kong,Indonesia,1,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,H,Friday,July,1972
Cambodia,Sri Lanka,6,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True,H,Saturday,July,1972
Hong Kong,Thailand,2,2,Merdeka Tournament,Ipoh,Malaysia,True,D,Sunday,July,1972
Indonesia,South Korea,0,2,Merdeka Tournament,Kuala Lumpur,Malaysia,True,A,Sunday,July,1972
Sudan,Kenya,1,0,FIFA World Cup qualification,Khartoum,Sudan,False,H,Sunday,July,1972
Singapore,Sri Lanka,6,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True,H,Tuesday,July,1972
Japan,South Korea,0,3,Merdeka Tournament,Kuala Lumpur,Malaysia,True,A,Wednesday,July,1972
Uganda,Tanzania,1,1,Friendly,Kampala,Uganda,False,D,Thursday,July,1972
Malaysia,South Korea,1,2,Merdeka Tournament,Kuala Lumpur,Malaysia,False,A,Saturday,July,1972
Philippines,Thailand,0,4,Merdeka Tournament,Kuala Lumpur,Malaysia,True,A,Saturday,July,1972
Indonesia,Philippines,3,0,Friendly,Kallang,Singapore,True,H,Wednesday,August,1972
Singapore,Sri Lanka,6,1,Friendly,Kallang,Singapore,False,H,Wednesday,August,1972
Norway,Iceland,4,1,FIFA World Cup qualification,Stavanger,Norway,False,H,Thursday,August,1972
Hong Kong,Sri Lanka,2,1,Friendly,Kallang,Singapore,True,H,Friday,August,1972
Japan,Philippines,4,1,Friendly,Kallang,Singapore,True,H,Friday,August,1972
Nigeria,Congo,2,1,FIFA World Cup qualification,Ibadan,Nigeria,False,H,Saturday,August,1972
Costa Rica,Mexico,1,0,Friendly,San José,Costa Rica,False,H,Sunday,August,1972
Indonesia,Japan,1,0,Friendly,Kallang,Singapore,True,H,Sunday,August,1972
Singapore,Hong Kong,0,2,Friendly,Kallang,Singapore,False,A,Sunday,August,1972
Sweden,Russia,4,4,Friendly,Solna,Sweden,False,D,Sunday,August,1972
Cambodia,Indonesia,0,5,Friendly,Kallang,Singapore,True,A,Tuesday,August,1972
Peru,Mexico,3,2,Friendly,Lima,Peru,False,H,Wednesday,August,1972
Hong Kong,Cambodia,2,1,Friendly,Kallang,Singapore,True,H,Thursday,August,1972
Congo,Nigeria,1,1,FIFA World Cup qualification,Brazzaville,Congo,False,D,Tuesday,August,1972
Chile,Mexico,0,2,Friendly,Santiago,Chile,False,A,Wednesday,August,1972
Canada,United States,3,2,FIFA World Cup qualification,St. John's,Canada,False,H,Sunday,August,1972
Canada,Mexico,0,1,FIFA World Cup qualification,Toronto,Canada,False,A,Thursday,August,1972
United States,Canada,2,2,FIFA World Cup qualification,Baltimore,United States,False,D,Tuesday,August,1972
Czechoslovakia,Netherlands,1,2,Friendly,Prague,Czechoslovakia,False,A,Wednesday,August,1972
Greece,France,1,3,Friendly,Piraeus,Greece,False,A,Saturday,September,1972
Guatemala,Canada,2,2,Friendly,Guatemala,Guatemala,False,D,Saturday,September,1972
Mexico,United States,3,1,FIFA World Cup qualification,Mexico City,Mexico,False,H,Sunday,September,1972
Romania,Austria,1,1,Friendly,Craiova,Romania,False,D,Sunday,September,1972
Sri Lanka,China PR,2,3,Friendly,Colombo,Sri Lanka,False,A,Sunday,September,1972
Mexico,Canada,2,1,FIFA World Cup qualification,Mexico City,Mexico,False,H,Wednesday,September,1972
United States,Mexico,1,2,FIFA World Cup qualification,Los Angeles,United States,False,A,Sunday,September,1972
Sri Lanka,China PR,0,1,Friendly,Colombo,Sri Lanka,False,A,Tuesday,September,1972
Japan,South Korea,2,2,Friendly,Tokyo,Japan,False,D,Thursday,September,1972
New Zealand,New Caledonia,4,1,Friendly,Wellington,New Zealand,False,H,Sunday,September,1972
Norway,Sweden,1,3,Nordic Championship,Oslo,Norway,False,A,Sunday,September,1972
Cambodia,Malaysia,0,1,Korea Cup,Seoul,South Korea,True,A,Wednesday,September,1972
Finland,Romania,1,1,FIFA World Cup qualification,Helsinki,Finland,False,D,Wednesday,September,1972
Italy,Yugoslavia,3,1,Friendly,Turin,Italy,False,H,Wednesday,September,1972
South Korea,Thailand,3,0,Korea Cup,Seoul,South Korea,False,H,Wednesday,September,1972
Burma,Philippines,4,0,Korea Cup,Seoul,South Korea,True,H,Thursday,September,1972
South Korea,Cambodia,3,1,Korea Cup,Seoul,South Korea,False,H,Friday,September,1972
Malaysia,Thailand,1,1,Korea Cup,Seoul,South Korea,True,D,Friday,September,1972
Burma,Indonesia,1,1,Korea Cup,Seoul,South Korea,True,D,Saturday,September,1972
Philippines,Singapore,0,5,Korea Cup,Seoul,South Korea,True,A,Saturday,September,1972
Cambodia,Thailand,0,0,Korea Cup,Seoul,South Korea,True,D,Sunday,September,1972
South Korea,Malaysia,2,0,Korea Cup,Seoul,South Korea,False,H,Sunday,September,1972
Burma,Singapore,1,0,Korea Cup,Seoul,South Korea,True,H,Monday,September,1972
Cambodia,Philippines,1,0,Korea Cup,Seoul,South Korea,True,H,Wednesday,September,1972
South Korea,Burma,0,1,Korea Cup,Seoul,South Korea,False,A,Wednesday,September,1972
Indonesia,Malaysia,3,1,Korea Cup,Seoul,South Korea,True,H,Thursday,September,1972
Singapore,Thailand,1,4,Korea Cup,Seoul,South Korea,True,A,Thursday,September,1972
Burma,Indonesia,3,1,Korea Cup,Seoul,South Korea,True,H,Saturday,September,1972
South Korea,Malaysia,1,0,Korea Cup,Seoul,South Korea,False,H,Saturday,September,1972
Martinique,Trinidad and Tobago,1,2,Friendly,Fort-de-France,Martinique,False,A,Saturday,September,1972
New Zealand,New Caledonia,2,1,Friendly,Auckland,New Zealand,False,H,Saturday,September,1972
Costa Rica,El Salvador,2,0,Friendly,San José,Costa Rica,False,H,Sunday,October,1972
Martinique,Trinidad and Tobago,1,2,Friendly,Fort-de-France,Martinique,False,A,Tuesday,October,1972
Algeria,Turkey,1,0,Friendly,Algiers,Algeria,False,H,Wednesday,October,1972
Denmark,Switzerland,1,1,Friendly,Copenhagen,Denmark,False,D,Wednesday,October,1972
Lesotho,Zambia,1,1,Friendly,Maseru,Lesotho,False,D,Wednesday,October,1972
Norway,Belgium,0,2,FIFA World Cup qualification,Oslo,Norway,False,A,Wednesday,October,1972
Hong Kong,Singapore,2,3,Friendly,So Kon Po,Hong Kong,False,A,Thursday,October,1972
German DR,Finland,5,0,FIFA World Cup qualification,Dresden,German DR,False,H,Saturday,October,1972
Indonesia,Australia,1,4,Friendly,Jakarta,Indonesia,False,A,Saturday,October,1972
Luxembourg,Italy,0,4,FIFA World Cup qualification,Luxembourg,Luxembourg,False,A,Saturday,October,1972
El Salvador,Costa Rica,0,1,Friendly,San Salvador,El Salvador,False,A,Sunday,October,1972
Lesotho,Zambia,1,1,Friendly,Maseru,Lesotho,False,D,Sunday,October,1972
Australia,New Zealand,3,1,Friendly,Jakarta,Indonesia,True,H,Monday,October,1972
England,Yugoslavia,1,1,Friendly,London,England,False,D,Wednesday,October,1972
Indonesia,New Zealand,1,1,Friendly,Jakarta,Indonesia,False,D,Wednesday,October,1972
Spain,Argentina,1,0,Friendly,Madrid,Spain,False,H,Wednesday,October,1972
Saint Kitts and Nevis,Trinidad and Tobago,0,3,Friendly,Basseterre,Saint Kitts and Nevis,False,A,Wednesday,October,1972
Mexico,Costa Rica,3,1,Friendly,Mexico City,Mexico,False,H,Thursday,October,1972
China PR,Nepal,6,2,Friendly,Beijing,China PR,False,H,Friday,October,1972
France,Russia,1,0,FIFA World Cup qualification,Paris,France,False,H,Friday,October,1972
New Caledonia,New Zealand,3,1,Friendly,Nouméa,New Caledonia,False,H,Saturday,October,1972
Austria,Hungary,2,2,FIFA World Cup qualification,Vienna,Austria,False,D,Sunday,October,1972
Guatemala,Costa Rica,0,0,Friendly,Guatemala,Guatemala,False,D,Sunday,October,1972
Malawi,Kenya,0,1,Friendly,Lilongwe,Malawi,False,A,Sunday,October,1972
Poland,Czechoslovakia,3,0,Friendly,Bydgoszcz,Poland,False,H,Sunday,October,1972
Sierra Leone,Ivory Coast,0,1,FIFA World Cup qualification,Freetown,Sierra Leone,False,A,Sunday,October,1972
Sweden,Malta,7,0,FIFA World Cup qualification,Gothenburg,Sweden,False,H,Sunday,October,1972
Vietnam Republic,Australia,0,1,Friendly,Saigon,Vietnam Republic,False,A,Sunday,October,1972
Bulgaria,Northern Ireland,3,0,FIFA World Cup qualification,Sofia,Bulgaria,False,H,Wednesday,October,1972
Denmark,Scotland,1,4,FIFA World Cup qualification,Copenhagen,Denmark,False,A,Wednesday,October,1972
Republic of Ireland,Russia,1,2,FIFA World Cup qualification,Dublin,Republic of Ireland,False,A,Wednesday,October,1972
Spain,Yugoslavia,2,2,FIFA World Cup qualification,Las Palmas,Spain,False,D,Thursday,October,1972
Switzerland,Italy,0,0,FIFA World Cup qualification,Berne,Switzerland,False,D,Saturday,October,1972
South Korea,Australia,1,1,Friendly,Seoul,South Korea,False,D,Sunday,October,1972
Luxembourg,Turkey,2,0,FIFA World Cup qualification,Luxembourg,Luxembourg,False,H,Sunday,October,1972
Malawi,Kenya,2,1,Friendly,Blantyre,Malawi,False,H,Sunday,October,1972
South Korea,Australia,0,2,Friendly,Seoul,South Korea,False,A,Tuesday,October,1972
Peru,Argentina,0,2,Copa Ramón Castilla,Lima,Peru,False,A,Wednesday,October,1972
Cambodia,Singapore,0,1,Vietnam Independence Cup,Saigon,Vietnam Republic,True,A,Saturday,October,1972
Vietnam Republic,Malaysia,0,0,Vietnam Independence Cup,Saigon,Vietnam Republic,False,D,Saturday,October,1972
Cambodia,Malaysia,1,0,Vietnam Independence Cup,Saigon,Vietnam Republic,True,H,Sunday,October,1972
Ivory Coast,Sierra Leone,2,0,FIFA World Cup qualification,Abidjan,Ivory Coast,False,H,Sunday,October,1972
Philippines,Australia,0,6,Friendly,Manila,Philippines,False,A,Sunday,October,1972
Romania,Albania,2,0,FIFA World Cup qualification,Bucharest,Romania,False,H,Sunday,October,1972
Vietnam Republic,Singapore,4,1,Vietnam Independence Cup,Saigon,Vietnam Republic,False,H,Sunday,October,1972
Czechoslovakia,German DR,1,3,Friendly,Bratislava,Czechoslovakia,False,A,Wednesday,November,1972
Malaysia,Singapore,1,3,Vietnam Independence Cup,Saigon,Vietnam Republic,True,A,Wednesday,November,1972
Netherlands,Norway,9,0,FIFA World Cup qualification,Rotterdam,Netherlands,False,H,Wednesday,November,1972
Vietnam Republic,Cambodia,1,2,Vietnam Independence Cup,Saigon,Vietnam Republic,False,A,Wednesday,November,1972
Nigeria,Tanzania,2,1,Friendly,Benin City,Nigeria,False,H,Monday,November,1972
Trinidad and Tobago,Antigua and Barbuda,11,1,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False,H,Friday,November,1972
Nigeria,Tanzania,3,2,Friendly,Lagos,Nigeria,False,H,Saturday,November,1972
Costa Rica,Guatemala,1,1,Friendly,San José,Costa Rica,False,D,Sunday,November,1972
Germany,Switzerland,5,1,Friendly,Düsseldorf,Germany,False,H,Wednesday,November,1972
Republic of Ireland,France,2,1,FIFA World Cup qualification,Dublin,Republic of Ireland,False,H,Wednesday,November,1972
Scotland,Denmark,2,0,FIFA World Cup qualification,Glasgow,Scotland,False,H,Wednesday,November,1972
Wales,England,0,1,FIFA World Cup qualification,Cardiff,Wales,False,A,Wednesday,November,1972
Tunisia,Algeria,1,2,Friendly,Tunis,Tunisia,False,A,Thursday,November,1972
South Korea,Malaysia,4,1,King's Cup,Bangkok,Thailand,True,H,Saturday,November,1972
Sierra Leone,Tanzania,2,2,Friendly,Freetown,Sierra Leone,False,D,Saturday,November,1972
Thailand,Singapore,4,0,King's Cup,Bangkok,Thailand,False,H,Saturday,November,1972
Yugoslavia,Greece,1,0,FIFA World Cup qualification,Belgrade,Yugoslavia,False,H,Saturday,November,1972
Antigua and Barbuda,Trinidad and Tobago,1,2,FIFA World Cup qualification,St. John's,Antigua and Barbuda,False,A,Sunday,November,1972
Belgium,Netherlands,0,0,FIFA World Cup qualification,Antwerp,Belgium,False,D,Sunday,November,1972
Cyprus,Bulgaria,0,4,FIFA World Cup qualification,Akdoğan,Cyprus,False,A,Sunday,November,1972
Morocco,Senegal,0,0,FIFA World Cup qualification,Rabat,Morocco,False,D,Sunday,November,1972
Indonesia,Singapore,1,2,King's Cup,Bangkok,Thailand,True,A,Monday,November,1972
Thailand,Malaysia,0,2,King's Cup,Bangkok,Thailand,False,A,Monday,November,1972
Indonesia,South Korea,1,1,King's Cup,Bangkok,Thailand,True,D,Wednesday,November,1972
Malaysia,Singapore,2,0,King's Cup,Bangkok,Thailand,True,H,Wednesday,November,1972
Mali,Nigeria,2,1,Friendly,Bamako,Mali,False,H,Wednesday,November,1972
Guinea,China PR,1,1,Friendly,Conakry,Guinea,False,D,Friday,November,1972
South Korea,Singapore,2,0,King's Cup,Bangkok,Thailand,True,H,Friday,November,1972
Liberia,Nigeria,1,3,Friendly,Monrovia,Liberia,False,A,Friday,November,1972
Thailand,Indonesia,3,0,King's Cup,Bangkok,Thailand,False,H,Friday,November,1972
Dominica,Grenada,1,2,Windward Islands Tournament,Castries,Saint Lucia,True,A,Saturday,November,1972
Malta,Austria,0,2,FIFA World Cup qualification,Gżira,Malta,False,A,Saturday,November,1972
Tanzania,Ethiopia,1,1,FIFA World Cup qualification,Dar es Salaam,Tanzania,False,D,Saturday,November,1972
Indonesia,Malaysia,0,2,King's Cup,Bangkok,Thailand,True,A,Sunday,November,1972
Sierra Leone,Nigeria,0,1,Friendly,Freetown,Sierra Leone,False,A,Sunday,November,1972
Saint Lucia,Saint Vincent and the Grenadines,2,1,Windward Islands Tournament,Castries,Saint Lucia,False,H,Sunday,November,1972
Thailand,South Korea,1,0,King's Cup,Bangkok,Thailand,False,H,Sunday,November,1972
Dominica,Saint Vincent and the Grenadines,1,2,Windward Islands Tournament,Castries,Saint Lucia,True,A,Tuesday,November,1972
South Korea,Singapore,0,0,King's Cup,Bangkok,Thailand,True,D,Tuesday,November,1972
Thailand,Malaysia,0,1,King's Cup,Bangkok,Thailand,False,A,Tuesday,November,1972
Trinidad and Tobago,Suriname,2,1,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False,H,Tuesday,November,1972
Senegal,China PR,0,0,Friendly,Dakar,Senegal,False,D,Wednesday,November,1972
Saint Lucia,Grenada,1,0,Windward Islands Tournament,Castries,Saint Lucia,False,H,Wednesday,November,1972
Trinidad and Tobago,Suriname,1,1,FIFA World Cup qualification,San Fernando,Trinidad and Tobago,False,D,Thursday,November,1972
Grenada,Saint Vincent and the Grenadines,0,0,Windward Islands Tournament,Castries,Saint Lucia,True,D,Friday,December,1972
Saint Lucia,Dominica,1,0,Windward Islands Tournament,Castries,Saint Lucia,False,H,Saturday,December,1972
Antigua and Barbuda,Suriname,0,6,FIFA World Cup qualification,St. John's,Antigua and Barbuda,False,A,Sunday,December,1972
Ethiopia,Tanzania,0,0,FIFA World Cup qualification,Addis Abeba,Ethiopia,False,D,Sunday,December,1972
Guatemala,El Salvador,1,0,FIFA World Cup qualification,Guatemala,Guatemala,False,H,Sunday,December,1972
Honduras,Costa Rica,2,1,FIFA World Cup qualification,Tegucigalpa,Honduras,False,H,Sunday,December,1972
Senegal,Morocco,1,2,FIFA World Cup qualification,Dakar,Senegal,False,A,Sunday,December,1972
Nigeria,Mali,3,0,Friendly,Lagos,Nigeria,False,H,Monday,December,1972
Antigua and Barbuda,Suriname,1,3,FIFA World Cup qualification,St. John's,Antigua and Barbuda,False,A,Tuesday,December,1972
Egypt,Tunisia,2,1,FIFA World Cup qualification,Cairo,Egypt,False,H,Friday,December,1972
Costa Rica,Honduras,3,3,FIFA World Cup qualification,San José,Costa Rica,False,D,Sunday,December,1972
El Salvador,Guatemala,0,1,FIFA World Cup qualification,San Salvador,El Salvador,False,A,Sunday,December,1972
Ethiopia,Tanzania,3,0,FIFA World Cup qualification,Addis Abeba,Ethiopia,False,H,Sunday,December,1972
Mauritius,Kenya,1,3,FIFA World Cup qualification,Curepipe,Mauritius,False,A,Sunday,December,1972
Turkey,Luxembourg,3,0,FIFA World Cup qualification,Istanbul,Turkey,False,H,Sunday,December,1972
Nigeria,Sierra Leone,4,0,Friendly,Lagos,Nigeria,False,H,Tuesday,December,1972
Haiti,Curaçao,3,0,Friendly,Port-au-Prince,Haiti,False,H,Thursday,December,1972
Panama,Puerto Rico,5,0,Friendly,Panama City,Panama,False,H,Thursday,December,1972
Panama,Puerto Rico,0,1,Friendly,Panama City,Panama,False,A,Saturday,December,1972
Haiti,Curaçao,4,1,Friendly,Port-au-Prince,Haiti,False,H,Sunday,December,1972
Kenya,Mauritius,2,2,FIFA World Cup qualification,Nairobi,Kenya,False,D,Sunday,December,1972
Tunisia,Egypt,2,0,FIFA World Cup qualification,Tunis,Tunisia,False,H,Sunday,December,1972
Nigeria,Benin,3,0,Friendly,Lagos,Nigeria,False,H,Wednesday,December,1972
Bermuda,Jamaica,0,0,Friendly,Hamilton,Bermuda,False,D,Sunday,December,1972
Bermuda,Jamaica,0,3,Friendly,Hamilton,Bermuda,False,A,Wednesday,December,1972
Ghana,Togo,2,2,Friendly,Accra,Ghana,False,D,Thursday,December,1972
Liberia,Ghana,2,2,Friendly,Monrovia,Liberia,False,D,Friday,December,1972
Gambia,Senegal,2,1,Friendly,Banjul,Gambia,False,H,Monday,January,1973
Italy,Turkey,0,0,FIFA World Cup qualification,Naples,Italy,False,D,Saturday,January,1973
Greece,Spain,2,3,FIFA World Cup qualification,Athens,Greece,False,A,Wednesday,January,1973
England,Wales,1,1,FIFA World Cup qualification,London,England,False,D,Wednesday,January,1973
Uganda,Congo,3,1,Friendly,Kampala,Uganda,False,H,Friday,January,1973
Cyprus,Bulgaria,0,3,Friendly,Akdoğan,Cyprus,False,A,Sunday,January,1973
Guyana,Haiti,1,3,Friendly,Georgetown,Guyana,False,A,Tuesday,January,1973
Greece,Bulgaria,2,2,Friendly,Athens,Greece,False,D,Wednesday,January,1973
Guyana,Haiti,1,0,Friendly,Georgetown,Guyana,False,H,Thursday,February,1973
Cameroon,DR Congo,0,1,FIFA World Cup qualification,Douala,Cameroon,False,A,Sunday,February,1973
Haiti,Trinidad and Tobago,0,0,Friendly,Port-au-Prince,Haiti,False,D,Sunday,February,1973
Indonesia,Bulgaria,0,4,Friendly,Jakarta,Indonesia,False,A,Sunday,February,1973
Tunisia,Yugoslavia,0,5,Friendly,Tunis,Tunisia,False,A,Sunday,February,1973
Haiti,Trinidad and Tobago,4,2,Friendly,Port-au-Prince,Haiti,False,H,Tuesday,February,1973
Mexico,Argentina,2,0,Friendly,Mexico City,Mexico,False,H,Tuesday,February,1973
Barbados,Haiti,3,2,Friendly,Bridgetown,Barbados,False,H,Thursday,February,1973
New Caledonia,Bulgaria,3,5,Friendly,Nouméa,New Caledonia,False,A,Thursday,February,1973
Nigeria,Ghana,2,3,FIFA World Cup qualification,Lagos,Nigeria,False,A,Saturday,February,1973
Guinea,Morocco,1,1,FIFA World Cup qualification,Conakry,Guinea,False,D,Sunday,February,1973
Tunisia,Ivory Coast,1,1,FIFA World Cup qualification,Tunis,Tunisia,False,D,Sunday,February,1973
Australia,Bulgaria,2,2,Friendly,Sydney,Australia,False,D,Wednesday,February,1973
Chile,Tahiti,10,1,Friendly,Santiago,Chile,False,H,Wednesday,February,1973
Cyprus,Northern Ireland,1,0,FIFA World Cup qualification,Akdoğan,Cyprus,False,H,Wednesday,February,1973
Germany,Argentina,2,3,Friendly,Munich,Germany,False,A,Wednesday,February,1973
Scotland,England,0,5,Friendly,Glasgow,Scotland,False,A,Wednesday,February,1973
Turkey,Algeria,4,0,Friendly,Izmir,Turkey,False,H,Wednesday,February,1973
Colombia,German DR,0,2,Friendly,Bogotá,Colombia,False,A,Thursday,February,1973
Australia,Bulgaria,1,3,Friendly,Adelaide,Australia,False,A,Friday,February,1973
Morocco,Senegal,3,1,Friendly,Casablanca,Morocco,False,H,Saturday,February,1973
New Caledonia,Tahiti,1,2,Oceania Nations Cup,Auckland,New Zealand,True,A,Saturday,February,1973
New Zealand,Fiji,5,1,Oceania Nations Cup,Auckland,New Zealand,False,H,Saturday,February,1973
Australia,Bulgaria,0,2,Friendly,Melbourne,Australia,False,A,Sunday,February,1973
Ecuador,German DR,1,1,Friendly,Quito,Ecuador,False,D,Sunday,February,1973
New Caledonia,Vanuatu,4,1,Oceania Nations Cup,Auckland,New Zealand,True,H,Sunday,February,1973
New Zealand,Tahiti,1,1,Oceania Nations Cup,Auckland,New Zealand,False,D,Sunday,February,1973
