,home_team,away_team,home_score,away_score,tournament,country,neutral,outcome,year
20266,Jamaica,Bermuda,3.0,2.0,CFU Caribbean Cup qualification,Jamaica,False,Home,1997
20267,Malaysia,Singapore,0.0,0.0,Dunhill Cup,Malaysia,False,Draw,1997
20268,Mali,Côte d'Ivoire,1.0,2.0,African Cup of Nations qualification,Mali,False,Away,1997
20269,Mauritius,Zambia,0.0,0.0,African Cup of Nations qualification,Mauritius,False,Draw,1997
20270,Tanzania,Liberia,1.0,1.0,African Cup of Nations qualification,Tanzania,False,Draw,1997
20271,Togo,Congo DR,1.0,1.0,African Cup of Nations qualification,Togo,False,Draw,1997
20272,Zimbabwe,Angola,1.0,0.0,African Cup of Nations qualification,Zimbabwe,False,Home,1997
20273,Bosnia and Herzegovina,Zimbabwe,2.0,2.0,Dunhill Cup,Malaysia,True,Draw,1997
20274,Indonesia,Vietnam,1.0,0.0,Dunhill Cup,Malaysia,True,Home,1997
20275,Malaysia,China PR,0.0,2.0,Dunhill Cup,Malaysia,False,Away,1997
20276,Singapore,Finland,0.0,1.0,Dunhill Cup,Malaysia,True,Away,1997
20277,Bosnia and Herzegovina,Indonesia,2.0,0.0,Dunhill Cup,Malaysia,True,Home,1997
20278,Brazil,Poland,4.0,2.0,Friendly,Brazil,False,Home,1997
20279,France,Netherlands,2.0,1.0,Friendly,France,False,Home,1997
20280,Israel,Germany,0.0,1.0,Friendly,Israel,False,Away,1997
20281,Vietnam,Zimbabwe,0.0,6.0,Dunhill Cup,Malaysia,True,Away,1997
20282,China PR,Zimbabwe,3.0,1.0,Dunhill Cup,Malaysia,True,Home,1997
20283,Malaysia,Bosnia and Herzegovina,0.0,1.0,Dunhill Cup,Malaysia,False,Away,1997
20284,Azerbaijan,Estonia,0.0,2.0,Friendly,Cyprus,True,Away,1997
20285,Botswana,Malawi,1.0,4.0,COSAFA Cup qualification,Botswana,False,Away,1997
20286,Solomon Islands,Tonga,9.0,0.0,FIFA World Cup qualification,Solomon Islands,False,Home,1997
20287,Bosnia and Herzegovina,China PR,0.0,3.0,Dunhill Cup,Malaysia,True,Away,1997
20288,Jamaica,USA,0.0,0.0,FIFA World Cup qualification,Jamaica,False,Draw,1997
20289,Lesotho,Zambia,0.0,2.0,COSAFA Cup qualification,Lesotho,False,Away,1997
20290,Mexico,Canada,4.0,0.0,FIFA World Cup qualification,Mexico,False,Home,1997
20291,Saudi Arabia,Syria,3.0,0.0,Friendly,Saudi Arabia,False,Home,1997
20292,Thailand,Korea Republic,1.0,3.0,FIFA World Cup qualification,Thailand,False,Away,1997
20293,Eswatini,Mozambique,0.0,4.0,COSAFA Cup qualification,Eswatini,False,Away,1997
20294,Aruba,Curaçao,2.0,1.0,CFU Caribbean Cup qualification,Aruba,False,Home,1997
20295,Bahrain,Oman,1.0,0.0,Friendly,Bahrain,False,Home,1997
20296,Costa Rica,Cameroon,5.0,0.0,Friendly,Costa Rica,False,Home,1997
20297,Saudi Arabia,Indonesia,2.0,0.0,Friendly,Saudi Arabia,False,Home,1997
20298,Thailand,Hong Kong,2.0,0.0,FIFA World Cup qualification,Thailand,False,Home,1997
20299,Cyprus,Greece,0.0,4.0,Friendly,Cyprus,False,Away,1997
20300,Czech Republic,Poland,2.0,1.0,Friendly,Czech Republic,False,Home,1997
20301,Israel,Sweden,0.0,1.0,Friendly,Israel,False,Away,1997
20302,North Macedonia,Australia,0.0,1.0,Friendly,North Macedonia,False,Away,1997
20303,Martinique,St. Lucia,1.0,0.0,CFU Caribbean Cup qualification,Martinique,False,Home,1997
20304,Saudi Arabia,Indonesia,3.0,1.0,Friendly,Saudi Arabia,False,Home,1997
20305,Serbia,Russia,0.0,0.0,Friendly,Yugoslavia,False,Draw,1997
20306,El Salvador,Guatemala,0.0,0.0,Friendly,El Salvador,False,Draw,1997
20307,St. Lucia,St. Vincent / Grenadines,3.0,2.0,CFU Caribbean Cup qualification,Martinique,True,Home,1997
20308,Thailand,Japan,3.0,1.0,Friendly,Thailand,False,Home,1997
20309,Costa Rica,Mexico,0.0,0.0,FIFA World Cup qualification,Costa Rica,False,Draw,1997
20310,Malaysia,Bangladesh,2.0,0.0,FIFA World Cup qualification,Malaysia,False,Home,1997
20311,Namibia,Zimbabwe,2.0,1.0,COSAFA Cup qualification,Namibia,False,Home,1997
20312,USA,Canada,3.0,0.0,FIFA World Cup qualification,USA,False,Home,1997
20313,Austria,Slovenia,0.0,2.0,Friendly,Austria,False,Away,1997
20314,Bangladesh,Taiwan,1.0,3.0,FIFA World Cup qualification,Malaysia,True,Away,1997
20315,Kuwait,Bahrain,3.0,1.0,Friendly,Kuwait,False,Home,1997
20316,Malaysia,Saudi Arabia,0.0,0.0,FIFA World Cup qualification,Malaysia,False,Draw,1997
20317,Malta,Hungary,1.0,4.0,Friendly,Malta,False,Away,1997
20318,United Arab Emirates,Lebanon,2.0,1.0,Friendly,United Arab Emirates,False,Home,1997
20319,Bangladesh,Saudi Arabia,1.0,4.0,FIFA World Cup qualification,Malaysia,True,Away,1997
20320,Malaysia,Taiwan,2.0,0.0,FIFA World Cup qualification,Malaysia,False,Home,1997
20321,Azerbaijan,Turkmenistan,3.0,0.0,Friendly,Azerbaijan,False,Home,1997
20322,Bolivia,Jamaica,6.0,0.0,Friendly,Bolivia,False,Home,1997
20323,Costa Rica,USA,3.0,2.0,FIFA World Cup qualification,Costa Rica,False,Home,1997
20324,Nepal,Macau,1.0,1.0,FIFA World Cup qualification,Oman,True,Draw,1997
20325,Oman,Japan,0.0,1.0,FIFA World Cup qualification,Oman,False,Away,1997
20326,Panama,Belize,1.0,1.0,UNCAF Cup,Panama,False,Draw,1997
20327,Guatemala,Ecuador,0.0,0.0,Friendly,Guatemala,False,Draw,1997
20328,Macau,Japan,0.0,10.0,FIFA World Cup qualification,Oman,True,Away,1997
20329,Oman,Nepal,1.0,0.0,FIFA World Cup qualification,Oman,False,Home,1997
20330,Nepal,Japan,0.0,6.0,FIFA World Cup qualification,Oman,True,Away,1997
20331,Oman,Macau,4.0,0.0,FIFA World Cup qualification,Oman,False,Home,1997
20332,Saudi Arabia,Bangladesh,3.0,0.0,FIFA World Cup qualification,Saudi Arabia,False,Home,1997
20333,Albania,Ukraine,0.0,1.0,FIFA World Cup qualification,Spain,True,Away,1997
20334,Croatia,Denmark,1.0,1.0,FIFA World Cup qualification,Croatia,False,Draw,1997
20335,Cyprus,Russia,1.0,1.0,FIFA World Cup qualification,Cyprus,False,Draw,1997
20336,England,Mexico,2.0,0.0,Friendly,England,False,Home,1997
20337,Italy,Moldova,3.0,0.0,FIFA World Cup qualification,Italy,False,Home,1997
20338,Netherlands,San Marino,4.0,0.0,FIFA World Cup qualification,Netherlands,False,Home,1997
20339,Northern Ireland,Portugal,0.0,0.0,FIFA World Cup qualification,Northern Ireland,False,Draw,1997
20340,Romania,Liechtenstein,8.0,0.0,FIFA World Cup qualification,Romania,False,Home,1997
20341,Saudi Arabia,Malaysia,3.0,0.0,FIFA World Cup qualification,Saudi Arabia,False,Home,1997
20342,Scotland,Estonia,2.0,0.0,FIFA World Cup qualification,Scotland,False,Home,1997
20343,Sierra Leone,Senegal,2.0,1.0,Friendly,Sierra Leone,False,Home,1997
20344,Tanzania,Burkina Faso,3.0,2.0,Friendly,Tanzania,False,Home,1997
20345,United Arab Emirates,Norway,1.0,4.0,Friendly,United Arab Emirates,False,Away,1997
20346,Wales,Belgium,1.0,2.0,FIFA World Cup qualification,Wales,False,Away,1997
20347,Belize,Panama,0.0,1.0,UNCAF Cup,Belize,False,Away,1997
20348,China PR,Iraq,0.0,2.0,Nehru Cup,India,True,Away,1997
20349,Gabon,Togo,2.0,1.0,Friendly,Gabon,False,Home,1997
20350,Georgia,Armenia,7.0,0.0,Friendly,Georgia,False,Home,1997
20351,Hong Kong,Thailand,3.0,2.0,FIFA World Cup qualification,Hong Kong,False,Home,1997
20352,Bangladesh,Malaysia,0.0,1.0,FIFA World Cup qualification,Saudi Arabia,True,Away,1997
20353,Luxembourg,Israel,0.0,3.0,FIFA World Cup qualification,Luxembourg,False,Away,1997
20354,Malta,Slovakia,0.0,2.0,FIFA World Cup qualification,Malta,False,Away,1997
20355,Saudi Arabia,Taiwan,6.0,0.0,FIFA World Cup qualification,Saudi Arabia,False,Home,1997
20356,India,China PR,0.0,0.0,Nehru Cup,India,False,Draw,1997
20357,Albania,Germany,2.0,3.0,FIFA World Cup qualification,Spain,True,Away,1997
20358,Azerbaijan,Finland,1.0,2.0,FIFA World Cup qualification,Azerbaijan,False,Away,1997
20359,Barbados,Grenada,1.0,1.0,CFU Caribbean Cup qualification,Trinidad and Tobago,True,Draw,1997
20360,Bolivia,Argentina,2.0,1.0,FIFA World Cup qualification,Bolivia,False,Home,1997
20361,Bosnia and Herzegovina,Greece,0.0,1.0,FIFA World Cup qualification,Bosnia and Herzegovina,False,Away,1997
20362,Brazil,Chile,4.0,0.0,Friendly,Brazil,False,Home,1997
20363,Bulgaria,Cyprus,4.0,1.0,FIFA World Cup qualification,Bulgaria,False,Home,1997
20364,Croatia,Slovenia,3.0,3.0,FIFA World Cup qualification,Croatia,False,Draw,1997
20365,Czech Republic,Serbia,1.0,2.0,FIFA World Cup qualification,Czech Republic,False,Away,1997
20366,Dominica,British Virgin Islands,6.0,1.0,CFU Caribbean Cup qualification,Dominica,False,Home,1997
20367,France,Sweden,1.0,0.0,Friendly,France,False,Home,1997
20368,Hungary,Australia,1.0,3.0,Friendly,Hungary,False,Away,1997
20369,Lithuania,Romania,0.0,1.0,FIFA World Cup qualification,Lithuania,False,Away,1997
20370,North Macedonia,Republic of Ireland,3.0,2.0,FIFA World Cup qualification,North Macedonia,False,Home,1997
20371,Paraguay,Colombia,2.0,1.0,FIFA World Cup qualification,Paraguay,False,Home,1997
20372,Peru,Ecuador,1.0,1.0,FIFA World Cup qualification,Peru,False,Draw,1997
20373,Poland,Italy,0.0,0.0,FIFA World Cup qualification,Poland,False,Draw,1997
20374,Scotland,Austria,2.0,0.0,FIFA World Cup qualification,Scotland,False,Home,1997
20375,Sint Maarten,Anguilla,3.0,0.0,CFU Caribbean Cup qualification,Dominica,True,Home,1997
20376,Switzerland,Latvia,1.0,0.0,Friendly,Switzerland,False,Home,1997
20377,Trinidad and Tobago,Guyana,3.0,0.0,Friendly,Trinidad and Tobago,False,Home,1997
20378,Turkey,Netherlands,1.0,0.0,FIFA World Cup qualification,Turkey,False,Home,1997
20379,Ukraine,Northern Ireland,2.0,1.0,FIFA World Cup qualification,Ukraine,False,Home,1997
20380,Uruguay,Venezuela,3.0,1.0,FIFA World Cup qualification,Uruguay,False,Home,1997
20381,China PR,Ghana,0.0,0.0,Nehru Cup,India,True,Draw,1997
20382,British Virgin Islands,Anguilla,4.0,2.0,CFU Caribbean Cup qualification,Dominica,True,Home,1997
20383,Dominica,Sint Maarten,1.0,0.0,CFU Caribbean Cup qualification,Dominica,False,Home,1997
20384,Grenada,Guyana,5.0,1.0,CFU Caribbean Cup qualification,Trinidad and Tobago,True,Home,1997
20385,Trinidad and Tobago,Barbados,0.0,1.0,Friendly,Trinidad and Tobago,False,Away,1997
20386,Nigeria,Guinea,2.0,1.0,FIFA World Cup qualification,Nigeria,False,Home,1997
20387,Sierra Leone,Ghana,1.0,1.0,FIFA World Cup qualification,Sierra Leone,False,Draw,1997
20388,Angola,Togo,3.0,1.0,FIFA World Cup qualification,Angola,False,Home,1997
20389,Cameroon,Zimbabwe,1.0,0.0,FIFA World Cup qualification,Cameroon,False,Home,1997
20390,Canada,El Salvador,0.0,0.0,FIFA World Cup qualification,Canada,False,Draw,1997
20391,Congo,South Africa,2.0,0.0,FIFA World Cup qualification,Congo,False,Home,1997
20392,Dominica,Anguilla,5.0,0.0,CFU Caribbean Cup qualification,Dominica,False,Home,1997
20393,Gabon,Morocco,0.0,4.0,FIFA World Cup qualification,Gabon,False,Away,1997
20394,Guyana,Barbados,0.0,2.0,CFU Caribbean Cup qualification,Trinidad and Tobago,True,Away,1997
20395,India,Iraq,0.0,1.0,Nehru Cup,India,False,Away,1997
20396,Indonesia,Cambodia,8.0,0.0,FIFA World Cup qualification,Indonesia,False,Home,1997
20397,Kenya,Burkina Faso,4.0,3.0,FIFA World Cup qualification,Kenya,False,Home,1997
20398,Liberia,Egypt,1.0,0.0,FIFA World Cup qualification,Ghana,True,Home,1997
20399,Namibia,Tunisia,1.0,2.0,FIFA World Cup qualification,Namibia,False,Away,1997
20400,Sint Maarten,British Virgin Islands,3.0,2.0,CFU Caribbean Cup qualification,Dominica,True,Home,1997
20401,Trinidad and Tobago,Grenada,2.0,3.0,Friendly,Trinidad and Tobago,False,Away,1997
20402,India,Ghana,2.0,2.0,Nehru Cup,India,False,Draw,1997
20403,Jordan,United Arab Emirates,0.0,0.0,FIFA World Cup qualification,Bahrain,True,Draw,1997
20404,Congo DR,Zambia,2.0,2.0,FIFA World Cup qualification,Zimbabwe,True,Draw,1997
20405,India,Iraq,1.0,1.0,Nehru Cup,India,False,Draw,1997
20406,Bahrain,United Arab Emirates,1.0,2.0,FIFA World Cup qualification,Bahrain,False,Away,1997
20407,India,China PR,1.0,2.0,Nehru Cup,India,False,Away,1997
20408,Kuwait,IR Iran,0.0,2.0,Friendly,Kuwait,False,Away,1997
20409,Malawi,Mozambique,2.0,2.0,COSAFA Cup,Malawi,False,Draw,1997
20410,El Salvador,Guatemala,1.0,1.0,Friendly,USA,True,Draw,1997
20411,Indonesia,Yemen,0.0,0.0,FIFA World Cup qualification,Indonesia,False,Draw,1997
20412,Lebanon,Singapore,1.0,1.0,FIFA World Cup qualification,Lebanon,False,Draw,1997
20413,Mexico,Jamaica,6.0,0.0,FIFA World Cup qualification,Mexico,False,Home,1997
20414,Bahrain,Jordan,1.0,0.0,FIFA World Cup qualification,Bahrain,False,Home,1997
20415,Guatemala,Costa Rica,1.0,1.0,UNCAF Cup,Guatemala,False,Draw,1997
20416,Honduras,Panama,5.0,0.0,UNCAF Cup,Guatemala,True,Home,1997
20417,Thailand,Kuwait,3.0,1.0,Friendly,Thailand,False,Home,1997
20418,Costa Rica,Nicaragua,5.0,1.0,UNCAF Cup,Guatemala,True,Home,1997
20419,Honduras,El Salvador,3.0,0.0,UNCAF Cup,Guatemala,True,Home,1997
20420,Zambia,Malawi,4.0,0.0,COSAFA Cup,Zambia,False,Home,1997
20421,Jordan,Bahrain,4.0,1.0,FIFA World Cup qualification,United Arab Emirates,True,Home,1997
20422,Cambodia,Yemen,0.0,1.0,FIFA World Cup qualification,Cambodia,False,Away,1997
20423,Cameroon,Congo,2.0,0.0,Friendly,Cameroon,False,Home,1997
20424,El Salvador,Panama,2.0,0.0,UNCAF Cup,Guatemala,True,Home,1997
20425,Guatemala,Nicaragua,6.0,1.0,UNCAF Cup,Guatemala,False,Home,1997
20426,USA,Mexico,2.0,2.0,FIFA World Cup qualification,USA,False,Draw,1997
20427,China PR,Burma,5.0,0.0,Friendly,China PR,False,Home,1997
20428,IR Iran,Kenya,3.0,0.0,Friendly,IR Iran,False,Home,1997
20429,United Arab Emirates,Bahrain,3.0,0.0,FIFA World Cup qualification,United Arab Emirates,False,Home,1997
20430,China PR,Korea Republic,0.0,2.0,Friendly,China PR,False,Away,1997
20431,Guatemala,El Salvador,1.0,0.0,UNCAF Cup,Guatemala,False,Home,1997
20432,Honduras,Costa Rica,0.0,4.0,UNCAF Cup,Guatemala,True,Away,1997
20433,Costa Rica,El Salvador,1.0,0.0,UNCAF Cup,Guatemala,True,Home,1997
20434,Guatemala,Honduras,1.0,0.0,UNCAF Cup,Guatemala,False,Home,1997
20435,Turkmenistan,Azerbaijan,2.0,0.0,Friendly,Turkmenistan,False,Home,1997
20436,Namibia,Egypt,2.0,3.0,FIFA World Cup qualification,Namibia,False,Away,1997
20437,Sierra Leone,Morocco,0.0,1.0,FIFA World Cup qualification,Sierra Leone,False,Away,1997
20438,Singapore,Kuwait,0.0,1.0,FIFA World Cup qualification,Singapore,False,Away,1997
20439,United Arab Emirates,Jordan,2.0,0.0,FIFA World Cup qualification,United Arab Emirates,False,Home,1997
20440,Burkina Faso,Nigeria,1.0,2.0,FIFA World Cup qualification,Burkina Faso,False,Away,1997
20441,Cambodia,Indonesia,1.0,1.0,FIFA World Cup qualification,Cambodia,False,Draw,1997
20442,Cameroon,Togo,2.0,0.0,FIFA World Cup qualification,Cameroon,False,Home,1997
20443,Canada,Jamaica,0.0,0.0,FIFA World Cup qualification,Canada,False,Draw,1997
20444,China PR,IR Iran,0.0,0.0,Friendly,China PR,False,Draw,1997
20445,Congo DR,South Africa,1.0,2.0,FIFA World Cup qualification,Togo,True,Away,1997
20446,Dominica,Martinique,1.0,2.0,CFU Caribbean Cup qualification,Dominica,False,Away,1997
20447,Ghana,Gabon,3.0,0.0,FIFA World Cup qualification,Ghana,False,Home,1997
20448,Guatemala,Costa Rica,1.0,1.0,UNCAF Cup,Guatemala,False,Draw,1997
20449,Honduras,El Salvador,0.0,0.0,UNCAF Cup,Guatemala,True,Draw,1997
20450,Kenya,Guinea,1.0,0.0,FIFA World Cup qualification,Kenya,False,Home,1997
20451,Lebanon,Libya,2.0,0.0,Friendly,Lebanon,False,Home,1997
20452,Tunisia,Liberia,2.0,0.0,FIFA World Cup qualification,Tunisia,False,Home,1997
20453,Zambia,Congo,3.0,0.0,FIFA World Cup qualification,Zambia,False,Home,1997
20454,Zimbabwe,Angola,0.0,0.0,FIFA World Cup qualification,Zimbabwe,False,Draw,1997
20455,Bermuda,Saint Martin,2.0,1.0,Friendly,Bermuda,False,Home,1997
20456,Chile,Venezuela,6.0,0.0,FIFA World Cup qualification,Chile,False,Home,1997
20457,Slovakia,Iceland,3.0,1.0,Friendly,Slovakia,False,Home,1997
20458,Argentina,Ecuador,2.0,1.0,FIFA World Cup qualification,Argentina,False,Home,1997
20459,Armenia,Northern Ireland,0.0,0.0,FIFA World Cup qualification,Armenia,False,Draw,1997
20460,Austria,Estonia,2.0,0.0,FIFA World Cup qualification,Austria,False,Home,1997
20461,Brazil,Mexico,4.0,0.0,Friendly,USA,True,Home,1997
20462,Colombia,Peru,0.0,1.0,FIFA World Cup qualification,Colombia,False,Away,1997
20463,Denmark,Slovenia,4.0,0.0,FIFA World Cup qualification,Denmark,False,Home,1997
20464,England,Georgia,2.0,0.0,FIFA World Cup qualification,England,False,Home,1997
20465,Germany,Ukraine,2.0,0.0,FIFA World Cup qualification,Germany,False,Home,1997
20466,Greece,Croatia,0.0,1.0,FIFA World Cup qualification,Greece,False,Away,1997
20467,Israel,Cyprus,2.0,0.0,FIFA World Cup qualification,Israel,False,Home,1997
20468,Italy,Poland,3.0,0.0,FIFA World Cup qualification,Italy,False,Home,1997
20469,Latvia,Belarus,2.0,0.0,FIFA World Cup qualification,Latvia,False,Home,1997
20470,Liechtenstein,Lithuania,0.0,2.0,FIFA World Cup qualification,Liechtenstein,False,Away,1997
20471,Malta,Faroe Islands,1.0,2.0,FIFA World Cup qualification,Malta,False,Away,1997
20472,Norway,Finland,1.0,1.0,FIFA World Cup qualification,Norway,False,Draw,1997
20473,Paraguay,Uruguay,3.0,1.0,FIFA World Cup qualification,Paraguay,False,Home,1997
20474,Romania,Republic of Ireland,1.0,0.0,FIFA World Cup qualification,Romania,False,Home,1997
20475,Russia,Luxembourg,3.0,0.0,FIFA World Cup qualification,Russia,False,Home,1997
20476,San Marino,Netherlands,0.0,6.0,FIFA World Cup qualification,San Marino,False,Away,1997
20477,Serbia,Spain,1.0,1.0,FIFA World Cup qualification,Yugoslavia,True,Draw,1997
20478,Sweden,Scotland,2.0,1.0,FIFA World Cup qualification,Sweden,False,Home,1997
20479,Switzerland,Hungary,1.0,0.0,FIFA World Cup qualification,Switzerland,False,Home,1997
20480,Syria,Libya,1.0,1.0,Friendly,Syria,False,Draw,1997
20481,Turkey,Belgium,1.0,3.0,FIFA World Cup qualification,Turkey,False,Away,1997
20482,Fiji,New Caledonia,5.0,1.0,Friendly,Fiji,False,Home,1997
20483,Trinidad and Tobago,Jamaica,1.0,1.0,Friendly,Trinidad and Tobago,False,Draw,1997
20484,Aruba,Jamaica,0.0,6.0,CFU Caribbean Cup qualification,Aruba,False,Away,1997
20485,El Salvador,Costa Rica,2.0,1.0,FIFA World Cup qualification,El Salvador,False,Home,1997
20486,Martinique,Dominica,7.0,0.0,CFU Caribbean Cup qualification,Martinique,False,Home,1997
20487,Tajikistan,Vietnam,4.0,0.0,FIFA World Cup qualification,Tajikistan,False,Home,1997
20488,Turkmenistan,China PR,1.0,4.0,FIFA World Cup qualification,Turkmenistan,False,Away,1997
20489,Guernsey,Jersey,2.0,1.0,Friendly,Guernsey,False,Home,1997
20490,Ukraine,Armenia,1.0,1.0,FIFA World Cup qualification,Ukraine,False,Draw,1997
20491,Côte d'Ivoire,Senegal,4.0,1.0,Friendly,Côte d'Ivoire,False,Home,1997
20492,Kuwait,Lebanon,2.0,0.0,FIFA World Cup qualification,Kuwait,False,Home,1997
20493,Yemen,Uzbekistan,0.0,1.0,FIFA World Cup qualification,Yemen,False,Away,1997
20494,Costa Rica,Jamaica,3.0,1.0,FIFA World Cup qualification,Costa Rica,False,Home,1997
20495,Kazakhstan,Pakistan,3.0,0.0,FIFA World Cup qualification,Kazakhstan,False,Home,1997
20496,Tajikistan,China PR,0.0,1.0,FIFA World Cup qualification,Tajikistan,False,Away,1997
20497,Turkmenistan,Vietnam,2.0,1.0,FIFA World Cup qualification,Turkmenistan,False,Home,1997
20498,Yemen,Cambodia,7.0,0.0,FIFA World Cup qualification,Yemen,False,Home,1997
20499,Estonia,Latvia,1.0,3.0,FIFA World Cup qualification,Estonia,False,Away,1997
20500,Jamaica,El Salvador,1.0,0.0,FIFA World Cup qualification,Jamaica,False,Home,1997
20501,Republic of Ireland,Liechtenstein,5.0,0.0,FIFA World Cup qualification,Republic of Ireland,False,Home,1997
20502,Japan,Korea Republic,1.0,1.0,Friendly,Japan,False,Draw,1997
20503,Thailand,Northern Ireland,0.0,0.0,Friendly,Thailand,False,Draw,1997
20504,Sweden,Poland,2.0,2.0,Friendly,Sweden,False,Draw,1997
20505,Pakistan,Iraq,2.0,6.0,FIFA World Cup qualification,Pakistan,False,Away,1997
20506,England,South Africa,2.0,1.0,Friendly,England,False,Home,1997
20507,Singapore,Lebanon,1.0,2.0,FIFA World Cup qualification,Singapore,False,Away,1997
20508,Turkmenistan,Tajikistan,1.0,2.0,FIFA World Cup qualification,Turkmenistan,False,Away,1997
20509,Uzbekistan,Cambodia,6.0,0.0,FIFA World Cup qualification,Uzbekistan,False,Home,1997
20510,Vietnam,China PR,1.0,3.0,FIFA World Cup qualification,Vietnam,False,Away,1997
20511,Kuwait,Zambia,2.0,1.0,Friendly,Kuwait,False,Home,1997
20512,Scotland,Wales,0.0,1.0,Friendly,Scotland,False,Away,1997
20513,El Salvador,Ecuador,0.0,2.0,Friendly,El Salvador,False,Away,1997
20514,Korea Republic,Hong Kong,4.0,0.0,FIFA World Cup qualification,Korea Republic,False,Home,1997
20515,Norway,Brazil,4.0,2.0,Friendly,Norway,False,Home,1997
20516,Burkina Faso,Mali,2.0,0.0,Friendly,Burkina Faso,False,Home,1997
20517,Morocco,Ethiopia,4.0,0.0,African Cup of Nations qualification,Morocco,False,Home,1997
20518,Papua New Guinea,New Zealand,1.0,0.0,FIFA World Cup qualification,Papua New Guinea,False,Home,1997
20519,Poland,England,0.0,2.0,FIFA World Cup qualification,Poland,False,Away,1997
20520,Tanzania,Namibia,0.0,0.0,COSAFA Cup,Tanzania,False,Draw,1997
20521,Tunisia,Algeria,0.0,1.0,Friendly,Tunisia,False,Away,1997
20522,Canada,Costa Rica,1.0,0.0,FIFA World Cup qualification,Canada,False,Home,1997
20523,China PR,Turkmenistan,1.0,0.0,FIFA World Cup qualification,China PR,False,Home,1997
20524,Indonesia,Uzbekistan,1.0,1.0,FIFA World Cup qualification,Indonesia,False,Draw,1997
20525,Korea Republic,Thailand,0.0,0.0,FIFA World Cup qualification,Korea Republic,False,Draw,1997
20526,Malta,Scotland,2.0,3.0,Friendly,Malta,False,Away,1997
20527,Vietnam,Tajikistan,0.0,4.0,FIFA World Cup qualification,Vietnam,False,Away,1997
20528,Zambia,Cameroon,3.0,0.0,Friendly,Zambia,False,Home,1997
20529,Maldives,IR Iran,0.0,17.0,FIFA World Cup qualification,Syria,True,Away,1997
20530,France,Brazil,1.0,1.0,Tournoi de France,France,False,Draw,1997
20531,England,Italy,2.0,0.0,Tournoi de France,France,True,Home,1997
20532,Estonia,Azerbaijan,1.0,0.0,Friendly,Estonia,False,Home,1997
20533,Kyrgyzstan,IR Iran,0.0,7.0,FIFA World Cup qualification,Syria,True,Away,1997
20534,South Africa,Netherlands,0.0,2.0,Friendly,South Africa,False,Away,1997
20535,Syria,Maldives,12.0,0.0,FIFA World Cup qualification,Syria,False,Home,1997
20536,Togo,Burkina Faso,0.0,0.0,Friendly,Togo,False,Draw,1997
20537,USA,Paraguay,0.0,0.0,Friendly,USA,False,Draw,1997
20538,Kuwait,Singapore,4.0,0.0,FIFA World Cup qualification,Kuwait,False,Home,1997
20539,Senegal,Algeria,0.0,0.0,Friendly,Senegal,False,Draw,1997
20540,Iraq,Kazakhstan,1.0,2.0,FIFA World Cup qualification,Iraq,False,Away,1997
20541,Kyrgyzstan,Maldives,3.0,0.0,FIFA World Cup qualification,Syria,True,Home,1997
20542,Palestine,Jordan,0.0,0.0,Friendly,Palestine,False,Draw,1997
20543,Syria,IR Iran,0.0,1.0,FIFA World Cup qualification,Syria,False,Away,1997
20544,Belgium,San Marino,6.0,0.0,FIFA World Cup qualification,Belgium,False,Home,1997
20545,Fiji,New Zealand,0.0,1.0,FIFA World Cup qualification,Fiji,False,Away,1997
20546,France,England,0.0,1.0,Tournoi de France,France,False,Away,1997
20547,Georgia,Moldova,2.0,0.0,FIFA World Cup qualification,Georgia,False,Home,1997
20548,North Macedonia,Iceland,1.0,0.0,FIFA World Cup qualification,North Macedonia,False,Home,1997
20549,Morocco,Ghana,1.0,0.0,FIFA World Cup qualification,Morocco,False,Home,1997
20550,Nigeria,Kenya,3.0,0.0,FIFA World Cup qualification,Nigeria,False,Home,1997
20551,Portugal,Albania,2.0,0.0,FIFA World Cup qualification,Portugal,False,Home,1997
20552,Ukraine,Germany,0.0,0.0,FIFA World Cup qualification,Ukraine,False,Draw,1997
20553,Angola,Cameroon,1.0,1.0,FIFA World Cup qualification,Angola,False,Draw,1997
20554,Argentina,Peru,2.0,0.0,FIFA World Cup qualification,Argentina,False,Home,1997
20555,Belarus,Scotland,0.0,1.0,FIFA World Cup qualification,Belarus,False,Away,1997
20556,Bulgaria,Luxembourg,4.0,0.0,FIFA World Cup qualification,Bulgaria,False,Home,1997
20557,China PR,Tajikistan,0.0,0.0,FIFA World Cup qualification,China PR,False,Draw,1997
20558,Congo,Congo DR,1.0,0.0,FIFA World Cup qualification,Congo,False,Home,1997
20559,Denmark,Bosnia and Herzegovina,2.0,0.0,FIFA World Cup qualification,Denmark,False,Home,1997
20560,Ecuador,Chile,1.0,1.0,FIFA World Cup qualification,Ecuador,False,Draw,1997
20561,Egypt,Tunisia,0.0,0.0,FIFA World Cup qualification,Egypt,False,Draw,1997
20562,El Salvador,Mexico,0.0,1.0,FIFA World Cup qualification,El Salvador,False,Away,1997
20563,Estonia,Sweden,2.0,3.0,FIFA World Cup qualification,Estonia,False,Away,1997
20564,Faroe Islands,Malta,2.0,1.0,FIFA World Cup qualification,Faroe Islands,False,Home,1997
20565,Finland,Azerbaijan,3.0,0.0,FIFA World Cup qualification,Finland,False,Home,1997
20566,Guinea,Burkina Faso,3.0,1.0,FIFA World Cup qualification,Guinea,False,Home,1997
20567,Hungary,Norway,1.0,1.0,FIFA World Cup qualification,Hungary,False,Draw,1997
