,home_team,away_team,home_score,away_score,tournament,country,neutral,outcome,year
6320,England,Czechoslovakia,0.0,0.0,Friendly,England,False,Draw,1966
6321,Romania,Switzerland,4.0,2.0,UEFA Euro qualification,Romania,False,Home,1966
6322,Malaysia,Thailand,1.0,1.0,Vietnam Independence Cup,Vietnam Republic,True,Draw,1966
6323,Dominica,St. Vincent / Grenadines,0.0,1.0,Windward Islands Tournament,Grenada,True,Away,1966
6324,Nigeria,Congo DR,3.0,2.0,Friendly,Nigeria,False,Home,1966
6325,Vietnam Republic,Thailand,4.0,1.0,Vietnam Independence Cup,Vietnam Republic,False,Home,1966
6326,Bulgaria,Yugoslavia,6.0,1.0,Friendly,Bulgaria,False,Home,1966
6327,Grenada,St. Lucia,7.0,1.0,Windward Islands Tournament,Grenada,False,Home,1966
6328,Netherlands,Czechoslovakia,1.0,2.0,Friendly,Netherlands,False,Away,1966
6329,Sweden,Denmark,2.0,1.0,Nordic Championship,Sweden,False,Home,1966
6330,Grenada,Dominica,3.0,3.0,Windward Islands Tournament,Grenada,False,Draw,1966
6331,St. Lucia,St. Vincent / Grenadines,1.0,2.0,Windward Islands Tournament,Grenada,True,Away,1966
6332,Dominica,St. Lucia,5.0,3.0,Windward Islands Tournament,Grenada,True,Home,1966
6333,Belgium,France,2.0,1.0,UEFA Euro qualification,Belgium,False,Home,1966
6334,Grenada,St. Vincent / Grenadines,1.0,3.0,Windward Islands Tournament,Grenada,False,Away,1966
6335,Sierra Leone,Liberia,1.0,1.0,Friendly,Sierra Leone,False,Draw,1966
6336,Bulgaria,Norway,4.0,2.0,UEFA Euro qualification,Bulgaria,False,Home,1966
6337,Portugal,Sweden,1.0,2.0,UEFA Euro qualification,Portugal,False,Away,1966
6338,England,Wales,5.0,1.0,UEFA Euro qualification,England,False,Home,1966
6339,Republic of Ireland,Turkey,2.0,1.0,UEFA Euro qualification,Republic of Ireland,False,Home,1966
6340,Scotland,Northern Ireland,2.0,1.0,UEFA Euro qualification,Scotland,False,Home,1966
6341,Romania,Poland,4.0,3.0,Friendly,Romania,False,Home,1966
6342,Germany,Norway,3.0,0.0,Friendly,Germany,False,Home,1966
6343,Liberia,Sierra Leone,2.0,0.0,Friendly,Liberia,False,Home,1966
6344,Mali,Guinea,1.0,0.0,Friendly,Mali,False,Home,1966
6345,Algeria,Morocco,2.0,2.0,Friendly,Algeria,False,Draw,1966
6346,Congo DR,Nigeria,1.0,0.0,Friendly,Congo DR,False,Home,1966
6347,Palestine,Yemen,5.0,3.0,GaNEFo,Cambodia,True,Home,1966
6348,Cambodia,Korea DPR,0.0,2.0,GaNEFo,Cambodia,False,Away,1966
6349,China PR,Palestine,7.0,0.0,GaNEFo,Cambodia,True,Home,1966
6350,Italy,Romania,3.0,1.0,UEFA Euro qualification,Italy,False,Home,1966
6351,Luxembourg,France,0.0,3.0,UEFA Euro qualification,Luxembourg,False,Away,1966
6352,North Vietnam,Yemen,9.0,0.0,GaNEFo,Cambodia,True,Home,1966
6353,Cambodia,China PR,0.0,4.0,GaNEFo,Cambodia,False,Away,1966
6354,Palestine,North Vietnam,0.0,4.0,GaNEFo,Cambodia,True,Away,1966
6355,Cambodia,Yemen,8.0,0.0,GaNEFo,Cambodia,False,Home,1966
6356,Palestine,Korea DPR,1.0,5.0,GaNEFo,Cambodia,True,Away,1966
6357,Cambodia,North Vietnam,2.0,2.0,GaNEFo,Cambodia,False,Draw,1966
6358,Chile,Colombia,5.0,2.0,Copa América,Chile,False,Home,1966
6359,China PR,North Vietnam,2.0,0.0,GaNEFo,Cambodia,True,Home,1966
6360,Korea DPR,Yemen,14.0,0.0,GaNEFo,Cambodia,True,Home,1966
6361,Netherlands,Denmark,2.0,0.0,UEFA Euro qualification,Netherlands,False,Home,1966
6362,Uganda,Kenya,1.0,2.0,Friendly,Uganda,False,Away,1966
6363,Congo DR,Gabon,4.0,3.0,Friendly,Central African Republic,True,Home,1966
6364,Central African Republic,Congo DR,1.0,4.0,Friendly,Central African Republic,False,Away,1966
6365,China PR,Korea DPR,1.0,2.0,GaNEFo,Cambodia,True,Away,1966
6366,Cyprus,Romania,1.0,5.0,UEFA Euro qualification,Cyprus,False,Away,1966
6367,Israel,Poland,0.0,0.0,Friendly,Israel,False,Draw,1966
6368,China PR,Yemen,6.0,0.0,GaNEFo,Cambodia,True,Home,1966
6369,Korea DPR,North Vietnam,3.0,1.0,GaNEFo,Cambodia,True,Home,1966
6370,Israel,Romania,1.0,2.0,Friendly,Israel,False,Away,1966
6371,Spain,Republic of Ireland,2.0,0.0,UEFA Euro qualification,Spain,False,Home,1966
6372,Libya,Egypt,2.0,2.0,African Cup of Nations qualification,Libya,False,Draw,1966
6373,Papua New Guinea,Tahiti,3.0,4.0,South Pacific Games,New Caledonia,True,Away,1966
6374,Kenya,Sudan,0.0,1.0,Friendly,Kenya,False,Away,1966
6375,Colombia,Chile,0.0,0.0,Copa América,Colombia,False,Draw,1966
6376,Tahiti,Wallis Islands and Futuna,5.0,0.0,South Pacific Games,New Caledonia,True,Home,1966
6377,Kenya,Sudan,3.0,2.0,Friendly,Kenya,False,Home,1966
6378,New Caledonia,Vanuatu,5.0,0.0,South Pacific Games,New Caledonia,False,Home,1966
6379,New Caledonia,Solomon Islands,8.0,0.0,South Pacific Games,New Caledonia,False,Home,1966
6380,Papua New Guinea,Wallis Islands and Futuna,9.0,1.0,South Pacific Games,New Caledonia,True,Home,1966
6381,Solomon Islands,Vanuatu,4.0,4.0,South Pacific Games,New Caledonia,True,Draw,1966
6382,New Caledonia,Papua New Guinea,4.0,0.0,South Pacific Games,New Caledonia,False,Home,1966
6383,Tahiti,Vanuatu,3.0,0.0,South Pacific Games,New Caledonia,True,Home,1966
6384,New Caledonia,Tahiti,0.0,2.0,South Pacific Games,New Caledonia,False,Away,1966
6385,Papua New Guinea,Vanuatu,2.0,5.0,South Pacific Games,New Caledonia,True,Away,1966
6386,Ecuador,Paraguay,2.0,2.0,Copa América,Ecuador,False,Draw,1966
6387,Paraguay,Ecuador,3.0,1.0,Copa América,Paraguay,False,Home,1966
6388,Gabon,Congo DR,1.0,0.0,Friendly,Gabon,False,Home,1967
6389,Uruguay,Romania,1.0,1.0,Friendly,Uruguay,False,Draw,1967
6390,Mexico,Switzerland,3.0,0.0,Friendly,Mexico,False,Home,1967
6391,Mexico,Switzerland,0.0,2.0,Friendly,Mexico,False,Away,1967
6392,Jamaica,Curaçao,1.0,1.0,CONCACAF Championship qualification,Jamaica,False,Draw,1967
6393,Cuba,Haiti,1.0,1.0,CONCACAF Championship qualification,Jamaica,True,Draw,1967
6394,Curaçao,Trinidad and Tobago,1.0,2.0,CONCACAF Championship qualification,Jamaica,True,Away,1967
6395,Uruguay,Bolivia,4.0,0.0,Copa América,Uruguay,False,Home,1967
6396,Jamaica,Cuba,2.0,1.0,CONCACAF Championship qualification,Jamaica,False,Home,1967
6397,Curaçao,Cuba,2.0,2.0,CONCACAF Championship qualification,Jamaica,True,Draw,1967
6398,Egypt,German DR,1.0,2.0,Friendly,United Arab Republic,True,Away,1967
6399,Argentina,Paraguay,4.0,1.0,Copa América,Uruguay,True,Home,1967
6400,Chile,Venezuela,2.0,0.0,Copa América,Uruguay,True,Home,1967
6401,Guatemala,Honduras,3.0,1.0,Friendly,Guatemala,False,Home,1967
6402,Jamaica,Trinidad and Tobago,1.0,1.0,CONCACAF Championship qualification,Jamaica,False,Draw,1967
6403,Curaçao,Haiti,0.0,1.0,CONCACAF Championship qualification,Jamaica,True,Away,1967
6404,Cuba,Trinidad and Tobago,1.0,2.0,CONCACAF Championship qualification,Jamaica,True,Away,1967
6405,Egypt,German DR,0.0,3.0,Friendly,United Arab Republic,True,Away,1967
6406,Jamaica,Haiti,0.0,1.0,CONCACAF Championship qualification,Jamaica,False,Away,1967
6407,Martinique,Guadeloupe,2.0,1.0,Friendly,Martinique,False,Home,1967
6408,Uruguay,Venezuela,4.0,0.0,Copa América,Uruguay,False,Home,1967
6409,Bolivia,Argentina,0.0,1.0,Copa América,Uruguay,True,Away,1967
6410,Chile,Paraguay,4.0,2.0,Copa América,Uruguay,True,Home,1967
6411,Congo DR,Congo,4.0,1.0,Friendly,Congo DR,False,Home,1967
6412,Honduras,Guatemala,1.0,1.0,Friendly,Honduras,False,Draw,1967
6413,Tunisia,Turkey,0.0,0.0,Friendly,Tunisia,False,Draw,1967
6414,Martinique,French Guiana,2.0,1.0,Friendly,Martinique,False,Home,1967
6415,Egypt,German DR,2.0,2.0,Friendly,United Arab Republic,True,Draw,1967
6416,Argentina,Venezuela,5.0,1.0,Copa América,Uruguay,True,Home,1967
6417,Paraguay,Bolivia,1.0,0.0,Copa América,Uruguay,True,Home,1967
6418,Uruguay,Chile,2.0,2.0,Copa América,Uruguay,False,Draw,1967
6419,Argentina,Chile,2.0,0.0,Copa América,Uruguay,True,Home,1967
6420,Bolivia,Venezuela,0.0,3.0,Copa América,Uruguay,True,Away,1967
6421,Nigeria,Ghana,2.0,2.0,Friendly,Nigeria,False,Draw,1967
6422,Burkina Faso,Niger,3.0,2.0,Friendly,Upper Volta,False,Home,1967
6423,Sudan,German DR,1.0,2.0,Friendly,Sudan,False,Away,1967
6424,Uruguay,Paraguay,2.0,0.0,Copa América,Uruguay,False,Home,1967
6425,Niger,Congo,1.0,3.0,Friendly,Niger,False,Away,1967
6426,Bolivia,Chile,0.0,0.0,Copa América,Uruguay,True,Draw,1967
6427,Turkey,Spain,0.0,0.0,UEFA Euro qualification,Turkey,False,Draw,1967
6428,Venezuela,Paraguay,3.0,5.0,Copa América,Uruguay,True,Away,1967
6429,Uruguay,Argentina,1.0,0.0,Copa América,Uruguay,False,Home,1967
6430,Mali,Congo,1.0,0.0,Friendly,Mali,False,Home,1967
6431,Tunisia,Cameroon,4.0,0.0,African Cup of Nations qualification,Tunisia,False,Home,1967
6432,Burkina Faso,Algeria,1.0,2.0,African Cup of Nations qualification,Upper Volta,False,Away,1967
6433,Ghana,Nigeria,2.0,0.0,Friendly,Ghana,False,Home,1967
6434,Iraq,German DR,1.0,1.0,Friendly,Iraq,False,Draw,1967
6435,Guatemala,Panama,3.0,1.0,CONCACAF Championship qualification,Guatemala,False,Home,1967
6436,Greece,Libya,4.0,0.0,Friendly,Greece,False,Home,1967
6437,Guatemala,Nicaragua,3.0,1.0,CONCACAF Championship qualification,Guatemala,False,Home,1967
6438,Nicaragua,Panama,3.0,1.0,CONCACAF Championship qualification,Guatemala,True,Home,1967
6439,Togo,Congo DR,2.0,4.0,Friendly,Togo,False,Away,1967
6440,Ethiopia,Kenya,2.0,0.0,Friendly,Sudan,True,Home,1967
6441,Ghana,Côte d'Ivoire,2.0,2.0,Friendly,Ghana,False,Draw,1967
6442,Tunisia,Congo,1.0,1.0,African Cup of Nations qualification,Tunisia,False,Draw,1967
6443,Sudan,Tanzania,1.0,0.0,Friendly,Sudan,False,Home,1967
6444,Germany,Morocco,5.0,1.0,Friendly,Germany,False,Home,1967
6445,Turkey,Republic of Ireland,2.0,1.0,UEFA Euro qualification,Turkey,False,Home,1967
6446,Kenya,Tanzania,2.0,0.0,Friendly,Sudan,True,Home,1967
6447,Sudan,Ethiopia,1.0,1.0,Friendly,Sudan,False,Draw,1967
6448,Uganda,Congo DR,0.0,5.0,Friendly,Uganda,False,Away,1967
6449,Cameroon,Congo,1.0,1.0,African Cup of Nations qualification,Cameroon,False,Draw,1967
6450,Sudan,Ethiopia,5.0,3.0,Friendly,Sudan,False,Home,1967
6451,Ethiopia,Sudan,2.0,1.0,Friendly,Ethiopia,False,Home,1967
6452,France,Corsica,0.0,2.0,Friendly,France,False,Away,1967
6453,Benin,Congo,1.0,1.0,Friendly,Dahomey,False,Draw,1967
6454,Côte d'Ivoire,Liberia,1.0,1.0,Friendly,Côte d'Ivoire,False,Draw,1967
6455,Mexico,Nicaragua,4.0,0.0,CONCACAF Championship,Honduras,True,Home,1967
6456,Libya,Sudan,1.0,1.0,Friendly,Libya,False,Draw,1967
6457,Greece,Romania,1.0,2.0,Friendly,Greece,False,Away,1967
6458,Haiti,Trinidad and Tobago,2.0,3.0,CONCACAF Championship,Honduras,True,Away,1967
6459,Guatemala,Mexico,1.0,0.0,CONCACAF Championship,Honduras,True,Home,1967
6460,Iraq,Sudan,2.0,2.0,Friendly,Libya,True,Draw,1967
6461,Libya,Iraq,0.0,1.0,Friendly,Libya,False,Away,1967
6462,Mexico,Trinidad and Tobago,4.0,0.0,CONCACAF Championship,Honduras,True,Home,1967
6463,Nigeria,Côte d'Ivoire,0.0,0.0,African Cup of Nations qualification,Nigeria,False,Draw,1967
6464,Haiti,Mexico,0.0,1.0,CONCACAF Championship,Honduras,True,Away,1967
6465,Nicaragua,Trinidad and Tobago,1.0,3.0,CONCACAF Championship,Honduras,True,Away,1967
6466,Congo DR,Sudan,3.0,2.0,African Cup of Nations qualification,Congo DR,False,Home,1967
6467,Congo,Ghana,3.0,1.0,Friendly,Congo,False,Home,1967
6468,Honduras,Mexico,0.0,1.0,CONCACAF Championship,Honduras,False,Away,1967
6469,Luxembourg,Belgium,0.0,5.0,UEFA Euro qualification,Luxembourg,False,Away,1967
6470,Algeria,Hungary,0.0,1.0,Friendly,Algeria,False,Away,1967
6471,Cyprus,Italy,0.0,2.0,UEFA Euro qualification,Cyprus,False,Away,1967
6472,France,Romania,1.0,2.0,Friendly,France,False,Away,1967
6473,Germany,Bulgaria,1.0,0.0,Friendly,Germany,False,Home,1967
6474,Hong Kong,Vietnam Republic,2.0,0.0,AFC Asian Cup qualification,Hong Kong,False,Home,1967
6475,Thailand,Vietnam Republic,0.0,1.0,AFC Asian Cup qualification,Hong Kong,True,Away,1967
6476,Italy,Portugal,1.0,1.0,Friendly,Italy,False,Draw,1967
6477,Gabon,Côte d'Ivoire,0.0,3.0,Friendly,Gabon,False,Away,1967
6478,Vietnam Republic,Malaysia,0.0,2.0,AFC Asian Cup qualification,Hong Kong,True,Away,1967
6479,Sudan,Congo DR,1.0,0.0,African Cup of Nations qualification,Sudan,False,Home,1967
6480,Vietnam Republic,Singapore,3.0,0.0,AFC Asian Cup qualification,Hong Kong,True,Home,1967
6481,German DR,Netherlands,4.0,3.0,UEFA Euro qualification,German DR,False,Home,1967
6482,Germany,Albania,6.0,0.0,UEFA Euro qualification,Germany,False,Home,1967
6483,Algeria,Burkina Faso,3.0,1.0,African Cup of Nations qualification,Algeria,False,Home,1967
6484,Northern Ireland,Wales,0.0,0.0,UEFA Euro qualification,Northern Ireland,False,Draw,1967
6485,England,Scotland,2.0,3.0,UEFA Euro qualification,England,False,Away,1967
6486,Belgium,Netherlands,1.0,0.0,Friendly,Belgium,False,Home,1967
6487,Luxembourg,Poland,0.0,0.0,UEFA Euro qualification,Luxembourg,False,Draw,1967
6488,Congo,Congo DR,3.0,1.0,Friendly,Congo,False,Home,1967
6489,Hungary,Yugoslavia,1.0,0.0,Friendly,Hungary,False,Home,1967
6490,Romania,Cyprus,7.0,0.0,UEFA Euro qualification,Romania,False,Home,1967
6491,Côte d'Ivoire,Togo,3.0,0.0,African Cup of Nations qualification,Côte d'Ivoire,False,Home,1967
6492,Switzerland,Czechoslovakia,1.0,2.0,Friendly,Switzerland,False,Away,1967
6493,Yugoslavia,Germany,1.0,0.0,UEFA Euro qualification,Yugoslavia,False,Home,1967
6494,Côte d'Ivoire,Nigeria,2.0,0.0,African Cup of Nations qualification,Côte d'Ivoire,False,Home,1967
6495,Finland,Greece,1.0,1.0,UEFA Euro qualification,Finland,False,Draw,1967
6496,Hungary,Netherlands,2.0,1.0,UEFA Euro qualification,Hungary,False,Home,1967
6497,Scotland,Russia,0.0,2.0,Friendly,Scotland,False,Away,1967
6498,Albania,Yugoslavia,0.0,2.0,UEFA Euro qualification,Albania,False,Away,1967
6499,Suriname,French Guiana,6.0,1.0,Friendly,Suriname,False,Home,1967
6500,Suriname,French Guiana,3.0,0.0,Friendly,Suriname,False,Home,1967
6501,Israel,Scotland,1.0,2.0,Friendly,Israel,False,Away,1967
6502,Congo,Tanzania,6.0,1.0,Friendly,Congo,False,Home,1967
6503,Sweden,German DR,0.0,1.0,Friendly,Sweden,False,Away,1967
6504,Republic of Ireland,Czechoslovakia,0.0,2.0,UEFA Euro qualification,Republic of Ireland,False,Away,1967
6505,Poland,Belgium,3.0,1.0,UEFA Euro qualification,Poland,False,Home,1967
6506,Denmark,Hungary,0.0,2.0,UEFA Euro qualification,Denmark,False,Away,1967
6507,England,Spain,2.0,0.0,Friendly,England,False,Home,1967
6508,Ghana,Congo DR,2.0,0.0,Friendly,Ghana,False,Home,1967
6509,Switzerland,Romania,7.0,1.0,UEFA Euro qualification,Switzerland,False,Home,1967
6510,Austria,England,0.0,1.0,Friendly,Austria,False,Away,1967
6511,Russia,Mexico,2.0,0.0,Friendly,Soviet Union,False,Home,1967
6512,Spain,Turkey,2.0,0.0,UEFA Euro qualification,Spain,False,Home,1967
6513,Finland,Norway,0.0,2.0,Nordic Championship,Finland,False,Away,1967
6514,Russia,Mexico,0.0,1.0,Friendly,Soviet Union,False,Away,1967
6515,Sweden,Portugal,1.0,1.0,UEFA Euro qualification,Sweden,False,Draw,1967
6516,France,Russia,2.0,4.0,Friendly,France,False,Away,1967
6517,Belarus,Mexico,2.0,1.0,Friendly,Soviet Union,False,Home,1967
6518,Denmark,German DR,1.0,1.0,UEFA Euro qualification,Denmark,False,Draw,1967
6519,Norway,Portugal,1.0,2.0,UEFA Euro qualification,Norway,False,Away,1967
6520,Russia,Austria,4.0,3.0,UEFA Euro qualification,Soviet Union,False,Home,1967
6521,Sweden,Bulgaria,0.0,2.0,UEFA Euro qualification,Sweden,False,Away,1967
6522,Czechoslovakia,Turkey,3.0,0.0,UEFA Euro qualification,Czechoslovakia,False,Home,1967
6523,Uganda,Zambia,1.0,3.0,Friendly,Uganda,False,Away,1967
6524,Denmark,Sweden,1.0,1.0,Nordic Championship,Denmark,False,Draw,1967
6525,Romania,Italy,0.0,1.0,UEFA Euro qualification,Romania,False,Away,1967
6526,Uruguay,Brazil,0.0,0.0,Copa Rio Branco,Uruguay,False,Draw,1967
6527,Uruguay,Brazil,2.0,2.0,Copa Rio Branco,Uruguay,False,Draw,1967
6528,Norway,Bulgaria,0.0,0.0,UEFA Euro qualification,Norway,False,Draw,1967
6529,Uruguay,Brazil,1.0,1.0,Copa Rio Branco,Uruguay,False,Draw,1967
6530,Tanzania,Zambia,2.0,2.0,Friendly,Tanzania,False,Draw,1967
6531,Benin,Ghana,2.0,1.0,Friendly,Dahomey,False,Home,1967
6532,Tanzania,Zambia,2.0,1.0,Friendly,Tanzania,False,Home,1967
6533,Russia,Greece,4.0,0.0,UEFA Euro qualification,Soviet Union,False,Home,1967
6534,Peru,Uruguay,0.0,1.0,Friendly,Peru,False,Away,1967
6535,Korea Republic,Indonesia,1.0,1.0,AFC Asian Cup qualification,Taiwan,True,Draw,1967
6536,Guyana,Suriname,2.0,2.0,Friendly,Guyana,False,Draw,1967
6537,Peru,Uruguay,1.0,2.0,Friendly,Peru,False,Away,1967
6538,Guyana,Suriname,0.0,1.0,Friendly,Guyana,False,Away,1967
6539,Japan,Korea Republic,2.0,1.0,AFC Asian Cup qualification,Taiwan,True,Home,1967
6540,Mauritania,Tanzania,1.0,1.0,Friendly,Mauritania,False,Draw,1967
6541,Niger,Burkina Faso,2.0,3.0,Friendly,Niger,False,Away,1967
6542,Congo DR,Ethiopia,1.0,0.0,Friendly,Congo DR,False,Home,1967
6543,Guyana,Suriname,0.0,2.0,Friendly,Guyana,False,Away,1967
6544,Tanzania,Mauritius,1.0,0.0,African Cup of Nations qualification,Tanzania,False,Home,1967
6545,Japan,Philippines,2.0,0.0,AFC Asian Cup qualification,Taiwan,True,Home,1967
6546,Japan,Indonesia,2.0,1.0,AFC Asian Cup qualification,Taiwan,True,Home,1967
6547,Korea Republic,Philippines,7.0,0.0,AFC Asian Cup qualification,Taiwan,True,Home,1967
6548,Indonesia,Philippines,6.0,0.0,AFC Asian Cup qualification,Taiwan,True,Home,1967
6549,Congo DR,Mali,2.0,2.0,Friendly,Congo DR,False,Draw,1967
6550,Hong Kong,Thailand,1.0,0.0,Merdeka Tournament,Malaysia,True,Home,1967
6551,Malaysia,Western Australia,3.0,2.0,Merdeka Tournament,Malaysia,False,Home,1967
6552,Sweden,Finland,2.0,0.0,Nordic Championship,Sweden,False,Home,1967
6553,Indonesia,Korea Republic,1.0,3.0,Merdeka Tournament,Malaysia,True,Away,1967
6554,Singapore,Taiwan,3.0,3.0,Merdeka Tournament,Malaysia,True,Draw,1967
6555,Hong Kong,Vietnam Republic,0.0,5.0,Merdeka Tournament,Malaysia,True,Away,1967
6556,India,Thailand,1.0,1.0,Merdeka Tournament,Malaysia,True,Draw,1967
6557,Burma,Korea Republic,0.0,1.0,Merdeka Tournament,Malaysia,True,Away,1967
6558,Congo DR,Sudan,2.0,1.0,African Cup of Nations qualification,Uganda,True,Home,1967
6559,India,Western Australia,3.0,1.0,Merdeka Tournament,Malaysia,True,Home,1967
6560,Indonesia,Singapore,4.0,1.0,Merdeka Tournament,Malaysia,True,Home,1967
6561,Burma,Singapore,3.0,0.0,Merdeka Tournament,Malaysia,True,Home,1967
6562,Chile,Argentina,1.0,0.0,Friendly,Chile,False,Home,1967
6563,Indonesia,Taiwan,2.0,1.0,Merdeka Tournament,Malaysia,True,Home,1967
6564,Malaysia,Vietnam Republic,1.0,1.0,Merdeka Tournament,Malaysia,False,Draw,1967
6565,Thailand,Western Australia,1.0,3.0,Merdeka Tournament,Malaysia,True,Away,1967
6566,Hong Kong,India,0.0,4.0,Merdeka Tournament,Malaysia,True,Away,1967
6567,Mauritius,Tanzania,1.0,1.0,African Cup of Nations qualification,Mauritius,False,Draw,1967
6568,Togo,Côte d'Ivoire,0.0,2.0,African Cup of Nations qualification,Togo,False,Away,1967
6569,Vietnam Republic,Western Australia,3.0,0.0,Merdeka Tournament,Malaysia,True,Home,1967
6570,Hong Kong,Western Australia,3.0,2.0,Merdeka Tournament,Malaysia,True,Home,1967
6571,Korea Republic,Taiwan,2.0,1.0,Merdeka Tournament,Malaysia,True,Home,1967
6572,Burma,Indonesia,5.0,0.0,Merdeka Tournament,Malaysia,True,Home,1967
6573,Kenya,Congo DR,5.0,4.0,Friendly,Kenya,False,Home,1967
6574,Malaysia,India,0.0,0.0,Merdeka Tournament,Malaysia,False,Draw,1967
6575,Thailand,Vietnam Republic,2.0,5.0,Merdeka Tournament,Malaysia,True,Away,1967
6576,Burma,Taiwan,1.0,2.0,Merdeka Tournament,Malaysia,True,Away,1967
6577,India,Vietnam Republic,0.0,1.0,Merdeka Tournament,Malaysia,True,Away,1967
6578,Kenya,Congo DR,1.0,1.0,Friendly,Kenya,False,Draw,1967
6579,Korea Republic,Singapore,3.0,0.0,Merdeka Tournament,Malaysia,True,Home,1967
6580,Burma,Vietnam Republic,3.0,0.0,Merdeka Tournament,Malaysia,True,Home,1967
6581,India,Taiwan,1.0,1.0,Merdeka Tournament,Malaysia,True,Draw,1967
6582,Mexico,Argentina,2.0,1.0,Friendly,Mexico,False,Home,1967
6583,Denmark,Iceland,14.0,2.0,Friendly,Denmark,False,Home,1967
6584,Hong Kong,Indonesia,2.0,1.0,Merdeka Tournament,Malaysia,True,Home,1967
6585,Malaysia,Korea Republic,1.0,3.0,Merdeka Tournament,Malaysia,False,Away,1967
6586,Singapore,Western Australia,3.0,5.0,Merdeka Tournament,Malaysia,True,Away,1967
