,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,year,is_valid,continent
37089,2019-09-06,Gambia,Angola,0.0,1.0,FIFA World Cup qualification,Bakau,Gambia,False,Away,2019,True,Africa
37090,2019-09-07,Libya,Niger,2.0,0.0,Friendly,Berrechid,Egypt,True,Home,2019,True,Africa
37091,2019-09-07,Kosovo,Czech Republic,2.0,1.0,UEFA Euro qualification,Pristina,Kosovo,False,Home,2019,True,Europe
37092,2019-09-07,England,Bulgaria,4.0,0.0,UEFA Euro qualification,London,England,False,Home,2019,True,Europe
37093,2019-09-07,Lithuania,Ukraine,0.0,3.0,UEFA Euro qualification,Vilnius,Lithuania,False,Away,2019,True,Europe
37094,2019-09-07,Serbia,Portugal,2.0,4.0,UEFA Euro qualification,Belgrade,Serbia,False,Away,2019,True,Europe
37095,2019-09-07,Iceland,Moldova,3.0,0.0,UEFA Euro qualification,Reykjavík,Iceland,False,Home,2019,True,Europe
37096,2019-09-07,France,Albania,4.0,1.0,UEFA Euro qualification,Paris,France,False,Home,2019,True,Europe
37097,2019-09-07,Turkey,Andorra,1.0,0.0,UEFA Euro qualification,Istanbul,Turkey,False,Home,2019,True,Europe
37098,2019-09-07,Canada,Cuba,6.0,0.0,CONCACAF Nations League,Toronto,Canada,False,Home,2019,True,America
37099,2019-09-07,Curaçao,Haiti,1.0,0.0,CONCACAF Nations League,Willemstad,Curaçao,False,Home,2019,True,America
37100,2019-09-07,Montserrat,Dominican Republic,2.0,1.0,CONCACAF Nations League,Look Out,Montserrat,False,Home,2019,True,America
37101,2019-09-07,El Salvador,St. Lucia,3.0,0.0,CONCACAF Nations League,San Salvador,El Salvador,False,Home,2019,True,America
37102,2019-09-07,Botswana,Malawi,0.0,0.0,FIFA World Cup qualification,Francistown,Botswana,False,Draw,2019,True,Africa
37103,2019-09-08,Kenya,Uganda,1.0,1.0,Friendly,Nairobi,Kenya,False,Draw,2019,True,Africa
37104,2019-09-08,Switzerland,Gibraltar,4.0,0.0,UEFA Euro qualification,Sion,Switzerland,False,Home,2019,True,Europe
37105,2019-09-08,Georgia,Denmark,0.0,0.0,UEFA Euro qualification,Tbilisi,Georgia,False,Draw,2019,True,Europe
37106,2019-09-08,Romania,Malta,1.0,0.0,UEFA Euro qualification,Ploiești,Romania,False,Home,2019,True,Europe
37107,2019-09-08,Spain,Faroe Islands,4.0,0.0,UEFA Euro qualification,Gijon,Egypt,True,Home,2019,True,Africa
37108,2019-09-08,Sweden,Norway,1.0,1.0,UEFA Euro qualification,Stockholm,Sweden,False,Draw,2019,True,Europe
37109,2019-09-08,Armenia,Bosnia and Herzegovina,4.0,2.0,UEFA Euro qualification,Yerevan,Armenia,False,Home,2019,True,Europe
37110,2019-09-08,Finland,Italy,1.0,2.0,UEFA Euro qualification,Tampere,Finland,False,Away,2019,True,Europe
37111,2019-09-08,Greece,Liechtenstein,1.0,1.0,UEFA Euro qualification,Athens,Greece,False,Draw,2019,True,Europe
37112,2019-09-08,Panama,Bermuda,0.0,2.0,CONCACAF Nations League,Panama City,Panama,False,Away,2019,True,America
37113,2019-09-08,Belize,Grenada,1.0,2.0,CONCACAF Nations League,Belmopan,Belize,False,Away,2019,True,America
37114,2019-09-08,St. Vincent / Grenadines,Dominica,1.0,0.0,CONCACAF Nations League,Arnos Vale,St. Vincent / Grenadines,False,Home,2019,True,America
37115,2019-09-08,Suriname,Nicaragua,6.0,0.0,CONCACAF Nations League,Paramaribo,Suriname,False,Home,2019,True,America
37116,2019-09-08,Cayman Islands,Barbados,3.0,2.0,CONCACAF Nations League,George Town,Cayman Islands,False,Home,2019,True,America
37117,2019-09-08,Equatorial Guinea,South Sudan,1.0,0.0,FIFA World Cup qualification,Malabo,Equatorial Guinea,False,Home,2019,True,Africa
37118,2019-09-08,Lesotho,Ethiopia,1.0,1.0,FIFA World Cup qualification,Maseru,Lesotho,False,Draw,2019,True,Africa
37119,2019-09-08,Sierra Leone,Liberia,1.0,0.0,FIFA World Cup qualification,Freetown,Sierra Leone,False,Home,2019,True,Africa
37120,2019-09-08,Tanzania,Burundi,1.0,1.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,False,Draw,2019,True,Africa
37121,2019-09-09,Algeria,Benin,1.0,0.0,Friendly,Algiers,Algeria,False,Home,2019,True,Africa
37122,2019-09-09,Iraq,Uzbekistan,0.0,0.0,Friendly,Amman,Jordan,True,Draw,2019,True,Asia
37123,2019-09-09,Wales,Belarus,1.0,0.0,Friendly,Cardiff,Wales,False,Home,2019,True,Europe
37124,2019-09-09,Northern Ireland,Germany,0.0,2.0,UEFA Euro qualification,Belfast,Northern Ireland,False,Away,2019,True,Europe
37125,2019-09-09,Estonia,Netherlands,0.0,4.0,UEFA Euro qualification,Tallinn,Estonia,False,Away,2019,True,Europe
37126,2019-09-09,Azerbaijan,Croatia,1.0,1.0,UEFA Euro qualification,Baku,Azerbaijan,False,Draw,2019,True,Europe
37127,2019-09-09,Hungary,Slovakia,1.0,2.0,UEFA Euro qualification,Budapest,Hungary,False,Away,2019,True,Europe
37128,2019-09-09,Poland,Austria,0.0,0.0,UEFA Euro qualification,Warsaw,Poland,False,Draw,2019,True,Europe
37129,2019-09-09,Slovenia,Israel,3.0,2.0,UEFA Euro qualification,Ljubljana,Slovenia,False,Home,2019,True,Europe
37130,2019-09-09,Latvia,North Macedonia,0.0,2.0,UEFA Euro qualification,Riga,Latvia,False,Away,2019,True,Europe
37131,2019-09-09,Scotland,Belgium,0.0,4.0,UEFA Euro qualification,Glasgow,Scotland,False,Away,2019,True,Europe
37132,2019-09-09,Russia,Kazakhstan,1.0,0.0,UEFA Euro qualification,Kaliningrad,Russia,False,Home,2019,True,Europe
37133,2019-09-09,San Marino,Cyprus,0.0,4.0,UEFA Euro qualification,Serravalle,San Marino,False,Away,2019,True,Europe
37134,2019-09-09,Antigua and Barbuda,Aruba,2.0,1.0,CONCACAF Nations League,North Sound,Antigua and Barbuda,False,Home,2019,True,America
37135,2019-09-09,Guyana,Jamaica,0.0,4.0,CONCACAF Nations League,Georgetown,Guyana,False,Away,2019,True,America
37136,2019-09-10,Argentina,Mexico,4.0,0.0,Friendly,San Antonio,USA,True,Home,2019,True,America
37137,2019-09-10,Brazil,Peru,0.0,1.0,Friendly,Los Angeles,USA,True,Away,2019,True,America
37138,2019-09-10,Colombia,Venezuela,0.0,0.0,Friendly,Tampa,USA,True,Draw,2019,True,America
37139,2019-09-10,Ecuador,Bolivia,3.0,0.0,Friendly,Cuenca,Ecuador,False,Home,2019,True,America
37140,2019-09-10,Honduras,Chile,2.0,1.0,Friendly,San Pedro Sula,Honduras,False,Home,2019,True,America
37141,2019-09-10,Côte d'Ivoire,Tunisia,2.0,1.0,Friendly,Rouen,France,True,Home,2019,True,Europe
37142,2019-09-10,Jordan,Paraguay,2.0,4.0,Friendly,Amman,Jordan,False,Away,2019,True,Asia
37143,2019-09-10,Morocco,Niger,1.0,0.0,Friendly,Marrakech,Morocco,False,Home,2019,True,Africa
37144,2019-09-10,Oman,Lebanon,1.0,0.0,Friendly,Muscat,Oman,False,Home,2019,True,Asia
37145,2019-09-10,Republic of Ireland,Bulgaria,3.0,1.0,Friendly,Dublin,Republic of Ireland,False,Home,2019,True,Europe
37146,2019-09-10,Ukraine,Nigeria,2.0,2.0,Friendly,Dnipro,Ukraine,False,Draw,2019,True,Europe
37147,2019-09-10,USA,Uruguay,1.0,1.0,Friendly,St Louis,USA,False,Draw,2019,True,America
37148,2019-09-10,England,Kosovo,5.0,3.0,UEFA Euro qualification,London,England,False,Home,2019,True,Europe
37149,2019-09-10,Montenegro,Czech Republic,0.0,3.0,UEFA Euro qualification,Podgorica,Montenegro,False,Away,2019,True,Europe
37150,2019-09-10,Luxembourg,Serbia,1.0,3.0,UEFA Euro qualification,Luxembourg City,Luxembourg,False,Away,2019,True,Europe
37151,2019-09-10,Lithuania,Portugal,1.0,5.0,UEFA Euro qualification,Vilnius,Lithuania,False,Away,2019,True,Europe
37152,2019-09-10,Albania,Iceland,4.0,2.0,UEFA Euro qualification,Elbasan,Albania,False,Home,2019,True,Europe
37153,2019-09-10,France,Andorra,3.0,0.0,UEFA Euro qualification,Paris,France,False,Home,2019,True,Europe
37154,2019-09-10,Moldova,Turkey,0.0,4.0,UEFA Euro qualification,Chișinău,Moldova,False,Away,2019,True,Europe
37155,2019-09-10,Cuba,Canada,0.0,1.0,CONCACAF Nations League,George Town,Cayman Islands,True,Away,2019,True,America
37156,2019-09-10,Haiti,Curaçao,1.0,1.0,CONCACAF Nations League,Port au Prince,Haiti,False,Draw,2019,True,America
37157,2019-09-10,Montserrat,St. Lucia,1.0,1.0,CONCACAF Nations League,Look Out,Montserrat,False,Draw,2019,True,America
37158,2019-09-10,Dominican Republic,El Salvador,1.0,0.0,CONCACAF Nations League,Santiago de los Caballeros,Dominican Republic,False,Home,2019,True,America
37159,2019-09-10,Puerto Rico,Guatemala,0.0,5.0,CONCACAF Nations League,Mayagüez,Puerto Rico,False,Away,2019,True,America
37160,2019-09-10,Guam,Philippines,1.0,4.0,FIFA World Cup qualification,Dededo,Guam,False,Away,2019,True,Asia
37161,2019-09-10,Maldives,China PR,0.0,5.0,FIFA World Cup qualification,Malé,Maldives,False,Away,2019,True,Asia
37162,2019-09-10,Kuwait,Australia,0.0,3.0,FIFA World Cup qualification,Kuwait City,Kuwait,False,Away,2019,True,Asia
37163,2019-09-10,Cambodia,Bahrain,0.0,1.0,FIFA World Cup qualification,Phnom Penh,Cambodia,False,Away,2019,True,Asia
37164,2019-09-10,Hong Kong,IR Iran,0.0,2.0,FIFA World Cup qualification,Hong Kong,Hong Kong,False,Away,2019,True,Asia
37165,2019-09-10,Yemen,Saudi Arabia,2.0,2.0,FIFA World Cup qualification,Riffa,Bahrain,True,Draw,2019,True,Asia
37166,2019-09-10,Singapore,Palestine,2.0,1.0,FIFA World Cup qualification,Singapore,Singapore,False,Home,2019,True,Asia
37167,2019-09-10,Afghanistan,Bangladesh,1.0,0.0,FIFA World Cup qualification,Dushanbe,Tajikistan,True,Home,2019,True,Asia
37168,2019-09-10,Qatar,India,0.0,0.0,FIFA World Cup qualification,Doha,Qatar,False,Draw,2019,True,Asia
37169,2019-09-10,Mongolia,Tajikistan,0.0,1.0,FIFA World Cup qualification,Ulaanbaatar,Mongolia,False,Away,2019,True,Asia
37170,2019-09-10,Myanmar,Japan,0.0,2.0,FIFA World Cup qualification,Yangon,Myanmar,False,Away,2019,True,Asia
37171,2019-09-10,Indonesia,Thailand,0.0,3.0,FIFA World Cup qualification,Jakarta,Indonesia,False,Away,2019,True,Asia
37172,2019-09-10,Malaysia,United Arab Emirates,1.0,2.0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,False,Away,2019,True,Asia
37173,2019-09-10,Turkmenistan,Korea Republic,0.0,2.0,FIFA World Cup qualification,Ashgabat,Turkmenistan,False,Away,2019,True,Asia
37174,2019-09-10,Sri Lanka,Korea DPR,0.0,1.0,FIFA World Cup qualification,Colombo,Sri Lanka,False,Away,2019,True,Asia
37175,2019-09-10,Angola,Gambia,2.0,1.0,FIFA World Cup qualification,Luanda,Angola,False,Home,2019,True,Africa
37176,2019-09-10,Guinea-Bissau,São Tomé and Príncipe,2.0,1.0,FIFA World Cup qualification,Bissau,Guinea-Bissau,False,Home,2019,True,Africa
37177,2019-09-10,Malawi,Botswana,1.0,0.0,FIFA World Cup qualification,Blantyre,Malawi,False,Home,2019,True,Africa
37178,2019-09-10,Mozambique,Mauritius,2.0,0.0,FIFA World Cup qualification,Maputo,Mozambique,False,Home,2019,True,Africa
37179,2019-09-10,Namibia,Eritrea,2.0,0.0,FIFA World Cup qualification,Windhoek,Namibia,False,Home,2019,True,Africa
37180,2019-09-10,Rwanda,Seychelles,7.0,0.0,FIFA World Cup qualification,Kigali,Rwanda,False,Home,2019,True,Africa
37181,2019-09-10,Sudan,Chad,0.0,0.0,FIFA World Cup qualification,Omdurman,Sudan,False,Draw,2019,True,Africa
37182,2019-09-10,Togo,Comoros,2.0,0.0,FIFA World Cup qualification,Lomé,Togo,False,Home,2019,True,Africa
37183,2019-09-10,Zimbabwe,Somalia,3.0,1.0,FIFA World Cup qualification,Harare,Zimbabwe,False,Home,2019,True,Africa
37184,2019-09-18,Congo DR,Rwanda,2.0,3.0,Friendly,Kinshasa,Congo DR,False,Away,2019,True,Africa
37185,2019-09-21,Burundi,Uganda,0.0,3.0,African Nations Championship qualification,Bujumbura,Burundi,False,Away,2019,True,Africa
37186,2019-09-21,Algeria,Morocco,0.0,0.0,African Nations Championship qualification,Blida,Algeria,False,Draw,2019,True,Africa
37187,2019-09-21,Tunisia,Libya,1.0,0.0,African Nations Championship qualification,Radès,Tunisia,False,Home,2019,True,Africa
37188,2019-09-21,Mauritania,Mali,0.0,0.0,African Nations Championship qualification,Nouakchott,Mauritania,False,Draw,2019,True,Africa
37189,2019-09-21,Senegal,Guinea,1.0,0.0,African Nations Championship qualification,Thiès,Senegal,False,Home,2019,True,Africa
37190,2019-09-22,Central African Republic,Congo DR,0.0,2.0,African Nations Championship qualification,Bangui,Central African Republic,False,Away,2019,True,Africa
37191,2019-09-22,Equatorial Guinea,Congo,2.0,2.0,African Nations Championship qualification,Malabo,Equatorial Guinea,False,Draw,2019,True,Africa
37192,2019-09-22,Ethiopia,Rwanda,0.0,1.0,African Nations Championship qualification,Mekele,Ethiopia,False,Away,2019,True,Africa
37193,2019-09-22,Tanzania,Sudan,0.0,1.0,African Nations Championship qualification,Dar es Salaam,Tanzania,False,Away,2019,True,Africa
37194,2019-09-22,Madagascar,Namibia,1.0,0.0,African Nations Championship qualification,Antananarivo,Madagascar,False,Home,2019,True,Africa
37195,2019-09-22,Zimbabwe,Lesotho,3.0,1.0,African Nations Championship qualification,Harare,Zimbabwe,False,Home,2019,True,Africa
37196,2019-09-22,Ghana,Burkina Faso,0.0,1.0,African Nations Championship qualification,Kumasi,Ghana,False,Away,2019,True,Africa
37197,2019-09-22,Niger,Côte d'Ivoire,2.0,0.0,African Nations Championship qualification,Niamey,Niger,False,Home,2019,True,Africa
37198,2019-09-22,Togo,Nigeria,4.0,1.0,African Nations Championship qualification,Lomé,Togo,False,Home,2019,True,Africa
37199,2019-09-29,Bangladesh,Bhutan,4.0,1.0,Friendly,Dhaka,Bangladesh,False,Home,2019,True,Asia
37200,2019-09-30,Botswana,Liberia,0.0,0.0,Friendly,Gaborone,Botswana,False,Draw,2019,True,Africa
37201,2019-10-02,Mexico,Trinidad and Tobago,2.0,0.0,Friendly,Toluca,Mexico,False,Home,2019,True,America
37202,2019-10-03,Bangladesh,Bhutan,2.0,0.0,Friendly,Dhaka,Bangladesh,False,Home,2019,True,Asia
37203,2019-10-05,Jordan,Singapore,0.0,0.0,Friendly,Amman,Jordan,False,Draw,2019,True,Asia
37204,2019-10-05,Malaysia,Sri Lanka,6.0,0.0,Friendly,Kuala Lumpur,Malaysia,False,Home,2019,True,Asia
37205,2019-10-09,Djibouti,Gambia,1.0,1.0,African Cup of Nations qualification,Djibouti,Djibouti,False,Draw,2019,True,Africa
37206,2019-10-09,Liberia,Chad,1.0,0.0,African Cup of Nations qualification,Monrovia,Liberia,False,Home,2019,True,Africa
37207,2019-10-09,Mauritius,São Tomé and Príncipe,1.0,3.0,African Cup of Nations qualification,Belle Vue Harel,Mauritius,False,Away,2019,True,Africa
37208,2019-10-09,South Sudan,Seychelles,2.0,1.0,African Cup of Nations qualification,Omdurman,Sudan,True,Home,2019,True,Africa
37209,2019-10-09,Bahrain,Azerbaijan,2.0,3.0,Friendly,Riffa,Bahrain,False,Away,2019,True,Asia
37210,2019-10-09,Germany,Argentina,2.0,2.0,Friendly,Dortmund,Germany,False,Draw,2019,True,Europe
37211,2019-10-10,Belarus,Estonia,0.0,0.0,UEFA Euro qualification,Minsk,Belarus,False,Draw,2019,True,Europe
37212,2019-10-10,Netherlands,Northern Ireland,3.0,1.0,UEFA Euro qualification,Rotterdam,Netherlands,False,Home,2019,True,Europe
37213,2019-10-10,Croatia,Hungary,3.0,0.0,UEFA Euro qualification,Split,Croatia,False,Home,2019,True,Europe
37214,2019-10-10,Slovakia,Wales,1.0,1.0,UEFA Euro qualification,Trnava,Slovakia,False,Draw,2019,True,Europe
37215,2019-10-10,Austria,Israel,3.0,1.0,UEFA Euro qualification,Vienna,Austria,False,Home,2019,True,Europe
37216,2019-10-10,North Macedonia,Slovenia,2.0,1.0,UEFA Euro qualification,Skopje,North Macedonia,False,Home,2019,True,Europe
37217,2019-10-10,Latvia,Poland,0.0,3.0,UEFA Euro qualification,Riga,Latvia,False,Away,2019,True,Europe
37218,2019-10-10,Kazakhstan,Cyprus,1.0,2.0,UEFA Euro qualification,Nur-Sultan,Kazakhstan,False,Away,2019,True,Europe
37219,2019-10-10,Belgium,San Marino,9.0,0.0,UEFA Euro qualification,Brussels,Belgium,False,Home,2019,True,Europe
37220,2019-10-10,Russia,Scotland,4.0,0.0,UEFA Euro qualification,Moscow,Russia,False,Home,2019,True,Europe
37221,2019-10-10,Algeria,Congo DR,1.0,1.0,Friendly,Blida,Algeria,False,Draw,2019,True,Africa
37222,2019-10-10,Brazil,Senegal,1.0,1.0,Friendly,Kallang,Singapore,True,Draw,2019,True,Asia
37223,2019-10-10,Cabo Verde,Togo,2.0,1.0,Friendly,Fos-sur-Mer,Cabo Verde,False,Home,2019,True,Africa
37224,2019-10-10,Gabon,Burkina Faso,1.0,0.0,Friendly,Paris,France,True,Home,2019,True,Europe
37225,2019-10-10,Kosovo,Gibraltar,1.0,0.0,Friendly,Pristina,Kosovo,False,Home,2019,True,Europe
37226,2019-10-10,Niger,Zambia,1.0,1.0,Friendly,Niamey,Niger,False,Draw,2019,True,Africa
37227,2019-10-10,Serbia,Paraguay,1.0,0.0,Friendly,Belgrade,Serbia,False,Home,2019,True,Europe
37228,2019-10-10,Thailand,Congo,1.0,1.0,Friendly,Thanyaburi,Thailand,False,Draw,2019,True,Asia
37229,2019-10-10,Venezuela,Bolivia,4.0,1.0,Friendly,Caracas,Venezuela,False,Home,2019,True,America
37230,2019-10-10,Trinidad and Tobago,Honduras,0.0,2.0,CONCACAF Nations League,Port of Spain,Trinidad and Tobago,False,Away,2019,True,America
37231,2019-10-10,Haiti,Costa Rica,1.0,1.0,CONCACAF Nations League,Port au Prince,Haiti,False,Draw,2019,True,America
37232,2019-10-10,British Virgin Islands,Bahamas,0.0,4.0,CONCACAF Nations League,Basseterre,St. Kitts and Nevis,True,Away,2019,True,America
37233,2019-10-10,Syria,Maldives,2.0,1.0,FIFA World Cup qualification,Dubai,United Arab Emirates,True,Home,2019,True,Asia
37234,2019-10-10,China PR,Guam,7.0,0.0,FIFA World Cup qualification,Guangzhou,China PR,False,Home,2019,True,Asia
37235,2019-10-10,Jordan,Kuwait,0.0,0.0,FIFA World Cup qualification,Amman,Jordan,False,Draw,2019,True,Asia
37236,2019-10-10,Australia,Nepal,5.0,0.0,FIFA World Cup qualification,Canberra,Australia,False,Home,2019,True,Asia
37237,2019-10-10,IR Iran,Cambodia,14.0,0.0,FIFA World Cup qualification,Tehran,IR Iran,False,Home,2019,True,Asia
37238,2019-10-10,Iraq,Hong Kong,2.0,0.0,FIFA World Cup qualification,Basra,Iraq,False,Home,2019,True,Asia
37239,2019-10-10,Uzbekistan,Yemen,5.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,Home,2019,True,Asia
37240,2019-10-10,Saudi Arabia,Singapore,3.0,0.0,FIFA World Cup qualification,Buraidah,Saudi Arabia,False,Home,2019,True,Asia
37241,2019-10-10,Bangladesh,Qatar,0.0,2.0,FIFA World Cup qualification,Dhaka,Bangladesh,False,Away,2019,True,Asia
37242,2019-10-10,Oman,Afghanistan,3.0,0.0,FIFA World Cup qualification,Seeb,Oman,False,Home,2019,True,Asia
37243,2019-10-10,Japan,Mongolia,6.0,0.0,FIFA World Cup qualification,Saitama,Japan,False,Home,2019,True,Asia
37244,2019-10-10,United Arab Emirates,Indonesia,5.0,0.0,FIFA World Cup qualification,Dubai,United Arab Emirates,False,Home,2019,True,Asia
37245,2019-10-10,Vietnam,Malaysia,1.0,0.0,FIFA World Cup qualification,Hanoi,Vietnam,False,Home,2019,True,Asia
37246,2019-10-10,Lebanon,Turkmenistan,2.0,1.0,FIFA World Cup qualification,Beirut,Lebanon,False,Home,2019,True,Asia
37247,2019-10-10,Korea Republic,Sri Lanka,8.0,0.0,FIFA World Cup qualification,Hwaseong,Korea Republic,False,Home,2019,True,Asia
37248,2019-10-11,Czech Republic,England,2.0,1.0,UEFA Euro qualification,Prague,Czech Republic,False,Home,2019,True,Europe
37249,2019-10-11,Montenegro,Bulgaria,0.0,0.0,UEFA Euro qualification,Podgorica,Montenegro,False,Draw,2019,True,Europe
37250,2019-10-11,Portugal,Luxembourg,3.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,Home,2019,True,Europe
37251,2019-10-11,Ukraine,Lithuania,2.0,0.0,UEFA Euro qualification,Kharkiv,Ukraine,False,Home,2019,True,Europe
37252,2019-10-11,Iceland,France,0.0,1.0,UEFA Euro qualification,Reykjavík,Iceland,False,Away,2019,True,Europe
37253,2019-10-11,Andorra,Moldova,1.0,0.0,UEFA Euro qualification,Andorra la Vella,Andorra,False,Home,2019,True,Europe
37254,2019-10-11,Turkey,Albania,1.0,0.0,UEFA Euro qualification,Istanbul,Turkey,False,Home,2019,True,Europe
37255,2019-10-11,Morocco,Libya,1.0,1.0,Friendly,Morocco,Morocco,False,Draw,2019,True,Africa
37256,2019-10-11,Uruguay,Peru,1.0,0.0,Friendly,Montevideo,Uruguay,False,Home,2019,True,America
37257,2019-10-11,USA,Cuba,7.0,0.0,CONCACAF Nations League,Washington,USA,False,Home,2019,True,America
37258,2019-10-11,Bermuda,Mexico,1.0,5.0,CONCACAF Nations League,Hamilton,Bermuda,False,Away,2019,True,America
37259,2019-10-11,Antigua and Barbuda,Guyana,2.0,1.0,CONCACAF Nations League,North Sound,Antigua and Barbuda,False,Home,2019,True,America
37260,2019-10-11,St. Vincent / Grenadines,Suriname,2.0,2.0,CONCACAF Nations League,Arnos Vale,St. Vincent / Grenadines,False,Draw,2019,True,America
37261,2019-10-11,Nicaragua,Dominica,3.0,1.0,CONCACAF Nations League,Managua,Nicaragua,False,Home,2019,True,America
37262,2019-10-12,Georgia,Republic of Ireland,0.0,0.0,UEFA Euro qualification,Tbilisi,Georgia,False,Draw,2019,True,Europe
37263,2019-10-12,Denmark,Switzerland,1.0,0.0,UEFA Euro qualification,Copenhagen,Denmark,False,Home,2019,True,Europe
37264,2019-10-12,Faroe Islands,Romania,0.0,3.0,UEFA Euro qualification,Tórshavn,Faroe Islands,False,Away,2019,True,Europe
37265,2019-10-12,Malta,Sweden,0.0,4.0,UEFA Euro qualification,Attard,Malta,False,Away,2019,True,Europe
37266,2019-10-12,Norway,Spain,1.0,1.0,UEFA Euro qualification,Oslo,Norway,False,Draw,2019,True,Europe
37267,2019-10-12,Bosnia and Herzegovina,Finland,4.0,1.0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,Home,2019,True,Europe
37268,2019-10-12,Italy,Greece,2.0,0.0,UEFA Euro qualification,Rome,Italy,False,Home,2019,True,Europe
37269,2019-10-12,Liechtenstein,Armenia,1.0,1.0,UEFA Euro qualification,Vaduz,Liechtenstein,False,Draw,2019,True,Europe
37270,2019-10-12,Colombia,Chile,0.0,0.0,Friendly,Alicante,Spain,True,Draw,2019,True,Europe
37271,2019-10-12,Guinea,Comoros,0.0,1.0,Friendly,Guinea,Guinea,False,Away,2019,True,Africa
37272,2019-10-12,Côte d'Ivoire,Congo DR,3.0,1.0,Friendly,Ivory Coast,Côte d'Ivoire,False,Home,2019,True,Africa
37273,2019-10-12,Tunisia,Cameroon,0.0,0.0,Friendly,Radès,Tunisia,False,Draw,2019,True,Africa
37274,2019-10-12,Dominican Republic,St. Lucia,3.0,0.0,CONCACAF Nations League,Santo Domingo,Dominican Republic,False,Home,2019,True,America
37275,2019-10-12,Montserrat,El Salvador,0.0,2.0,CONCACAF Nations League,Look Out,Montserrat,False,Away,2019,True,America
37276,2019-10-12,Jamaica,Aruba,2.0,0.0,CONCACAF Nations League,Kingston,Jamaica,False,Home,2019,True,America
37277,2019-10-12,Barbados,US Virgin Islands,1.0,0.0,CONCACAF Nations League,Bridgetown,Barbados,False,Home,2019,True,America
37278,2019-10-12,Anguilla,Guatemala,0.0,5.0,CONCACAF Nations League,The Valley,Anguilla,False,Away,2019,True,America
37279,2019-10-13,Belarus,Netherlands,1.0,2.0,UEFA Euro qualification,Minsk,Belarus,False,Away,2019,True,Europe
37280,2019-10-13,Estonia,Germany,0.0,3.0,UEFA Euro qualification,Tallinn,Estonia,False,Away,2019,True,Europe
37281,2019-10-13,Hungary,Azerbaijan,1.0,0.0,UEFA Euro qualification,Budapest,Hungary,False,Home,2019,True,Europe
37282,2019-10-13,Wales,Croatia,1.0,1.0,UEFA Euro qualification,Cardiff,Wales,False,Draw,2019,True,Europe
37283,2019-10-13,Poland,North Macedonia,2.0,0.0,UEFA Euro qualification,Warsaw,Poland,False,Home,2019,True,Europe
37284,2019-10-13,Slovenia,Austria,0.0,1.0,UEFA Euro qualification,Ljubljana,Slovenia,False,Away,2019,True,Europe
37285,2019-10-13,Scotland,San Marino,6.0,0.0,UEFA Euro qualification,Glasgow,Scotland,False,Home,2019,True,Europe
37286,2019-10-13,Cyprus,Russia,0.0,5.0,UEFA Euro qualification,Nicosia,Cyprus,False,Away,2019,True,Europe
37287,2019-10-13,Kazakhstan,Belgium,0.0,2.0,UEFA Euro qualification,Nur-Sultan,Kazakhstan,False,Away,2019,True,Europe
37288,2019-10-13,Gambia,Djibouti,1.0,1.0,African Cup of Nations qualification,Bakau,Gambia,False,Draw,2019,True,Africa
37289,2019-10-13,Chad,Liberia,1.0,0.0,African Cup of Nations qualification,N'Djamena,Chad,False,Home,2019,True,Africa
37290,2019-10-13,São Tomé and Príncipe,Mauritius,2.0,1.0,African Cup of Nations qualification,São Tomé,São Tomé and Príncipe,False,Home,2019,True,Africa
37291,2019-10-13,Seychelles,South Sudan,0.0,1.0,African Cup of Nations qualification,Victoria,Seychelles,False,Away,2019,True,Africa
37292,2019-10-13,Benin,Zambia,2.0,2.0,Friendly,Benin,Benin,False,Draw,2019,True,Africa
37293,2019-10-13,Brazil,Nigeria,1.0,1.0,Friendly,Kallang,Singapore,True,Draw,2019,True,Asia
37294,2019-10-13,Ecuador,Argentina,1.0,6.0,Friendly,Elche,Spain,True,Away,2019,True,Europe
37295,2019-10-13,Equatorial Guinea,Togo,1.0,1.0,Friendly,Equatorial Guinea,Equatorial Guinea,False,Draw,2019,True,Africa
37296,2019-10-13,Ethiopia,Uganda,0.0,1.0,Friendly,Ethiopia,Ethiopia,False,Away,2019,True,Africa
37297,2019-10-13,Kenya,Mozambique,0.0,1.0,Friendly,Kenya,Kenya,False,Away,2019,True,Africa
37298,2019-10-13,Lesotho,Malawi,1.0,1.0,Friendly,Lesotho,Lesotho,False,Draw,2019,True,Africa
37299,2019-10-13,Niger,Central African Republic,0.0,2.0,Friendly,Niger,Niger,False,Away,2019,True,Africa
37300,2019-10-13,Slovakia,Paraguay,1.0,1.0,Friendly,Bratislava,Slovakia,False,Draw,2019,True,Europe
37301,2019-10-13,South Africa,Mali,2.0,1.0,Friendly,Port Elizabeth,South Africa,False,Home,2019,True,Africa
37302,2019-10-13,Costa Rica,Curaçao,0.0,0.0,CONCACAF Nations League,San José,Costa Rica,False,Draw,2019,True,America
37303,2019-10-13,St. Kitts and Nevis,Belize,0.0,1.0,CONCACAF Nations League,Saint Kitts and Nevis,St. Kitts and Nevis,False,Away,2019,True,America
