,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,year,continent
10906,1981-08-30,Madagascar,Cameroon,2.0,1.0,African Cup of Nations qualification,Antananarivo,Madagascar,False,Home,1981,Africa
10907,1981-08-30,Malaysia,Japan,0.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,Away,1981,Asia
10908,1981-08-30,Zambia,Morocco,2.0,0.0,African Cup of Nations qualification,Lusaka,Zambia,False,Home,1981,Africa
10909,1981-09-01,India,New Zealand,0.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Draw,1981,Asia
10910,1981-09-01,Singapore,Thailand,1.0,3.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Away,1981,Asia
10911,1981-09-01,Switzerland,Netherlands,2.0,1.0,Friendly,Zürich,Switzerland,False,Home,1981,Europe
10912,1981-09-02,Finland,Albania,2.0,1.0,FIFA World Cup qualification,Kotka,Finland,False,Home,1981,Europe
10913,1981-09-02,Indonesia,United Arab Emirates,5.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Home,1981,Asia
10914,1981-09-02,Poland,Germany,0.0,2.0,Friendly,Chorzów,Poland,False,Away,1981,Europe
10915,1981-09-03,India,Japan,2.0,3.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Away,1981,Asia
10916,1981-09-04,Korea Republic,Singapore,2.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Home,1981,Asia
10917,1981-09-04,Malawi,Zimbabwe,1.0,2.0,Friendly,Mbabane,Eswatini,True,Away,1981,Africa
10918,1981-09-04,Malaysia,New Zealand,0.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,Away,1981,Asia
10919,1981-09-05,India,United Arab Emirates,2.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Home,1981,Asia
10920,1981-09-05,Lesotho,Malawi,1.0,4.0,Friendly,Mbabane,Eswatini,True,Away,1981,Africa
10921,1981-09-06,Lesotho,Zimbabwe,2.0,5.0,Friendly,Mbabane,Eswatini,True,Away,1981,Africa
10922,1981-09-06,Niger,Burkina Faso,2.0,1.0,Friendly,Niamey,Niger,False,Home,1981,Africa
10923,1981-09-06,Peru,Uruguay,0.0,0.0,FIFA World Cup qualification,Lima,Peru,False,Draw,1981,America
10924,1981-09-07,Indonesia,New Zealand,0.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Draw,1981,Asia
10925,1981-09-08,Japan,United Arab Emirates,3.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Home,1981,Asia
10926,1981-09-09,Belgium,France,2.0,0.0,FIFA World Cup qualification,Brussels,Belgium,False,Home,1981,Europe
10927,1981-09-09,Czechoslovakia,Wales,2.0,0.0,FIFA World Cup qualification,Prague,Czechoslovakia,False,Home,1981,Europe
10928,1981-09-09,Denmark,Yugoslavia,1.0,2.0,FIFA World Cup qualification,Copenhagen,Denmark,False,Away,1981,Europe
10929,1981-09-09,Iceland,Turkey,2.0,0.0,FIFA World Cup qualification,Reykjavík,Iceland,False,Home,1981,Europe
10930,1981-09-09,Malaysia,Indonesia,2.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,Home,1981,Asia
10931,1981-09-09,Netherlands,Republic of Ireland,2.0,2.0,FIFA World Cup qualification,Rotterdam,Netherlands,False,Draw,1981,Europe
10932,1981-09-09,Norway,England,2.0,1.0,FIFA World Cup qualification,Oslo,Norway,False,Home,1981,Europe
10933,1981-09-09,Romania,Bulgaria,1.0,2.0,Friendly,Bucharest,Romania,False,Away,1981,Europe
10934,1981-09-09,Scotland,Sweden,2.0,0.0,FIFA World Cup qualification,Glasgow,Scotland,False,Home,1981,Europe
10935,1981-09-10,Iraq,Thailand,7.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Home,1981,Asia
10936,1981-09-10,New Zealand,United Arab Emirates,0.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Away,1981,Asia
10937,1981-09-11,India,Indonesia,1.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Home,1981,Asia
10938,1981-09-12,Japan,New Zealand,0.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Away,1981,Asia
10939,1981-09-12,Malaysia,United Arab Emirates,0.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,Away,1981,Asia
10940,1981-09-13,Colombia,Uruguay,1.0,1.0,FIFA World Cup qualification,Bogotá,Colombia,False,Draw,1981,America
10941,1981-09-13,Iraq,Korea Republic,1.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Draw,1981,Asia
10942,1981-09-13,St. Vincent / Grenadines,Suriname,2.0,1.0,CFU Caribbean Cup qualification,Kingstown,St. Vincent / Grenadines,False,Home,1981,America
10943,1981-09-14,Indonesia,Japan,0.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Away,1981,Asia
10944,1981-09-15,Malaysia,India,2.0,2.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,Draw,1981,Asia
10945,1981-09-16,Iraq,Singapore,4.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Home,1981,Asia
10946,1981-09-16,Korea Republic,Thailand,1.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Draw,1981,Asia
10947,1981-09-18,Iraq,Japan,2.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Home,1981,Asia
10948,1981-09-20,Burkina Faso,Algeria,1.0,1.0,African Cup of Nations qualification,Ouagadougou,Upper Volta,False,Draw,1981,Africa
10949,1981-09-20,Venezuela,Cuba,1.0,0.0,Friendly,Barquisimeto,Venezuela,False,Home,1981,America
10950,1981-09-23,Austria,Spain,0.0,0.0,Friendly,Vienna,Austria,False,Draw,1981,Europe
10951,1981-09-23,Denmark,Norway,2.0,1.0,Nordic Championship,Copenhagen,Denmark,False,Home,1981,Europe
10952,1981-09-23,Germany,Finland,7.0,1.0,FIFA World Cup qualification,Bochum,Germany,False,Home,1981,Europe
10953,1981-09-23,Greece,Sweden,2.0,1.0,Friendly,Salonica,Greece,False,Home,1981,Europe
10954,1981-09-23,Iceland,Czechoslovakia,1.0,1.0,FIFA World Cup qualification,Reykjavík,Iceland,False,Draw,1981,Europe
10955,1981-09-23,Italy,Bulgaria,3.0,2.0,Friendly,Bologna,Italy,False,Home,1981,Europe
10956,1981-09-23,Portugal,Poland,2.0,0.0,Friendly,Lisbon,Portugal,False,Home,1981,Europe
10957,1981-09-23,Romania,Hungary,0.0,0.0,FIFA World Cup qualification,Bucharest,Romania,False,Draw,1981,Europe
10958,1981-09-23,Russia,Turkey,4.0,0.0,FIFA World Cup qualification,Moscow,Soviet Union,True,Home,1981,Europe
10959,1981-09-24,China PR,New Zealand,0.0,0.0,FIFA World Cup qualification,Beijing,China PR,False,Draw,1981,Asia
10960,1981-09-26,Uganda,Nigeria,1.0,0.0,Friendly,Kampala,Uganda,False,Home,1981,Africa
10961,1981-09-27,Morocco,Tunisia,2.0,2.0,Friendly,Kénitra,Morocco,False,Draw,1981,Africa
10962,1981-09-27,Suriname,St. Vincent / Grenadines,3.0,3.0,CFU Caribbean Cup qualification,Paramaribo,Suriname,False,Draw,1981,America
10963,1981-09-30,Botswana,Zimbabwe,0.0,1.0,Friendly,Gaborone,Botswana,False,Away,1981,Africa
10964,1981-09-30,Trinidad and Tobago,Grenada,3.0,1.0,Friendly,Arima,Trinidad and Tobago,False,Home,1981,America
10965,1981-10-02,Trinidad and Tobago,Grenada,5.0,1.0,Friendly,San Fernando,Trinidad and Tobago,False,Home,1981,America
10966,1981-10-03,New Zealand,China PR,1.0,0.0,FIFA World Cup qualification,Auckland,New Zealand,False,Home,1981,Oceania
10967,1981-10-03,Nigeria,Liberia,3.0,0.0,Friendly,Calabar,Nigeria,False,Home,1981,Africa
10968,1981-10-04,Ethiopia,Guinea,1.0,1.0,African Cup of Nations qualification,Addis Abeba,Ethiopia,False,Draw,1981,Africa
10969,1981-10-07,Turkey,Russia,0.0,3.0,FIFA World Cup qualification,Izmir,Turkey,False,Away,1981,Europe
10970,1981-10-10,New Zealand,Kuwait,1.0,2.0,FIFA World Cup qualification,Auckland,New Zealand,False,Away,1981,Oceania
10971,1981-10-10,Nigeria,Algeria,0.0,2.0,FIFA World Cup qualification,Lagos,Nigeria,False,Away,1981,Africa
10972,1981-10-10,Romania,Switzerland,1.0,2.0,FIFA World Cup qualification,Bucharest,Romania,False,Away,1981,Europe
10973,1981-10-12,Trinidad and Tobago,Canada,2.0,4.0,Friendly,San Fernando,Trinidad and Tobago,False,Away,1981,America
10974,1981-10-14,Albania,Bulgaria,0.0,2.0,FIFA World Cup qualification,Tirana,Albania,False,Away,1981,Europe
10975,1981-10-14,Austria,Germany,1.0,3.0,FIFA World Cup qualification,Vienna,Austria,False,Away,1981,Europe
10976,1981-10-14,Greece,Denmark,2.0,3.0,FIFA World Cup qualification,Salonica,Greece,False,Away,1981,Europe
10977,1981-10-14,Hungary,Switzerland,3.0,0.0,FIFA World Cup qualification,Budapest,Hungary,False,Home,1981,Europe
10978,1981-10-14,Republic of Ireland,France,3.0,2.0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,Home,1981,Europe
10979,1981-10-14,Netherlands,Belgium,3.0,0.0,FIFA World Cup qualification,Rotterdam,Netherlands,False,Home,1981,Europe
10980,1981-10-14,Northern Ireland,Scotland,0.0,0.0,FIFA World Cup qualification,Belfast,Northern Ireland,False,Draw,1981,Europe
10981,1981-10-14,Portugal,Sweden,1.0,2.0,FIFA World Cup qualification,Lisbon,Portugal,False,Away,1981,Europe
10982,1981-10-14,Spain,Luxembourg,3.0,0.0,Friendly,Valencia,Spain,False,Home,1981,Europe
10983,1981-10-14,Wales,Iceland,2.0,2.0,FIFA World Cup qualification,Swansea,Wales,False,Draw,1981,Europe
10984,1981-10-17,Saudi Arabia,Korea Republic,2.0,0.0,Friendly,Riyadh,Saudi Arabia,False,Home,1981,Asia
10985,1981-10-17,Yugoslavia,Italy,1.0,1.0,FIFA World Cup qualification,Belgrade,Yugoslavia,False,Draw,1981,Europe
10986,1981-10-18,China PR,Kuwait,3.0,0.0,FIFA World Cup qualification,Beijing,China PR,False,Home,1981,Asia
10987,1981-10-19,St. Vincent / Grenadines,Trinidad and Tobago,0.0,2.0,CFU Caribbean Cup,San Juan,Puerto Rico,True,Away,1981,America
10988,1981-10-21,Puerto Rico,St. Vincent / Grenadines,0.0,2.0,CFU Caribbean Cup,San Juan,Puerto Rico,False,Away,1981,America
10989,1981-10-24,Tunisia,Malta,0.0,1.0,Friendly,Tunis,Tunisia,False,Away,1981,Africa
10990,1981-10-26,United Arab Emirates,India,2.0,0.0,Friendly,Abu Dhabi,United Arab Emirates,False,Home,1981,Asia
10991,1981-10-28,Argentina,Poland,1.0,2.0,Friendly,Buenos Aires,Argentina,False,Away,1981,America
10992,1981-10-28,Brazil,Bulgaria,3.0,0.0,Friendly,Porto Alegre,Brazil,False,Home,1981,America
10993,1981-10-28,Israel,Portugal,4.0,1.0,FIFA World Cup qualification,Ramat-Gan,Israel,False,Home,1981,Europe
10994,1981-10-28,Russia,Czechoslovakia,2.0,0.0,FIFA World Cup qualification,Tbilisi,Soviet Union,True,Home,1981,Europe
10995,1981-10-28,Saudi Arabia,Sweden,1.0,2.0,Friendly,Riyadh,Saudi Arabia,False,Away,1981,Asia
10996,1981-10-28,United Arab Emirates,India,3.0,1.0,Friendly,Sharjah,United Arab Emirates,False,Home,1981,Asia
10997,1981-10-30,Algeria,Nigeria,2.0,1.0,FIFA World Cup qualification,Constantine,Algeria,False,Home,1981,Africa
10998,1981-10-31,Burundi,Tanzania,1.0,2.0,Friendly,Bujumbura,Burundi,False,Away,1981,Africa
10999,1981-10-31,Hungary,Norway,4.0,1.0,FIFA World Cup qualification,Budapest,Hungary,False,Home,1981,Europe
11000,1981-11-01,Mexico,Cuba,4.0,0.0,FIFA World Cup qualification,Tegucigalpa,Honduras,True,Home,1981,America
11001,1981-11-01,Senegal,Morocco,2.0,0.0,Friendly,Dakar,Senegal,False,Home,1981,Africa
11002,1981-11-02,Burundi,Tanzania,0.0,1.0,Friendly,Bujumbura,Burundi,False,Away,1981,Africa
11003,1981-11-02,Canada,El Salvador,1.0,0.0,FIFA World Cup qualification,Tegucigalpa,Honduras,True,Home,1981,America
11004,1981-11-03,Honduras,Haiti,4.0,0.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False,Home,1981,America
11005,1981-11-04,Saudi Arabia,Kuwait,0.0,1.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,Away,1981,Asia
11006,1981-11-04,Trinidad and Tobago,Barbados,2.0,1.0,Friendly,Arima,Trinidad and Tobago,False,Home,1981,America
11007,1981-11-06,Canada,Haiti,1.0,1.0,FIFA World Cup qualification,Tegucigalpa,Honduras,True,Draw,1981,America
11008,1981-11-06,Mexico,El Salvador,0.0,1.0,FIFA World Cup qualification,Tegucigalpa,Honduras,True,Away,1981,America
11009,1981-11-06,Trinidad and Tobago,Barbados,0.0,0.0,Friendly,Port of Spain,Trinidad and Tobago,False,Draw,1981,America
11010,1981-11-08,Honduras,Cuba,2.0,0.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False,Home,1981,America
11011,1981-11-08,Tunisia,Cameroon,1.0,1.0,Friendly,Tunis,Tunisia,False,Draw,1981,Africa
11012,1981-11-09,Thailand,Singapore,2.0,1.0,King's Cup,Bangkok,Thailand,False,Home,1981,Asia
11013,1981-11-11,Argentina,Czechoslovakia,1.0,1.0,Friendly,Buenos Aires,Argentina,False,Draw,1981,America
11014,1981-11-11,Bulgaria,Austria,0.0,0.0,FIFA World Cup qualification,Sofia,Bulgaria,False,Draw,1981,Europe
11015,1981-11-11,Cuba,El Salvador,0.0,0.0,FIFA World Cup qualification,Tegucigalpa,Honduras,True,Draw,1981,America
11016,1981-11-11,Haiti,Mexico,1.0,1.0,FIFA World Cup qualification,Tegucigalpa,Honduras,True,Draw,1981,America
11017,1981-11-11,Malaysia,Singapore,0.0,1.0,King's Cup,Chonburi,Thailand,True,Away,1981,Asia
11018,1981-11-11,Switzerland,Romania,0.0,0.0,FIFA World Cup qualification,Berne,Switzerland,False,Draw,1981,Europe
11019,1981-11-11,Thailand,Pakistan,1.0,0.0,King's Cup,Bangkok,Thailand,False,Home,1981,Asia
11020,1981-11-12,Honduras,Canada,2.0,1.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False,Home,1981,America
11021,1981-11-12,Saudi Arabia,China PR,2.0,4.0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,True,Away,1981,Asia
11022,1981-11-13,Malaysia,Pakistan,2.0,3.0,King's Cup,Bangkok,Thailand,True,Away,1981,Asia
11023,1981-11-14,Italy,Greece,1.0,1.0,FIFA World Cup qualification,Turin,Italy,False,Draw,1981,Europe
11024,1981-11-14,Kenya,Malawi,1.0,0.0,CECAFA Cup,Dar es Salaam,Tanzania,True,Home,1981,Africa
11025,1981-11-15,Haiti,Cuba,0.0,2.0,FIFA World Cup qualification,Tegucigalpa,Honduras,True,Away,1981,America
11026,1981-11-15,Mexico,Canada,1.0,1.0,FIFA World Cup qualification,Tegucigalpa,Honduras,True,Draw,1981,America
11027,1981-11-15,Morocco,Cameroon,0.0,2.0,FIFA World Cup qualification,Kenitra,Morocco,False,Away,1981,Africa
11028,1981-11-15,Poland,Malta,6.0,0.0,FIFA World Cup qualification,Wrocław,Poland,False,Home,1981,Europe
11029,1981-11-15,Sudan,Uganda,2.0,2.0,CECAFA Cup,Dodoma,Tanzania,True,Draw,1981,Africa
11030,1981-11-15,Thailand,Malaysia,2.0,0.0,King's Cup,Bangkok,Thailand,False,Home,1981,Asia
11031,1981-11-16,Honduras,El Salvador,0.0,0.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False,Draw,1981,America
11032,1981-11-17,Pakistan,Singapore,1.0,0.0,King's Cup,Bangkok,Thailand,True,Home,1981,Asia
11033,1981-11-17,Sudan,Zimbabwe,0.0,0.0,CECAFA Cup,Dodoma,Tanzania,True,Draw,1981,Africa
11034,1981-11-17,Tanzania,Malawi,2.0,2.0,CECAFA Cup,Dar es Salaam,Tanzania,False,Draw,1981,Africa
11035,1981-11-17,Uganda,Zambia,3.0,1.0,CECAFA Cup,Dodoma,Tanzania,True,Home,1981,Africa
11036,1981-11-18,England,Hungary,1.0,0.0,FIFA World Cup qualification,London,England,False,Home,1981,Europe
11037,1981-11-18,France,Netherlands,2.0,0.0,FIFA World Cup qualification,Paris,France,False,Home,1981,Europe
11038,1981-11-18,Germany,Albania,8.0,0.0,FIFA World Cup qualification,Dortmund,Germany,False,Home,1981,Europe
11039,1981-11-18,Northern Ireland,Israel,1.0,0.0,FIFA World Cup qualification,Belfast,Northern Ireland,False,Home,1981,Europe
11040,1981-11-18,Poland,Spain,2.0,3.0,Friendly,Łódź,Poland,False,Away,1981,Europe
11041,1981-11-18,Portugal,Scotland,2.0,1.0,FIFA World Cup qualification,Lisbon,Portugal,False,Home,1981,Europe
11042,1981-11-18,Russia,Wales,3.0,0.0,FIFA World Cup qualification,Tbilisi,Soviet Union,True,Home,1981,Europe
11043,1981-11-19,China PR,Saudi Arabia,2.0,0.0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,True,Home,1981,Asia
11044,1981-11-19,El Salvador,Haiti,1.0,0.0,FIFA World Cup qualification,Tegucigalpa,Honduras,True,Home,1981,America
11045,1981-11-19,Zambia,Zimbabwe,1.0,1.0,CECAFA Cup,Dar es Salaam,Tanzania,True,Draw,1981,Africa
11046,1981-11-20,Tanzania,Kenya,1.0,0.0,CECAFA Cup,Dodoma,Tanzania,False,Home,1981,Africa
11047,1981-11-21,Cuba,Canada,2.0,2.0,FIFA World Cup qualification,Tegucigalpa,Honduras,True,Draw,1981,America
11048,1981-11-21,Sudan,Zambia,0.0,2.0,CECAFA Cup,Dar es Salaam,Tanzania,True,Away,1981,Africa
11049,1981-11-21,Yugoslavia,Luxembourg,5.0,0.0,FIFA World Cup qualification,Novi Sad,Yugoslavia,False,Home,1981,Europe
11050,1981-11-22,Germany,Bulgaria,4.0,0.0,FIFA World Cup qualification,Düsseldorf,Germany,False,Home,1981,Europe
11051,1981-11-22,Honduras,Mexico,0.0,0.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False,Draw,1981,America
11052,1981-11-24,Kenya,Uganda,3.0,1.0,CECAFA Cup,Dar es Salaam,Tanzania,True,Home,1981,Africa
11053,1981-11-24,Tanzania,Zambia,2.0,1.0,CECAFA Cup,Dodoma,Tanzania,False,Home,1981,Africa
11054,1981-11-27,Uganda,Zambia,0.0,1.0,CECAFA Cup,Dodoma,Tanzania,True,Away,1981,Africa
11055,1981-11-28,New Zealand,Saudi Arabia,2.0,2.0,FIFA World Cup qualification,Auckland,New Zealand,False,Draw,1981,Oceania
11056,1981-11-28,Tanzania,Kenya,0.0,1.0,CECAFA Cup,Dar es Salaam,Tanzania,False,Away,1981,Africa
11057,1981-11-29,Cameroon,Morocco,2.0,1.0,FIFA World Cup qualification,Yaoundé,Cameroon,False,Home,1981,Africa
11058,1981-11-29,Czechoslovakia,Russia,1.0,1.0,FIFA World Cup qualification,Bratislava,Czechoslovakia,False,Draw,1981,Europe
11059,1981-11-29,Greece,Yugoslavia,1.0,2.0,FIFA World Cup qualification,Piraeus,Greece,False,Away,1981,Europe
11060,1981-11-30,Kuwait,China PR,1.0,0.0,FIFA World Cup qualification,Kuwait City,Kuwait,False,Home,1981,Asia
11061,1981-12-05,France,Cyprus,4.0,0.0,FIFA World Cup qualification,Paris,France,False,Home,1981,Europe
11062,1981-12-05,Italy,Luxembourg,1.0,0.0,FIFA World Cup qualification,Naples,Italy,False,Home,1981,Europe
11063,1981-12-07,Kuwait,Saudi Arabia,2.0,0.0,FIFA World Cup qualification,Kuwait City,Kuwait,False,Home,1981,Asia
11064,1981-12-14,Kuwait,New Zealand,2.0,2.0,FIFA World Cup qualification,Kuwait City,Kuwait,False,Draw,1981,Asia
11065,1981-12-16,Bulgaria,Portugal,5.0,2.0,Friendly,Haskovo,Bulgaria,False,Home,1981,Europe
11066,1981-12-16,Spain,Belgium,2.0,0.0,Friendly,Valencia,Spain,False,Home,1981,Europe
11067,1981-12-19,Saudi Arabia,New Zealand,0.0,5.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,Away,1981,Asia
11068,1981-12-29,United Arab Emirates,Tunisia,1.0,4.0,Friendly,al-Ain,United Arab Emirates,False,Away,1981,Asia
11069,1982-01-10,China PR,New Zealand,1.0,2.0,FIFA World Cup qualification,Kallang,Singapore,True,Away,1982,Asia
11070,1982-01-17,Cameroon,Congo,2.0,1.0,Friendly,Yaoundé,Cameroon,False,Home,1982,Africa
11071,1982-01-17,Ethiopia,Tanzania,0.0,2.0,Friendly,Addis Abeba,Ethiopia,False,Away,1982,Africa
11072,1982-01-17,Singapore,Bahrain,2.0,0.0,Friendly,Kallang,Singapore,False,Home,1982,Asia
11073,1982-01-19,Ethiopia,Tanzania,0.0,0.0,Friendly,Addis Abeba,Ethiopia,False,Draw,1982,Africa
11074,1982-01-20,Greece,Portugal,1.0,2.0,Friendly,Athens,Greece,False,Away,1982,Europe
11075,1982-01-24,Benin,Mali,2.0,3.0,Friendly,Cotonou,Benin,False,Away,1982,Africa
11076,1982-01-24,Burkina Faso,Senegal,0.0,0.0,Friendly,Bobo Dioulasso,Upper Volta,False,Draw,1982,Africa
11077,1982-01-31,Senegal,Benin,1.0,0.0,Friendly,Dakar,Senegal,False,Home,1982,Africa
11078,1982-02-05,Libya,Guinea,3.0,0.0,Friendly,Tripoli,Libya,False,Home,1982,Africa
11079,1982-02-06,Mali,Niger,2.0,2.0,Friendly,Bamako,Mali,False,Draw,1982,Africa
11080,1982-02-07,Tunisia,Algeria,0.0,1.0,Friendly,Tunis,Tunisia,False,Away,1982,Africa
11081,1982-02-11,Cabo Verde,Gambia,2.0,0.0,Amílcar Cabral Cup,Praia,Cabo Verde,False,Home,1982,Africa
11082,1982-02-11,Guinea,Senegal,1.0,1.0,Amílcar Cabral Cup,Praia,Cabo Verde,True,Draw,1982,Africa
11083,1982-02-11,Guinea-Bissau,Sierra Leone,1.0,2.0,Amílcar Cabral Cup,Praia,Cabo Verde,True,Away,1982,Africa
11084,1982-02-11,Mali,Mauritania,4.0,0.0,Amílcar Cabral Cup,Praia,Cabo Verde,True,Home,1982,Africa
11085,1982-02-11,New Zealand,Hungary,1.0,2.0,Friendly,Auckland,New Zealand,False,Away,1982,Oceania
11086,1982-02-13,Benin,Ghana,0.0,4.0,West African Cup,Cotonou,Benin,False,Away,1982,Africa
11087,1982-02-13,Cabo Verde,Mali,1.0,0.0,Amílcar Cabral Cup,Praia,Cabo Verde,False,Home,1982,Africa
11088,1982-02-13,Gambia,Mauritania,3.0,1.0,Amílcar Cabral Cup,Praia,Cabo Verde,True,Home,1982,Africa
11089,1982-02-13,Guinea,Sierra Leone,1.0,0.0,Amílcar Cabral Cup,Praia,Cabo Verde,True,Home,1982,Africa
11090,1982-02-13,Guinea-Bissau,Senegal,0.0,1.0,Amílcar Cabral Cup,Praia,Cabo Verde,True,Away,1982,Africa
11091,1982-02-13,Liberia,Togo,0.0,1.0,West African Cup,Cotonou,Benin,True,Away,1982,Africa
11092,1982-02-14,Ethiopia,Uganda,1.0,2.0,Friendly,Addis Abeba,Ethiopia,False,Away,1982,Africa
11093,1982-02-14,New Zealand,Hungary,1.0,2.0,Friendly,Christchurch,New Zealand,False,Away,1982,Oceania
11094,1982-02-15,Benin,Niger,2.0,0.0,West African Cup,Cotonou,Benin,False,Home,1982,Africa
11095,1982-02-15,Cabo Verde,Mauritania,1.0,2.0,Amílcar Cabral Cup,Praia,Cabo Verde,False,Away,1982,Africa
11096,1982-02-15,Gambia,Mali,1.0,1.0,Amílcar Cabral Cup,Praia,Cabo Verde,True,Draw,1982,Africa
11097,1982-02-15,Ghana,Côte d'Ivoire,5.0,5.0,West African Cup,Cotonou,Benin,True,Draw,1982,Africa
11098,1982-02-15,Guinea-Bissau,Guinea,0.0,0.0,Amílcar Cabral Cup,Praia,Cabo Verde,True,Draw,1982,Africa
11099,1982-02-15,Liberia,Burkina Faso,1.0,2.0,West African Cup,Cotonou,Benin,True,Away,1982,Africa
11100,1982-02-15,Senegal,Sierra Leone,2.0,0.0,Amílcar Cabral Cup,Praia,Cabo Verde,True,Home,1982,Africa
11101,1982-02-16,Bangladesh,Nepal,1.0,1.0,Friendly,Karachi,Pakistan,True,Draw,1982,Asia
11102,1982-02-16,India,China PR,1.0,1.0,Nehru Cup,Calcutta,India,False,Draw,1982,Asia
11103,1982-02-17,Benin,Côte d'Ivoire,3.0,3.0,West African Cup,Cotonou,Benin,False,Draw,1982,Africa
11104,1982-02-17,Cabo Verde,Guinea,0.0,1.0,Amílcar Cabral Cup,Praia,Cabo Verde,False,Away,1982,Africa
11105,1982-02-17,Germany,Portugal,3.0,1.0,Friendly,Hanover,Germany,False,Home,1982,Europe
11106,1982-02-17,Ghana,Niger,2.0,2.0,West African Cup,Cotonou,Benin,True,Draw,1982,Africa
11107,1982-02-17,Mali,Senegal,0.0,1.0,Amílcar Cabral Cup,Praia,Cabo Verde,True,Away,1982,Africa
11108,1982-02-17,Nepal,Oman,0.0,1.0,Friendly,Karachi,Pakistan,True,Away,1982,Asia
11109,1982-02-17,Togo,Burkina Faso,2.0,1.0,West African Cup,Cotonou,Benin,True,Home,1982,Africa
11110,1982-02-18,Ethiopia,Uganda,1.0,0.0,Friendly,Asmara,Ethiopia,False,Home,1982,Africa
11111,1982-02-18,India,Korea Republic,2.0,2.0,Nehru Cup,Calcutta,India,False,Draw,1982,Asia
11112,1982-02-18,Zambia,Botswana,2.0,0.0,Friendly,Lusaka,Zambia,False,Home,1982,Africa
11113,1982-02-19,Bangladesh,Oman,1.0,3.0,Friendly,Karachi,Pakistan,True,Away,1982,Asia
11114,1982-02-19,Cabo Verde,Mali,1.0,2.0,Amílcar Cabral Cup,Praia,Cabo Verde,False,Away,1982,Africa
11115,1982-02-19,Ghana,Burkina Faso,1.0,0.0,West African Cup,Cotonou,Benin,True,Home,1982,Africa
11116,1982-02-19,Guinea,Senegal,3.0,0.0,Amílcar Cabral Cup,Praia,Cabo Verde,True,Home,1982,Africa
11117,1982-02-19,Côte d'Ivoire,Niger,1.0,1.0,West African Cup,Cotonou,Benin,True,Draw,1982,Africa
11118,1982-02-19,Libya,Qatar,2.0,1.0,Friendly,Tripoli,Libya,False,Home,1982,Africa
11119,1982-02-20,Finland,Sweden,2.0,2.0,Friendly,Lahti,Finland,False,Draw,1982,Europe
11120,1982-02-20,Korea Republic,Uruguay,2.0,2.0,Nehru Cup,Calcutta,India,True,Draw,1982,Asia
11121,1982-02-21,Finland,Sweden,2.0,1.0,Friendly,Lahti,Finland,False,Home,1982,Europe
11122,1982-02-21,Côte d'Ivoire,Togo,1.0,1.0,West African Cup,Cotonou,Benin,True,Draw,1982,Africa
11123,1982-02-22,China PR,Uruguay,0.0,0.0,Nehru Cup,Calcutta,India,True,Draw,1982,Asia
11124,1982-02-22,Côte d'Ivoire,Burkina Faso,1.0,1.0,West African Cup,Cotonou,Benin,True,Draw,1982,Africa
11125,1982-02-23,England,Northern Ireland,4.0,0.0,British Championship,London,England,False,Home,1982,Europe
11126,1982-02-23,France,Italy,2.0,0.0,Friendly,Paris,France,False,Home,1982,Europe
11127,1982-02-23,Ghana,Togo,2.0,1.0,West African Cup,Cotonou,Benin,True,Home,1982,Africa
11128,1982-02-24,Spain,Scotland,3.0,0.0,Friendly,Valencia,Spain,False,Home,1982,Europe
