,home_team,away_team,home_score,away_score,tournament,country,neutral,outcome,year,continent
13574,Chile,Ecuador,6.0,2.0,FIFA World Cup qualification,Chile,False,Home,1985,America
13575,French Guiana,Suriname,0.0,1.0,CFU Caribbean Cup qualification,French Guiana,False,Away,1985,America
13576,Jamaica,Canada,0.0,0.0,Friendly,Jamaica,False,Draw,1985,America
13577,Indonesia,Bangladesh,2.0,0.0,FIFA World Cup qualification,Indonesia,False,Home,1985,Asia
13578,Iraq,Lebanon,6.0,0.0,FIFA World Cup qualification,Kuwait,True,Home,1985,Asia
13579,Costa Rica,Canada,1.0,0.0,Friendly,Costa Rica,False,Home,1985,America
13580,Indonesia,India,2.0,1.0,FIFA World Cup qualification,Indonesia,False,Home,1985,Asia
13581,Japan,Korea DPR,1.0,0.0,FIFA World Cup qualification,Japan,False,Home,1985,Asia
13582,Peru,Ecuador,1.0,0.0,Friendly,Peru,False,Home,1985,America
13583,Mauritania,Algeria,1.0,1.0,African Cup of Nations qualification,Mauritania,False,Draw,1985,Africa
13584,Qatar,Lebanon,7.0,0.0,FIFA World Cup qualification,Qatar,False,Home,1985,Asia
13585,Syria,Kuwait,1.0,0.0,FIFA World Cup qualification,Syria,False,Home,1985,Asia
13586,Thailand,Bangladesh,3.0,0.0,FIFA World Cup qualification,Thailand,False,Home,1985,Asia
13587,Zambia,Malawi,1.0,1.0,Friendly,Zambia,False,Draw,1985,Africa
13588,Brunei,Philippines,4.0,1.0,Friendly,Brunei,False,Home,1985,Asia
13589,Chile,Uruguay,2.0,0.0,FIFA World Cup qualification,Chile,False,Home,1985,America
13590,Costa Rica,Canada,0.0,0.0,Friendly,Costa Rica,False,Draw,1985,America
13591,Guyana,Suriname,0.0,1.0,CFU Caribbean Cup qualification,Guyana,False,Away,1985,America
13592,St. Vincent / Grenadines,Grenada,3.0,0.0,CFU Caribbean Cup qualification,St. Vincent / Grenadines,False,Home,1985,America
13593,Zambia,Malawi,2.0,2.0,Friendly,Zambia,False,Draw,1985,Africa
13594,England,Republic of Ireland,2.0,1.0,Friendly,England,False,Home,1985,Europe
13595,Thailand,India,0.0,0.0,FIFA World Cup qualification,Thailand,False,Draw,1985,Asia
13596,Belgium,Greece,2.0,0.0,FIFA World Cup qualification,Belgium,False,Home,1985,Europe
13597,Germany,Malta,6.0,0.0,FIFA World Cup qualification,Germany,False,Home,1985,Europe
13598,Qatar,Lebanon,8.0,0.0,FIFA World Cup qualification,Qatar,False,Home,1985,Asia
13599,Romania,Poland,0.0,0.0,Friendly,Romania,False,Draw,1985,Europe
13600,Russia,Austria,2.0,0.0,Friendly,Soviet Union,False,Home,1985,Europe
13601,Scotland,Wales,0.0,1.0,FIFA World Cup qualification,Scotland,False,Away,1985,Europe
13602,Spain,Northern Ireland,0.0,0.0,Friendly,Spain,False,Draw,1985,Europe
13603,Switzerland,Czechoslovakia,2.0,0.0,Friendly,Switzerland,False,Home,1985,Europe
13604,Yugoslavia,Luxembourg,1.0,0.0,FIFA World Cup qualification,Yugoslavia,False,Home,1985,Europe
13605,Albania,Turkey,0.0,0.0,Friendly,Albania,False,Draw,1985,Europe
13606,Egypt,Cameroon,2.0,0.0,Friendly,Egypt,False,Home,1985,Africa
13607,Jordan,Iraq,2.0,3.0,FIFA World Cup qualification,Jordan,False,Away,1985,Asia
13608,Libya,Tunisia,2.0,0.0,African Cup of Nations qualification,Libya,False,Home,1985,Africa
13609,Panama,Guatemala,0.0,0.0,Friendly,Panama,False,Draw,1985,America
13610,Thailand,Indonesia,0.0,1.0,FIFA World Cup qualification,Thailand,False,Away,1985,Asia
13611,Yemen,Syria,0.0,1.0,FIFA World Cup qualification,Yemen AR,True,Away,1985,Asia
13612,Yemen DPR,Bahrain,1.0,4.0,FIFA World Cup qualification,Yemen DPR,False,Away,1985,Asia
13613,Bangladesh,India,1.0,2.0,FIFA World Cup qualification,Bangladesh,False,Away,1985,Asia
13614,Angola,Algeria,0.0,0.0,FIFA World Cup qualification,Angola,False,Draw,1985,Africa
13615,Congo,Congo DR,2.0,5.0,African Cup of Nations qualification,Congo,False,Away,1985,Africa
13616,Ecuador,Uruguay,0.0,2.0,FIFA World Cup qualification,Ecuador,False,Away,1985,America
13617,Egypt,Cameroon,2.0,1.0,Friendly,Egypt,False,Home,1985,Africa
13618,Ghana,Guinea,1.0,1.0,African Cup of Nations qualification,Ghana,False,Draw,1985,Africa
13619,Côte d'Ivoire,Mali,6.0,0.0,African Cup of Nations qualification,Côte d'Ivoire,False,Home,1985,Africa
13620,Kuwait,Iceland,1.0,1.0,Friendly,Kuwait,False,Draw,1985,Asia
13621,Malaysia,Nepal,5.0,0.0,FIFA World Cup qualification,Malaysia,False,Home,1985,Asia
13622,Togo,Senegal,0.0,1.0,African Cup of Nations qualification,Togo,False,Away,1985,Africa
13623,Bangladesh,Indonesia,2.0,1.0,FIFA World Cup qualification,Bangladesh,False,Home,1985,Asia
13624,Canada,USA,2.0,0.0,Friendly,Canada,False,Home,1985,America
13625,Syria,United Arab Emirates,2.0,1.0,Friendly,Bahrain,True,Home,1985,Asia
13626,Guadeloupe,Trinidad and Tobago,1.0,1.0,CFU Caribbean Cup qualification,Guadeloupe,False,Draw,1985,America
13627,Hungary,Cyprus,2.0,0.0,FIFA World Cup qualification,Hungary,False,Home,1985,Europe
13628,Italy,Portugal,2.0,0.0,Friendly,Italy,False,Home,1985,Europe
13629,Malta,Jordan,3.0,1.0,Friendly,Malta,False,Home,1985,Europe
13630,Romania,Turkey,3.0,0.0,FIFA World Cup qualification,Romania,False,Home,1985,Europe
13631,Yugoslavia,France,0.0,0.0,FIFA World Cup qualification,Yugoslavia,False,Draw,1985,Europe
13632,USA,Canada,1.0,1.0,Friendly,USA,False,Draw,1985,America
13633,Bahrain,United Arab Emirates,3.0,2.0,Friendly,Bahrain,False,Home,1985,Asia
13634,Bangladesh,Thailand,1.0,0.0,FIFA World Cup qualification,Bangladesh,False,Home,1985,Asia
13635,Egypt,Madagascar,1.0,0.0,FIFA World Cup qualification,Egypt,False,Home,1985,Africa
13636,Kuwait,Yemen,5.0,0.0,FIFA World Cup qualification,Kuwait,False,Home,1985,Asia
13637,Qatar,Iraq,3.0,0.0,FIFA World Cup qualification,Qatar,False,Home,1985,Asia
13638,Brunei,Hong Kong,1.0,5.0,FIFA World Cup qualification,Brunei,False,Away,1985,Asia
13639,Bulgaria,German DR,1.0,0.0,FIFA World Cup qualification,Bulgaria,False,Home,1985,Europe
13640,India,Indonesia,1.0,1.0,FIFA World Cup qualification,India,False,Draw,1985,Asia
13641,Kenya,Nigeria,0.0,3.0,FIFA World Cup qualification,Kenya,False,Away,1985,Africa
13642,Korea Republic,Nepal,4.0,0.0,FIFA World Cup qualification,Korea Republic,False,Home,1985,Asia
13643,Côte d'Ivoire,Ghana,0.0,0.0,FIFA World Cup qualification,Côte d'Ivoire,False,Draw,1985,Africa
13644,Mali,Togo,4.0,0.0,Friendly,Mali,False,Home,1985,Africa
13645,Morocco,Malawi,2.0,0.0,FIFA World Cup qualification,Morocco,False,Home,1985,Africa
13646,Syria,United Arab Emirates,0.0,4.0,Friendly,Bahrain,True,Away,1985,Asia
13647,Uruguay,Chile,2.0,1.0,FIFA World Cup qualification,Uruguay,False,Home,1985,America
13648,Zambia,Cameroon,4.0,1.0,FIFA World Cup qualification,Zambia,False,Home,1985,Africa
13649,India,Thailand,1.0,1.0,FIFA World Cup qualification,India,False,Draw,1985,Asia
13650,Bahrain,Yemen DPR,3.0,3.0,FIFA World Cup qualification,Bahrain,False,Draw,1985,Asia
13651,India,Bangladesh,2.0,1.0,FIFA World Cup qualification,India,False,Home,1985,Asia
13652,Kuwait,Syria,0.0,0.0,FIFA World Cup qualification,Kuwait,False,Draw,1985,Asia
13653,Qatar,Jordan,2.0,0.0,FIFA World Cup qualification,Qatar,False,Home,1985,Asia
13654,Saudi Arabia,United Arab Emirates,0.0,0.0,FIFA World Cup qualification,Saudi Arabia,False,Draw,1985,Asia
13655,Brunei,Macau,1.0,2.0,FIFA World Cup qualification,Brunei,False,Away,1985,Asia
13656,Canada,Haiti,2.0,0.0,FIFA World Cup qualification,Canada,False,Home,1985,America
13657,Congo DR,Congo,0.0,0.0,African Cup of Nations qualification,Zaïre,False,Draw,1985,Africa
13658,Guinea,Ghana,1.0,4.0,African Cup of Nations qualification,Guinea,False,Away,1985,Africa
13659,Mali,Côte d'Ivoire,1.0,1.0,African Cup of Nations qualification,Mali,False,Draw,1985,Africa
13660,Panama,Trinidad and Tobago,0.0,0.0,Friendly,Panama,False,Draw,1985,America
13661,Senegal,Togo,1.0,1.0,African Cup of Nations qualification,Senegal,False,Draw,1985,Africa
13662,Tunisia,Libya,1.0,0.0,African Cup of Nations qualification,Tunisia,False,Home,1985,Africa
13663,Mozambique,Malawi,1.0,1.0,African Cup of Nations qualification,Mozambique,False,Draw,1985,Africa
13664,Austria,Hungary,0.0,3.0,FIFA World Cup qualification,Austria,False,Away,1985,Europe
13665,Colombia,Paraguay,2.0,0.0,Friendly,Colombia,False,Home,1985,America
13666,German DR,Norway,1.0,0.0,Friendly,German DR,False,Home,1985,Europe
13667,Germany,Bulgaria,4.0,1.0,Friendly,Germany,False,Home,1985,Europe
13668,Panama,Trinidad and Tobago,1.0,1.0,Friendly,Panama,False,Draw,1985,America
13669,Poland,Finland,2.0,1.0,Friendly,Poland,False,Home,1985,Europe
13670,Switzerland,Russia,2.0,2.0,FIFA World Cup qualification,Switzerland,False,Draw,1985,Europe
13671,Algeria,Angola,3.0,2.0,FIFA World Cup qualification,Algeria,False,Home,1985,Africa
13672,Colombia,Paraguay,2.0,2.0,Friendly,Colombia,False,Draw,1985,America
13673,Iraq,Jordan,2.0,0.0,FIFA World Cup qualification,Kuwait,True,Home,1985,Asia
13674,Syria,Yemen,3.0,0.0,FIFA World Cup qualification,Syria,False,Home,1985,Asia
13675,United Arab Emirates,Saudi Arabia,1.0,0.0,FIFA World Cup qualification,United Arab Emirates,False,Home,1985,Asia
13676,Barbados,Jamaica,2.0,2.0,Friendly,Barbados,False,Draw,1985,America
13677,Canada,Guatemala,2.0,1.0,FIFA World Cup qualification,Canada,False,Home,1985,America
13678,Nigeria,Kenya,3.0,1.0,FIFA World Cup qualification,Nigeria,False,Home,1985,Africa
13679,Bolivia,Venezuela,4.0,0.0,Friendly,Bolivia,False,Home,1985,America
13680,Cameroon,Zambia,1.0,1.0,FIFA World Cup qualification,Cameroon,False,Draw,1985,Africa
13681,Ghana,Côte d'Ivoire,2.0,0.0,FIFA World Cup qualification,Ghana,False,Home,1985,Africa
13682,Madagascar,Egypt,1.0,0.0,FIFA World Cup qualification,Madagascar,False,Home,1985,Africa
13683,Malawi,Morocco,0.0,0.0,FIFA World Cup qualification,Malawi,False,Draw,1985,Africa
13684,Malta,Czechoslovakia,0.0,0.0,FIFA World Cup qualification,Malta,False,Draw,1985,Europe
13685,Togo,Mali,3.0,0.0,Friendly,Togo,False,Home,1985,Africa
13686,Peru,Uruguay,2.0,1.0,Friendly,Peru,False,Home,1985,America
13687,Costa Rica,Trinidad and Tobago,3.0,0.0,FIFA World Cup qualification,Costa Rica,False,Home,1985,America
13688,Luxembourg,Iceland,0.0,0.0,Friendly,Luxembourg,False,Draw,1985,Europe
13689,Brazil,Colombia,2.0,1.0,Friendly,Brazil,False,Home,1985,America
13690,Haiti,Guatemala,0.0,1.0,FIFA World Cup qualification,Haiti,False,Away,1985,America
13691,Yemen,Kuwait,1.0,3.0,FIFA World Cup qualification,Yemen AR,True,Away,1985,Asia
13692,Suriname,Guadeloupe,0.0,1.0,CFU Caribbean Cup qualification,French Guiana,True,Away,1985,America
13693,Bangladesh,Indonesia,1.0,1.0,Friendly,Pakistan,True,Draw,1985,Asia
13694,Brazil,Peru,0.0,1.0,Friendly,Brazil,False,Away,1985,America
13695,Colombia,Uruguay,2.0,1.0,Friendly,Colombia,False,Home,1985,America
13696,Costa Rica,Trinidad and Tobago,1.0,1.0,FIFA World Cup qualification,Costa Rica,False,Draw,1985,America
13697,Macau,Hong Kong,0.0,2.0,FIFA World Cup qualification,Macau,False,Away,1985,Asia
13698,Pakistan,Korea DPR,0.0,0.0,Friendly,Pakistan,False,Draw,1985,Asia
13699,Paraguay,Argentina,1.0,0.0,Friendly,Paraguay,False,Home,1985,America
13700,Korea DPR,Nepal,8.0,1.0,Friendly,Pakistan,True,Home,1985,Asia
13701,Czechoslovakia,Germany,1.0,5.0,FIFA World Cup qualification,Czechoslovakia,False,Away,1985,Europe
13702,Korea DPR,Japan,0.0,0.0,FIFA World Cup qualification,Korea DPR,False,Draw,1985,Asia
13703,Pakistan,Nepal,1.0,0.0,Friendly,Pakistan,False,Home,1985,Asia
13704,Wales,Spain,3.0,0.0,FIFA World Cup qualification,Wales,False,Home,1985,Europe
13705,Belgium,Poland,2.0,0.0,FIFA World Cup qualification,Belgium,False,Home,1985,Europe
13706,Bolivia,Peru,0.0,0.0,Friendly,Bolivia,False,Draw,1985,America
13707,Republic of Ireland,Norway,0.0,0.0,FIFA World Cup qualification,Republic of Ireland,False,Draw,1985,Europe
13708,Israel,Sweden,1.0,1.0,Friendly,Israel,False,Draw,1985,Europe
13709,Luxembourg,Yugoslavia,0.0,1.0,FIFA World Cup qualification,Luxembourg,False,Away,1985,Europe
13710,Netherlands,Austria,1.0,1.0,FIFA World Cup qualification,Netherlands,False,Draw,1985,Europe
13711,Northern Ireland,Turkey,2.0,0.0,FIFA World Cup qualification,Northern Ireland,False,Home,1985,Europe
13712,Romania,England,0.0,0.0,FIFA World Cup qualification,Romania,False,Draw,1985,Europe
13713,Tunisia,Algeria,1.0,0.0,Friendly,Tunisia,False,Home,1985,Africa
13714,Brazil,Uruguay,2.0,0.0,Friendly,Brazil,False,Home,1985,America
13715,Bulgaria,France,2.0,0.0,FIFA World Cup qualification,Bulgaria,False,Home,1985,Europe
13716,Indonesia,Korea DPR,0.0,7.0,Friendly,Pakistan,True,Away,1985,Asia
13717,Pakistan,Bangladesh,1.0,3.0,Friendly,Pakistan,False,Away,1985,Asia
13718,Russia,Switzerland,4.0,0.0,FIFA World Cup qualification,Soviet Union,True,Home,1985,Europe
13719,Zimbabwe,Malawi,1.0,3.0,Friendly,Zimbabwe,False,Away,1985,Africa
13720,Bangladesh,Korea DPR,0.0,1.0,Friendly,Pakistan,True,Away,1985,Asia
13721,Hong Kong,Macau,2.0,0.0,FIFA World Cup qualification,Hong Kong,False,Home,1985,Asia
13722,Pakistan,Indonesia,1.0,3.0,Friendly,Pakistan,False,Away,1985,Asia
13723,Brazil,Argentina,2.0,1.0,Friendly,Brazil,False,Home,1985,America
13724,Guatemala,Canada,1.0,1.0,FIFA World Cup qualification,Guatemala,False,Draw,1985,America
13725,Iraq,Qatar,2.0,1.0,FIFA World Cup qualification,India,True,Home,1985,Asia
13726,Trinidad and Tobago,Suriname,0.0,1.0,CFU Caribbean Cup qualification,Trinidad and Tobago,False,Away,1985,America
13727,Austria,Cyprus,4.0,0.0,FIFA World Cup qualification,Austria,False,Home,1985,Europe
13728,Denmark,German DR,4.0,1.0,Friendly,Denmark,False,Home,1985,Europe
13729,Haiti,Canada,0.0,2.0,FIFA World Cup qualification,Haiti,False,Away,1985,America
13730,Argentina,Paraguay,1.0,1.0,Friendly,Argentina,False,Draw,1985,America
13731,Mauritania,Senegal,0.0,0.0,Friendly,Mauritania,False,Draw,1985,Africa
13732,China PR,Macau,6.0,0.0,FIFA World Cup qualification,China PR,False,Home,1985,Asia
13733,Argentina,Chile,2.0,0.0,Friendly,Argentina,False,Home,1985,America
13734,Hungary,Netherlands,0.0,1.0,FIFA World Cup qualification,Hungary,False,Away,1985,Europe
13735,Colombia,Brazil,1.0,0.0,Friendly,Colombia,False,Home,1985,America
13736,Guatemala,Haiti,4.0,0.0,FIFA World Cup qualification,Guatemala,False,Home,1985,America
13737,USA,Trinidad and Tobago,2.0,1.0,FIFA World Cup qualification,USA,False,Home,1985,America
13738,German DR,Luxembourg,3.0,1.0,FIFA World Cup qualification,German DR,False,Home,1985,Europe
13739,Japan,Singapore,5.0,0.0,FIFA World Cup qualification,Japan,False,Home,1985,Asia
13740,China PR,Hong Kong,1.0,2.0,FIFA World Cup qualification,China PR,False,Away,1985,Asia
13741,Greece,Poland,1.0,4.0,FIFA World Cup qualification,Greece,False,Away,1985,Europe
13742,Korea Republic,Malaysia,2.0,0.0,FIFA World Cup qualification,Korea Republic,False,Home,1985,Asia
13743,USA,Trinidad and Tobago,1.0,0.0,FIFA World Cup qualification,USA,False,Home,1985,America
13744,Chile,Brazil,2.0,1.0,Friendly,Chile,False,Home,1985,America
13745,Finland,England,1.0,1.0,FIFA World Cup qualification,Finland,False,Draw,1985,Europe
13746,Sweden,Norway,1.0,0.0,Friendly,Sweden,False,Home,1985,Europe
13747,Korea DPR,Singapore,2.0,0.0,FIFA World Cup qualification,Korea DPR,False,Home,1985,Asia
13748,Scotland,England,1.0,0.0,Rous Cup,Scotland,False,Home,1985,Europe
13749,Bolivia,Paraguay,1.0,1.0,FIFA World Cup qualification,Bolivia,False,Draw,1985,America
13750,Colombia,Peru,1.0,0.0,FIFA World Cup qualification,Colombia,False,Home,1985,America
13751,Costa Rica,USA,1.0,1.0,FIFA World Cup qualification,Costa Rica,False,Draw,1985,America
13752,Republic of Ireland,Spain,0.0,0.0,Friendly,Republic of Ireland,False,Draw,1985,Europe
13753,Venezuela,Argentina,2.0,3.0,FIFA World Cup qualification,Venezuela,False,Away,1985,America
13754,Iceland,Scotland,0.0,1.0,FIFA World Cup qualification,Iceland,False,Away,1985,Europe
13755,Albania,Poland,0.0,1.0,FIFA World Cup qualification,Albania,False,Away,1985,Europe
13756,USA,Costa Rica,0.0,1.0,FIFA World Cup qualification,USA,False,Away,1985,America
13757,Bulgaria,Yugoslavia,2.0,1.0,FIFA World Cup qualification,Bulgaria,False,Home,1985,Europe
13758,Hong Kong,Macau,2.0,0.0,Friendly,Hong Kong,False,Home,1985,Asia
13759,Bolivia,Brazil,0.0,2.0,FIFA World Cup qualification,Bolivia,False,Away,1985,America
13760,Canada,Ghana,2.0,1.0,Korea Cup,Korea Republic,True,Home,1985,Asia
13761,Colombia,Argentina,1.0,3.0,FIFA World Cup qualification,Colombia,False,Away,1985,America
13762,Republic of Ireland,Switzerland,3.0,0.0,FIFA World Cup qualification,Republic of Ireland,False,Home,1985,Europe
13763,Mexico,Italy,1.0,1.0,Friendly,Mexico,False,Draw,1985,America
13764,Venezuela,Peru,0.0,1.0,FIFA World Cup qualification,Venezuela,False,Away,1985,America
13765,Bahrain,Malaysia,3.0,1.0,Korea Cup,Korea Republic,True,Home,1985,Asia
13766,New Zealand,Fiji,5.0,0.0,Friendly,New Zealand,False,Home,1985,Oceania
13767,Denmark,Russia,4.0,2.0,FIFA World Cup qualification,Denmark,False,Home,1985,Europe
13768,New Zealand,Fiji,3.0,0.0,Friendly,New Zealand,False,Home,1985,Oceania
13769,Norway,Wales,4.0,2.0,Friendly,Norway,False,Home,1985,Europe
13770,Sweden,Czechoslovakia,2.0,0.0,FIFA World Cup qualification,Sweden,False,Home,1985,Europe
13771,England,Italy,1.0,2.0,Friendly,Mexico,True,Away,1985,America
13772,Finland,Romania,1.0,1.0,FIFA World Cup qualification,Finland,False,Draw,1985,Europe
13773,Korea Republic,Thailand,3.0,2.0,Korea Cup,Korea Republic,False,Home,1985,Asia
13774,New Zealand,Fiji,2.0,0.0,Friendly,New Zealand,False,Home,1985,Oceania
13775,Brazil,Chile,3.0,1.0,Friendly,Brazil,False,Home,1985,America
13776,Korea Republic,Bahrain,3.0,0.0,Korea Cup,Korea Republic,False,Home,1985,Asia
13777,Argentina,Venezuela,3.0,0.0,FIFA World Cup qualification,Argentina,False,Home,1985,America
13778,Canada,Iraq,1.0,6.0,Korea Cup,Korea Republic,True,Away,1985,Asia
13779,Mexico,England,1.0,0.0,Friendly,Mexico,False,Home,1985,America
13780,Paraguay,Bolivia,3.0,0.0,FIFA World Cup qualification,Paraguay,False,Home,1985,America
13781,Peru,Colombia,0.0,0.0,FIFA World Cup qualification,Peru,False,Draw,1985,America
13782,England,Germany,3.0,0.0,Friendly,Mexico,True,Home,1985,America
13783,Iceland,Spain,1.0,2.0,FIFA World Cup qualification,Iceland,False,Away,1985,Europe
13784,Korea Republic,Iraq,2.0,0.0,Korea Cup,Korea Republic,False,Home,1985,Asia
13785,Mexico,Germany,2.0,0.0,Friendly,Mexico,False,Home,1985,America
13786,Nigeria,Côte d'Ivoire,0.0,0.0,Friendly,Nigeria,False,Draw,1985,Africa
13787,Argentina,Colombia,1.0,0.0,FIFA World Cup qualification,Argentina,False,Home,1985,America
13788,Paraguay,Brazil,0.0,2.0,FIFA World Cup qualification,Paraguay,False,Away,1985,America
13789,Peru,Venezuela,4.0,1.0,FIFA World Cup qualification,Peru,False,Home,1985,America
13790,USA,England,0.0,5.0,Friendly,USA,False,Away,1985,America
13791,Nigeria,Côte d'Ivoire,2.0,0.0,Friendly,Nigeria,False,Home,1985,Africa
13792,Brazil,Paraguay,1.0,1.0,FIFA World Cup qualification,Brazil,False,Draw,1985,America
13793,Côte d'Ivoire,Nigeria,1.0,1.0,Friendly,Côte d'Ivoire,False,Draw,1985,Africa
13794,Peru,Argentina,1.0,0.0,FIFA World Cup qualification,Peru,False,Home,1985,America
13795,Venezuela,Colombia,2.0,2.0,FIFA World Cup qualification,Venezuela,False,Draw,1985,America
13796,Guinea,Gambia,1.0,0.0,Friendly,Guinea,False,Home,1985,Africa
13797,Barbados,Suriname,0.0,0.0,CFU Caribbean Cup,Barbados,False,Draw,1985,America
13798,Guadeloupe,Martinique,1.0,2.0,CFU Caribbean Cup,Barbados,True,Away,1985,America
13799,Côte d'Ivoire,Nigeria,1.0,1.0,Friendly,Côte d'Ivoire,False,Draw,1985,Africa
13800,Barbados,Guadeloupe,1.0,1.0,CFU Caribbean Cup,Barbados,False,Draw,1985,America
13801,Martinique,Suriname,2.0,0.0,CFU Caribbean Cup,Barbados,True,Home,1985,America
13802,Angola,São Tomé and Príncipe,3.0,2.0,Friendly,Cabo Verde,True,Home,1985,Africa
13803,Argentina,Peru,2.0,2.0,FIFA World Cup qualification,Argentina,False,Draw,1985,America
13804,Barbados,Martinique,1.0,1.0,CFU Caribbean Cup,Barbados,False,Draw,1985,America
13805,Brazil,Bolivia,1.0,1.0,FIFA World Cup qualification,Brazil,False,Draw,1985,America
13806,Colombia,Venezuela,2.0,0.0,FIFA World Cup qualification,Colombia,False,Home,1985,America
13807,Guadeloupe,Suriname,2.0,2.0,CFU Caribbean Cup,Barbados,True,Draw,1985,America
13808,Réunion,Congo DR,1.0,2.0,Friendly,Réunion,False,Away,1985,Africa
13809,Saudi Arabia,Jordan,4.0,0.0,UAFA Cup,Saudi Arabia,False,Home,1985,Asia
13810,Bahrain,Iraq,1.0,1.0,UAFA Cup,Saudi Arabia,True,Draw,1985,Asia
13811,Fiji,Tahiti,0.0,1.0,Friendly,Fiji,False,Away,1985,Oceania
13812,Malawi,Congo DR,0.0,1.0,Friendly,Réunion,True,Away,1985,Africa
13813,Jordan,Qatar,0.0,2.0,UAFA Cup,Saudi Arabia,True,Away,1985,Asia
13814,Bahrain,Mauritania,2.0,0.0,UAFA Cup,Saudi Arabia,True,Home,1985,Asia
13815,Malawi,Tanzania,0.0,0.0,Friendly,Malawi,False,Draw,1985,Africa
13816,Nigeria,Tunisia,1.0,0.0,FIFA World Cup qualification,Nigeria,False,Home,1985,Africa
13817,Réunion,Malawi,2.0,8.0,Friendly,Réunion,False,Away,1985,Africa
13818,Saudi Arabia,Qatar,1.0,0.0,UAFA Cup,Saudi Arabia,False,Home,1985,Asia
13819,Iraq,Mauritania,2.0,0.0,UAFA Cup,Saudi Arabia,True,Home,1985,Asia
13820,Malawi,Tanzania,2.0,0.0,Friendly,Malawi,False,Home,1985,Africa
13821,Cabo Verde,Angola,0.0,0.0,Friendly,Cabo Verde,False,Draw,1985,Africa
13822,Kenya,Congo DR,0.0,1.0,Friendly,Kenya,False,Away,1985,Africa
13823,Angola,Guinea-Bissau,3.0,1.0,Friendly,Cabo Verde,True,Home,1985,Africa
13824,Bahrain,Qatar,1.0,1.0,UAFA Cup,Saudi Arabia,True,Draw,1985,Asia
13825,Iceland,Faroe Islands,9.0,0.0,Friendly,Iceland,False,Home,1985,Europe
13826,Malawi,Tanzania,0.0,0.0,Friendly,Malawi,False,Draw,1985,Africa
13827,Saudi Arabia,Iraq,2.0,3.0,UAFA Cup,Saudi Arabia,False,Away,1985,Asia
13828,Fiji,Tahiti,0.0,1.0,Friendly,Fiji,False,Away,1985,Oceania
13829,Bahrain,Iraq,0.0,1.0,UAFA Cup,Saudi Arabia,True,Away,1985,Asia
13830,Egypt,Morocco,0.0,0.0,FIFA World Cup qualification,Egypt,False,Draw,1985,Africa
13831,Iceland,Faroe Islands,1.0,0.0,Friendly,Iceland,False,Home,1985,Europe
13832,Saudi Arabia,Qatar,0.0,0.0,UAFA Cup,Saudi Arabia,False,Draw,1985,Asia
13833,Algeria,Zambia,2.0,0.0,FIFA World Cup qualification,Algeria,False,Home,1985,Africa
13834,Fiji,Tahiti,1.0,2.0,Friendly,Fiji,False,Away,1985,Oceania
13835,Ghana,Libya,0.0,0.0,FIFA World Cup qualification,Ghana,False,Draw,1985,Africa
13836,Costa Rica,Trinidad and Tobago,3.0,1.0,Friendly,Costa Rica,False,Home,1985,America
13837,Tunisia,Nigeria,2.0,0.0,FIFA World Cup qualification,Tunisia,False,Home,1985,Africa
13838,Korea Republic,Indonesia,2.0,0.0,FIFA World Cup qualification,Korea Republic,False,Home,1985,Asia
13839,Libya,Ghana,2.0,0.0,FIFA World Cup qualification,Libya,False,Home,1985,Africa
13840,Kenya,Uganda,0.0,1.0,Friendly,Kenya,False,Away,1985,Africa
13841,Morocco,Egypt,2.0,0.0,FIFA World Cup qualification,Morocco,False,Home,1985,Africa
13842,Tunisia,Saudi Arabia,1.0,0.0,Friendly,Tunisia,False,Home,1985,Africa
13843,Zambia,Algeria,0.0,1.0,FIFA World Cup qualification,Zambia,False,Away,1985,Africa
13844,Indonesia,Korea Republic,1.0,4.0,FIFA World Cup qualification,Indonesia,False,Away,1985,Asia
13845,Kenya,Algeria,0.0,0.0,African Cup of Nations qualification,Kenya,False,Draw,1985,Africa
13846,Thailand,Hong Kong,1.0,2.0,Friendly,Thailand,False,Away,1985,Asia
13847,Russia,Romania,2.0,0.0,Friendly,Soviet Union,False,Home,1985,Europe
13848,Nigeria,Zambia,0.0,0.0,African Cup of Nations qualification,Nigeria,False,Draw,1985,Africa
13849,Costa Rica,Honduras,2.0,2.0,FIFA World Cup qualification,Costa Rica,False,Draw,1985,America
13850,Guinea,Mali,1.0,1.0,Friendly,Guinea,False,Draw,1985,Africa
13851,Japan,Hong Kong,3.0,0.0,FIFA World Cup qualification,Japan,False,Home,1985,Asia
13852,Indonesia,Thailand,1.0,2.0,Indonesia Tournament,Indonesia,False,Away,1985,Asia
13853,Norway,German DR,0.0,1.0,Friendly,Norway,False,Away,1985,Europe
13854,Canada,Costa Rica,1.0,1.0,FIFA World Cup qualification,Canada,False,Draw,1985,America
13855,Côte d'Ivoire,Ghana,2.0,0.0,African Cup of Nations qualification,Côte d'Ivoire,False,Home,1985,Africa
13856,Zambia,Nigeria,1.0,0.0,African Cup of Nations qualification,Zambia,False,Home,1985,Africa
13857,Zimbabwe,Senegal,1.0,0.0,African Cup of Nations qualification,Zimbabwe,False,Home,1985,Africa
13858,France,Uruguay,2.0,0.0,Friendly,France,False,Home,1985,Europe
13859,Sweden,Poland,1.0,0.0,Friendly,Sweden,False,Home,1985,Europe
13860,Libya,Mozambique,2.0,1.0,African Cup of Nations qualification,Libya,False,Home,1985,Africa
