,home_team,away_team,home_score,away_score,tournament,country,neutral,outcome,year,continent
21538,Bulgaria,Poland,0.0,3.0,UEFA Euro qualification,Bulgaria,False,Away,1998,Europe
21539,Faroe Islands,Czech Republic,0.0,1.0,UEFA Euro qualification,Faroe Islands,False,Away,1998,Europe
21540,Greece,Slovenia,2.0,2.0,UEFA Euro qualification,Greece,False,Draw,1998,Europe
21541,Hungary,Portugal,1.0,3.0,UEFA Euro qualification,Hungary,False,Away,1998,Europe
21542,North Macedonia,Malta,4.0,0.0,UEFA Euro qualification,North Macedonia,False,Home,1998,Europe
21543,Norway,Latvia,1.0,3.0,UEFA Euro qualification,Norway,False,Away,1998,Europe
21544,Eswatini,Ghana,0.0,1.0,Friendly,Eswatini,False,Away,1998,Africa
21545,Togo,Benin,0.0,1.0,Friendly,Togo,False,Away,1998,Africa
21546,Papua New Guinea,New Caledonia,1.0,0.0,Oceania Nations Cup qualification,Vanuatu,True,Home,1998,Oceania
21547,Samoa,Tonga,2.0,0.0,Oceania Nations Cup qualification,Cook Islands,True,Home,1998,Oceania
21548,Tahiti,American Samoa,12.0,0.0,Oceania Nations Cup qualification,Cook Islands,True,Home,1998,Oceania
21549,Vanuatu,Fiji,1.0,2.0,Oceania Nations Cup qualification,Vanuatu,False,Away,1998,Oceania
21550,Cook Islands,Tahiti,0.0,5.0,Oceania Nations Cup qualification,Cook Islands,False,Away,1998,Oceania
21551,Samoa,American Samoa,4.0,0.0,Oceania Nations Cup qualification,Cook Islands,True,Home,1998,Oceania
21552,Solomon Islands,New Caledonia,3.0,2.0,Oceania Nations Cup qualification,Vanuatu,True,Home,1998,Oceania
21553,Vanuatu,Papua New Guinea,1.0,1.0,Oceania Nations Cup qualification,Vanuatu,False,Draw,1998,Oceania
21554,Kuwait,Lebanon,0.0,0.0,Friendly,Kuwait,False,Draw,1998,Asia
21555,Fiji,Papua New Guinea,2.0,0.0,Oceania Nations Cup qualification,Vanuatu,True,Home,1998,Oceania
21556,Vanuatu,Solomon Islands,3.0,1.0,Oceania Nations Cup qualification,Vanuatu,False,Home,1998,Oceania
21557,Saudi Arabia,Tanzania,8.0,0.0,Friendly,Saudi Arabia,False,Home,1998,Asia
21558,Fiji,Solomon Islands,1.0,1.0,Oceania Nations Cup qualification,Vanuatu,True,Draw,1998,Oceania
21559,Namibia,Mozambique,2.0,1.0,COSAFA Cup,Namibia,False,Home,1998,Africa
21560,Syria,Oman,3.0,0.0,Friendly,Syria,False,Home,1998,Asia
21561,Vanuatu,New Caledonia,3.0,2.0,Oceania Nations Cup qualification,Vanuatu,False,Home,1998,Oceania
21562,Bahrain,Libya,2.0,2.0,Friendly,Qatar,True,Draw,1998,Asia
21563,Kuwait,Korea DPR,4.0,0.0,Friendly,Kuwait,False,Home,1998,Asia
21564,Saudi Arabia,Sudan,2.0,1.0,Friendly,Saudi Arabia,False,Home,1998,Asia
21565,Syria,Oman,0.0,0.0,Friendly,Syria,False,Draw,1998,Asia
21566,Egypt,Côte d'Ivoire,0.0,0.0,Friendly,Egypt,False,Draw,1998,Africa
21567,Qatar,Sudan,1.0,1.0,Friendly,Qatar,False,Draw,1998,Asia
21568,United Arab Emirates,Libya,5.0,1.0,Friendly,United Arab Emirates,False,Home,1998,Asia
21569,Saudi Arabia,Senegal,3.0,2.0,Friendly,Saudi Arabia,False,Home,1998,Asia
21570,Bahrain,Syria,2.0,0.0,Friendly,Bahrain,False,Home,1998,Asia
21571,Solomon Islands,Papua New Guinea,2.0,1.0,Friendly,Solomon Islands,False,Home,1998,Oceania
21572,Togo,Mali,0.0,1.0,Friendly,Togo,False,Away,1998,Africa
21573,Oman,Zambia,2.0,0.0,Friendly,Oman,False,Home,1998,Asia
21574,Qatar,Libya,2.0,1.0,UAFA Cup,Qatar,False,Home,1998,Asia
21575,Brazil,Serbia,1.0,1.0,Friendly,Brazil,False,Draw,1998,America
21576,Estonia,Egypt,2.0,2.0,Friendly,Estonia,False,Draw,1998,Europe
21577,Spain,Russia,1.0,0.0,Friendly,Spain,False,Home,1998,Europe
21578,Libya,Jordan,1.0,2.0,UAFA Cup,Qatar,True,Away,1998,Asia
21579,Oman,Zambia,1.0,1.0,Friendly,Oman,False,Draw,1998,Asia
21580,Australia,Fiji,3.0,1.0,Oceania Nations Cup,Australia,False,Home,1998,Asia
21581,New Zealand,Tahiti,1.0,0.0,Oceania Nations Cup,Australia,True,Home,1998,Asia
21582,Kuwait,Syria,4.0,0.0,UAFA Cup,Qatar,True,Home,1998,Asia
21583,Qatar,Jordan,2.0,0.0,UAFA Cup,Qatar,False,Home,1998,Asia
21584,Mali,Burkina Faso,1.0,0.0,Friendly,Mali,False,Home,1998,Africa
21585,Saudi Arabia,Lebanon,4.0,1.0,UAFA Cup,Qatar,True,Home,1998,Asia
21586,United Arab Emirates,Sudan,4.0,1.0,UAFA Cup,Qatar,True,Home,1998,Asia
21587,Zimbabwe,Zambia,0.0,1.0,COSAFA Cup,Zimbabwe,False,Away,1998,Africa
21588,Australia,Cook Islands,16.0,0.0,Oceania Nations Cup,Australia,False,Home,1998,Asia
21589,New Zealand,Vanuatu,8.0,1.0,Oceania Nations Cup,Australia,True,Home,1998,Asia
21590,North Macedonia,Egypt,2.0,2.0,Friendly,North Macedonia,False,Draw,1998,Europe
21591,Qatar,United Arab Emirates,2.0,1.0,UAFA Cup,Qatar,False,Home,1998,Asia
21592,Saudi Arabia,Kuwait,2.0,1.0,UAFA Cup,Qatar,True,Home,1998,Asia
21593,Fiji,Cook Islands,3.0,0.0,Oceania Nations Cup,Australia,True,Home,1998,Asia
21594,Tahiti,Vanuatu,5.0,1.0,Oceania Nations Cup,Australia,True,Home,1998,Asia
21595,Kuwait,United Arab Emirates,4.0,1.0,UAFA Cup,Qatar,True,Home,1998,Asia
21596,Qatar,Saudi Arabia,1.0,3.0,UAFA Cup,Qatar,False,Away,1998,Asia
21597,Australia,Tahiti,4.0,1.0,Oceania Nations Cup,Australia,False,Home,1998,Asia
21598,New Zealand,Fiji,1.0,0.0,Oceania Nations Cup,Australia,True,Home,1998,Asia
21599,Bahrain,Sudan,2.0,3.0,Friendly,Bahrain,False,Away,1998,Asia
21600,Kenya,Madagascar,1.0,1.0,African Cup of Nations qualification,Kenya,False,Draw,1998,Africa
21601,Morocco,Sierra Leone,3.0,0.0,African Cup of Nations qualification,Morocco,False,Home,1998,Africa
21602,Namibia,Congo,0.0,1.0,African Cup of Nations qualification,Namibia,False,Away,1998,Africa
21603,South Africa,Angola,1.0,0.0,African Cup of Nations qualification,South Africa,False,Home,1998,Africa
21604,Australia,New Zealand,0.0,1.0,Oceania Nations Cup,Australia,False,Away,1998,Asia
21605,Burkina Faso,Nigeria,0.0,0.0,African Cup of Nations qualification,Burkina Faso,False,Draw,1998,Africa
21606,Cameroon,Ghana,1.0,3.0,African Cup of Nations qualification,Cameroon,False,Away,1998,Africa
21607,Gabon,Mauritius,2.0,0.0,African Cup of Nations qualification,Gabon,False,Home,1998,Africa
21608,Mali,Côte d'Ivoire,0.0,1.0,African Cup of Nations qualification,Mali,False,Away,1998,Africa
21609,Mozambique,Eritrea,3.0,1.0,African Cup of Nations qualification,Mozambique,False,Home,1998,Africa
21610,Tahiti,Fiji,2.0,4.0,Oceania Nations Cup,Australia,True,Away,1998,Asia
21611,Togo,Guinea,2.0,0.0,African Cup of Nations qualification,Togo,False,Home,1998,Africa
21612,Tunisia,Liberia,2.0,1.0,African Cup of Nations qualification,Tunisia,False,Home,1998,Africa
21613,Zambia,Congo DR,1.0,1.0,African Cup of Nations qualification,Zambia,False,Draw,1998,Africa
21614,Andorra,Ukraine,0.0,2.0,UEFA Euro qualification,Andorra,False,Away,1998,Europe
21615,Armenia,Iceland,0.0,0.0,UEFA Euro qualification,Armenia,False,Draw,1998,Europe
21616,Azerbaijan,Hungary,0.0,4.0,UEFA Euro qualification,Azerbaijan,False,Away,1998,Europe
21617,Bosnia and Herzegovina,Czech Republic,1.0,3.0,UEFA Euro qualification,Bosnia and Herzegovina,False,Away,1998,Europe
21618,Cyprus,Austria,0.0,3.0,UEFA Euro qualification,Cyprus,False,Away,1998,Europe
21619,Denmark,Wales,1.0,2.0,UEFA Euro qualification,Denmark,False,Away,1998,Europe
21620,England,Bulgaria,0.0,0.0,UEFA Euro qualification,England,False,Draw,1998,Europe
21621,Italy,Switzerland,2.0,0.0,UEFA Euro qualification,Italy,False,Home,1998,Europe
21622,Latvia,Georgia,1.0,0.0,UEFA Euro qualification,Latvia,False,Home,1998,Europe
21623,Liechtenstein,Slovakia,0.0,4.0,UEFA Euro qualification,Liechtenstein,False,Away,1998,Europe
21624,Lithuania,Faroe Islands,0.0,0.0,UEFA Euro qualification,Lithuania,False,Draw,1998,Europe
21625,Malta,Croatia,1.0,4.0,UEFA Euro qualification,Malta,False,Away,1998,Europe
21626,Netherlands,Peru,2.0,0.0,Friendly,Netherlands,False,Home,1998,Europe
21627,Northern Ireland,Finland,1.0,0.0,UEFA Euro qualification,Northern Ireland,False,Home,1998,Europe
21628,Poland,Luxembourg,3.0,0.0,UEFA Euro qualification,Poland,False,Home,1998,Europe
21629,Portugal,Romania,0.0,1.0,UEFA Euro qualification,Portugal,False,Away,1998,Europe
21630,Russia,France,2.0,3.0,UEFA Euro qualification,Russia,False,Away,1998,Europe
21631,San Marino,Israel,0.0,5.0,UEFA Euro qualification,San Marino,False,Away,1998,Europe
21632,Scotland,Estonia,3.0,2.0,UEFA Euro qualification,Scotland,False,Home,1998,Europe
21633,Slovenia,Norway,1.0,2.0,UEFA Euro qualification,Slovenia,False,Away,1998,Europe
21634,Turkey,Germany,1.0,0.0,UEFA Euro qualification,Turkey,False,Home,1998,Europe
21635,Kuwait,IR Iran,3.0,0.0,Friendly,Kuwait,False,Home,1998,Asia
21636,Netherlands,Ghana,0.0,0.0,Friendly,Netherlands,False,Draw,1998,Europe
21637,Brazil,Ecuador,5.0,1.0,Friendly,USA,True,Home,1998,America
21638,Bulgaria,Sweden,0.0,1.0,UEFA Euro qualification,Bulgaria,False,Away,1998,Europe
21639,Croatia,North Macedonia,3.0,2.0,UEFA Euro qualification,Croatia,False,Home,1998,Europe
21640,Czech Republic,Estonia,4.0,1.0,UEFA Euro qualification,Czech Republic,False,Home,1998,Europe
21641,France,Andorra,2.0,0.0,UEFA Euro qualification,France,False,Home,1998,Europe
21642,Greece,Georgia,3.0,0.0,UEFA Euro qualification,Greece,False,Home,1998,Europe
21643,Hungary,Romania,1.0,1.0,UEFA Euro qualification,Hungary,False,Draw,1998,Europe
21644,Iceland,Russia,1.0,0.0,UEFA Euro qualification,Iceland,False,Home,1998,Europe
21645,Republic of Ireland,Malta,5.0,0.0,UEFA Euro qualification,Republic of Ireland,False,Home,1998,Europe
21646,Israel,Spain,1.0,2.0,UEFA Euro qualification,Israel,False,Away,1998,Europe
21647,Liechtenstein,Azerbaijan,2.0,1.0,UEFA Euro qualification,Liechtenstein,False,Home,1998,Europe
21648,Lithuania,Bosnia and Herzegovina,4.0,2.0,UEFA Euro qualification,Lithuania,False,Home,1998,Europe
21649,Luxembourg,England,0.0,3.0,UEFA Euro qualification,Luxembourg,False,Away,1998,Europe
21650,Moldova,Germany,1.0,3.0,UEFA Euro qualification,Moldova,False,Away,1998,Europe
21651,Norway,Albania,2.0,2.0,UEFA Euro qualification,Norway,False,Draw,1998,Europe
21652,San Marino,Austria,1.0,4.0,UEFA Euro qualification,San Marino,False,Away,1998,Europe
21653,Scotland,Faroe Islands,2.0,1.0,UEFA Euro qualification,Scotland,False,Home,1998,Europe
21654,Slovakia,Portugal,0.0,3.0,UEFA Euro qualification,Slovakia,False,Away,1998,Europe
21655,Slovenia,Latvia,1.0,0.0,UEFA Euro qualification,Slovenia,False,Home,1998,Europe
21656,Switzerland,Denmark,1.0,1.0,UEFA Euro qualification,Switzerland,False,Draw,1998,Europe
21657,Turkey,Finland,1.0,3.0,UEFA Euro qualification,Turkey,False,Away,1998,Europe
21658,Ukraine,Armenia,2.0,0.0,UEFA Euro qualification,Ukraine,False,Home,1998,Europe
21659,Wales,Belarus,3.0,2.0,UEFA Euro qualification,Wales,False,Home,1998,Europe
21660,Lebanon,Syria,3.0,3.0,United Arab Emirates Friendship Tournament,United Arab Emirates,True,Draw,1998,Asia
21661,Qatar,Burkina Faso,2.0,2.0,Friendly,Qatar,False,Draw,1998,Asia
21662,United Arab Emirates,Sudan,2.0,1.0,United Arab Emirates Friendship Tournament,United Arab Emirates,False,Home,1998,Asia
21663,Lebanon,Sudan,1.0,1.0,United Arab Emirates Friendship Tournament,United Arab Emirates,True,Draw,1998,Asia
21664,Oman,Burkina Faso,4.0,2.0,Friendly,Oman,False,Home,1998,Asia
21665,United Arab Emirates,Syria,1.0,0.0,United Arab Emirates Friendship Tournament,United Arab Emirates,False,Home,1998,Asia
21666,Oman,Burkina Faso,0.0,0.0,Friendly,Oman,False,Draw,1998,Asia
21667,Sudan,Syria,2.0,3.0,United Arab Emirates Friendship Tournament,United Arab Emirates,True,Away,1998,Asia
21668,United Arab Emirates,Lebanon,1.0,0.0,United Arab Emirates Friendship Tournament,United Arab Emirates,False,Home,1998,Asia
21669,Bahrain,Burkina Faso,2.0,1.0,Friendly,Bahrain,False,Home,1998,Asia
21670,Japan,Egypt,1.0,0.0,Friendly,Japan,False,Home,1998,Asia
21671,Bahrain,United Arab Emirates,0.0,1.0,Gulf Cup,Bahrain,False,Away,1998,Asia
21672,Kuwait,Saudi Arabia,1.0,2.0,Gulf Cup,Bahrain,True,Away,1998,Asia
21673,Oman,Qatar,2.0,1.0,Gulf Cup,Bahrain,True,Home,1998,Asia
21674,Bahrain,Saudi Arabia,1.0,1.0,Gulf Cup,Bahrain,False,Draw,1998,Asia
21675,Kuwait,Qatar,6.0,2.0,Gulf Cup,Bahrain,True,Home,1998,Asia
21676,United Arab Emirates,Oman,3.0,2.0,Gulf Cup,Bahrain,True,Home,1998,Asia
21677,Bulgaria,Algeria,0.0,0.0,Friendly,Bulgaria,False,Draw,1998,Europe
21678,Oman,Saudi Arabia,0.0,1.0,Gulf Cup,Bahrain,True,Away,1998,Asia
21679,Qatar,United Arab Emirates,0.0,0.0,Gulf Cup,Bahrain,True,Draw,1998,Asia
21680,Bahrain,Kuwait,0.0,2.0,Gulf Cup,Bahrain,False,Away,1998,Asia
21681,USA,Australia,0.0,0.0,Friendly,USA,False,Draw,1998,America
21682,Tunisia,Zimbabwe,1.0,1.0,Friendly,Tunisia,False,Draw,1998,Africa
21683,Bahrain,Qatar,0.0,0.0,Gulf Cup,Bahrain,False,Draw,1998,Asia
21684,Saudi Arabia,United Arab Emirates,1.0,0.0,Gulf Cup,Bahrain,True,Home,1998,Asia
21685,Oman,Kuwait,0.0,5.0,Gulf Cup,Bahrain,True,Away,1998,Asia
21686,Slovakia,Poland,1.0,3.0,Friendly,Slovakia,False,Away,1998,Europe
21687,Tunisia,Latvia,3.0,0.0,Friendly,Tunisia,False,Home,1998,Africa
21688,Qatar,Saudi Arabia,0.0,0.0,Gulf Cup,Bahrain,True,Draw,1998,Asia
21689,Bahrain,Oman,2.0,2.0,Gulf Cup,Bahrain,False,Draw,1998,Asia
21690,United Arab Emirates,Kuwait,1.0,4.0,Gulf Cup,Bahrain,True,Away,1998,Asia
21691,Sri Lanka,Maldives,2.0,2.0,Friendly,Sri Lanka,False,Draw,1998,Asia
21692,India,Uzbekistan,0.0,0.0,Friendly,India,False,Draw,1998,Asia
21693,El Salvador,Mexico,0.0,2.0,Friendly,USA,True,Away,1998,America
21694,Guatemala,Honduras,3.0,3.0,Friendly,USA,True,Draw,1998,America
21695,Albania,Greece,0.0,0.0,UEFA Euro qualification,Albania,False,Draw,1998,Europe
21696,Brazil,Russia,5.0,1.0,Friendly,Brazil,False,Home,1998,America
21697,Egypt,Norway,1.0,1.0,Friendly,Egypt,False,Draw,1998,Africa
21698,El Salvador,Honduras,1.0,2.0,Friendly,USA,True,Away,1998,America
21699,England,Czech Republic,2.0,0.0,Friendly,England,False,Home,1998,Europe
21700,Georgia,Estonia,3.0,1.0,Friendly,Georgia,False,Home,1998,Europe
21701,Germany,Netherlands,1.0,1.0,Friendly,Germany,False,Draw,1998,Europe
21702,Guatemala,Mexico,2.0,2.0,Friendly,USA,True,Draw,1998,America
21703,Hungary,Switzerland,2.0,0.0,Friendly,Hungary,False,Home,1998,Europe
21704,Italy,Spain,2.0,2.0,Friendly,Italy,False,Draw,1998,Europe
21705,Luxembourg,Belgium,0.0,0.0,Friendly,Luxembourg,False,Draw,1998,Europe
21706,Malta,North Macedonia,1.0,2.0,UEFA Euro qualification,Malta,False,Away,1998,Europe
21707,Northern Ireland,Moldova,2.0,2.0,UEFA Euro qualification,Northern Ireland,False,Draw,1998,Europe
21708,Portugal,Israel,2.0,0.0,Friendly,Portugal,False,Home,1998,Europe
21709,San Marino,Cyprus,0.0,1.0,UEFA Euro qualification,San Marino,False,Away,1998,Europe
21710,Serbia,Republic of Ireland,1.0,0.0,UEFA Euro qualification,Yugoslavia,False,Home,1998,Europe
21711,Hong Kong,Vietnam,1.0,1.0,Friendly,Hong Kong,False,Draw,1998,Asia
21712,India,Uzbekistan,0.0,4.0,Friendly,India,False,Away,1998,Asia
21713,Armenia,Estonia,2.0,1.0,Friendly,Armenia,False,Home,1998,Europe
21714,Thailand,Turkmenistan,3.0,3.0,Friendly,Thailand,False,Draw,1998,Asia
21715,Guernsey,Kernow,1.0,6.0,Friendly,Guernsey,False,Away,1998,Europe
21716,China PR,Korea Republic,0.0,0.0,Friendly,China PR,False,Draw,1998,Asia
21717,Singapore,United Arab Emirates,0.0,4.0,Friendly,Singapore,False,Away,1998,Asia
21718,Thailand,Nepal,2.0,0.0,Friendly,Thailand,False,Home,1998,Asia
21719,Azerbaijan,Estonia,2.0,1.0,Friendly,Azerbaijan,False,Home,1998,Europe
21720,United Arab Emirates,Korea DPR,3.0,3.0,Friendly,Thailand,True,Draw,1998,Asia
21721,Mali,Ghana,0.0,2.0,Friendly,Mali,False,Away,1998,Africa
21722,British Virgin Islands,St. Vincent / Grenadines,0.0,5.0,Friendly,British Virgin Islands,False,Away,1998,America
21723,Burundi,Senegal,1.0,0.0,African Cup of Nations qualification,Burundi,False,Home,1998,Africa
21724,South Africa,Egypt,2.0,1.0,Friendly,South Africa,False,Home,1998,Africa
21725,Basque Country,Uruguay,5.0,1.0,Friendly,Spain,False,Home,1998,Europe
21726,Catalonia,Nigeria,5.0,0.0,Friendly,Spain,False,Home,1998,Europe
21727,Canary Islands,Latvia,4.0,0.0,Friendly,Spain,False,Home,1998,Europe
21728,Israel,Serbia,2.0,0.0,Friendly,Israel,False,Home,1998,Europe
21729,Kuwait,Egypt,1.0,1.0,Friendly,Kuwait,False,Draw,1998,Asia
21730,Côte d'Ivoire,Togo,3.0,1.0,Friendly,Côte d'Ivoire,False,Home,1999,Africa
21731,Burkina Faso,Gabon,2.0,1.0,Friendly,Burkina Faso,False,Home,1999,Africa
21732,Burkina Faso,Mali,1.0,0.0,Friendly,Burkina Faso,False,Home,1999,Africa
21733,Senegal,Guinea,1.0,0.0,Friendly,Senegal,False,Home,1999,Africa
21734,Bermuda,Antigua and Barbuda,1.0,0.0,Friendly,Bermuda,False,Home,1999,America
21735,Senegal,Guinea,1.0,0.0,Friendly,Senegal,False,Home,1999,Africa
21736,Bermuda,Antigua and Barbuda,0.0,1.0,Friendly,Bermuda,False,Away,1999,America
21737,Burkina Faso,Mali,4.0,1.0,Friendly,Burkina Faso,False,Home,1999,Africa
21738,Israel,Estonia,7.0,0.0,Friendly,Israel,False,Home,1999,Europe
21739,France,Morocco,1.0,0.0,Friendly,France,False,Home,1999,Europe
21740,Israel,Norway,0.0,1.0,Friendly,Israel,False,Away,1999,Europe
21741,Estonia,Norway,3.0,3.0,Friendly,Israel,True,Draw,1999,Europe
21742,Eritrea,Cameroon,0.0,0.0,African Cup of Nations qualification,Eritrea,False,Draw,1999,Africa
21743,Mauritius,South Africa,1.0,1.0,African Cup of Nations qualification,Mauritius,False,Draw,1999,Africa
21744,Nigeria,Burundi,2.0,0.0,African Cup of Nations qualification,Nigeria,False,Home,1999,Africa
21745,Senegal,Burkina Faso,1.0,1.0,African Cup of Nations qualification,Senegal,False,Draw,1999,Africa
21746,Zimbabwe,Malawi,3.0,0.0,Friendly,Zimbabwe,False,Home,1999,Africa
21747,Angola,Gabon,3.0,1.0,African Cup of Nations qualification,Angola,False,Home,1999,Africa
21748,Bolivia,USA,0.0,0.0,Friendly,Bolivia,False,Draw,1999,America
21749,Congo,Mali,0.0,0.0,African Cup of Nations qualification,Congo,False,Draw,1999,Africa
21750,Congo DR,Kenya,2.0,1.0,African Cup of Nations qualification,Congo DR,False,Home,1999,Africa
21751,Ghana,Mozambique,1.0,0.0,African Cup of Nations qualification,Ghana,False,Home,1999,Africa
21752,Guinea,Morocco,1.0,1.0,African Cup of Nations qualification,Guinea,False,Draw,1999,Africa
21753,Côte d'Ivoire,Namibia,3.0,0.0,African Cup of Nations qualification,Côte d'Ivoire,False,Home,1999,Africa
21754,Liberia,Uganda,2.0,0.0,African Cup of Nations qualification,Liberia,False,Home,1999,Africa
21755,Madagascar,Zambia,1.0,2.0,African Cup of Nations qualification,Madagascar,False,Away,1999,Africa
21756,Zimbabwe,Malawi,1.0,0.0,Friendly,Zimbabwe,False,Home,1999,Africa
21757,Malta,Bosnia and Herzegovina,2.0,1.0,Friendly,Malta,False,Home,1999,Europe
21758,Costa Rica,Ecuador,0.0,0.0,Friendly,Costa Rica,False,Draw,1999,America
21759,Vietnam,Singapore,1.0,0.0,Friendly,Vietnam,False,Home,1999,Asia
21760,Ethiopia,Kenya,2.0,2.0,Friendly,Ethiopia,False,Draw,1999,Africa
21761,Cyprus,Belgium,0.0,1.0,Cyprus International Tournament,Cyprus,False,Away,1999,Europe
21762,Greece,Finland,2.0,1.0,Cyprus International Tournament,Cyprus,True,Home,1999,Europe
21763,Malta,Poland,0.0,1.0,Friendly,Malta,False,Away,1999,Europe
21764,Martinique,French Guiana,3.0,1.0,CFU Caribbean Cup qualification,Martinique,False,Home,1999,America
21765,Venezuela,Argentina,0.0,2.0,Friendly,Venezuela,False,Away,1999,America
21766,British Virgin Islands,Montserrat,3.0,1.0,CFU Caribbean Cup qualification,British Virgin Islands,False,Home,1999,America
21767,Cyprus,Finland,2.0,1.0,Cyprus International Tournament,Cyprus,False,Home,1999,Europe
21768,Greece,Belgium,1.0,0.0,Cyprus International Tournament,Cyprus,True,Home,1999,Europe
21769,Slovenia,Switzerland,0.0,2.0,Friendly,Oman,True,Away,1999,Asia
21770,USA,Germany,3.0,0.0,Friendly,USA,False,Home,1999,America
21771,British Virgin Islands,Montserrat,3.0,0.0,CFU Caribbean Cup qualification,British Virgin Islands,False,Home,1999,America
21772,Lesotho,Namibia,1.0,0.0,COSAFA Cup qualification,Lesotho,False,Home,1999,Africa
21773,Oman,Slovenia,0.0,7.0,Friendly,Oman,False,Away,1999,Asia
21774,Belgium,Czech Republic,0.0,1.0,Friendly,Belgium,False,Away,1999,Europe
21775,Colombia,Germany,3.0,3.0,Friendly,USA,True,Draw,1999,America
21776,Israel,Belarus,2.0,1.0,Friendly,Israel,False,Home,1999,Europe
21777,Albania,North Macedonia,2.0,0.0,Friendly,Albania,False,Home,1999,Europe
21778,Croatia,Denmark,0.0,1.0,Friendly,Croatia,False,Away,1999,Europe
21779,Cyprus,San Marino,4.0,0.0,UEFA Euro qualification,Cyprus,False,Home,1999,Europe
21780,England,France,0.0,2.0,Friendly,England,False,Away,1999,Europe
21781,Finland,Poland,1.0,1.0,Friendly,Malta,True,Draw,1999,Europe
21782,Republic of Ireland,Paraguay,2.0,0.0,Friendly,Republic of Ireland,False,Home,1999,Europe
21783,Italy,Norway,0.0,0.0,Friendly,Italy,False,Draw,1999,Europe
21784,Jamaica,Costa Rica,1.0,1.0,Friendly,Jamaica,False,Draw,1999,America
21785,Malta,Serbia,0.0,3.0,UEFA Euro qualification,Malta,False,Away,1999,Europe
21786,Mexico,Argentina,0.0,1.0,Friendly,USA,True,Away,1999,America
21787,Oman,Switzerland,1.0,2.0,Friendly,Oman,False,Away,1999,Asia
21788,Peru,Ecuador,1.0,2.0,Friendly,Peru,False,Away,1999,America
21789,Portugal,Netherlands,0.0,0.0,Friendly,France,True,Draw,1999,Europe
21790,Tunisia,Sweden,0.0,1.0,Friendly,Tunisia,False,Away,1999,Africa
21791,St. Lucia,Antigua and Barbuda,0.0,0.0,Friendly,St. Lucia,False,Draw,1999,America
21792,Kuwait,IR Iran,1.0,2.0,Friendly,Kuwait,False,Away,1999,Asia
21793,Bulgaria,Egypt,1.0,3.0,Lunar New Year Cup,Hong Kong,True,Away,1999,Asia
21794,Ecuador,Peru,1.0,2.0,Friendly,Ecuador,False,Away,1999,America
21795,Guatemala,Chile,1.0,1.0,Friendly,Guatemala,False,Draw,1999,America
21796,Egypt,Mexico,0.0,3.0,Lunar New Year Cup,Hong Kong,True,Away,1999,Asia
21797,Botswana,South Africa,1.0,2.0,COSAFA Cup qualification,Botswana,False,Away,1999,Africa
21798,Gabon,Burkina Faso,1.0,1.0,Friendly,Gabon,False,Draw,1999,Africa
21799,Zimbabwe,Zambia,1.0,1.0,Friendly,Zimbabwe,False,Draw,1999,Africa
21800,USA,Chile,2.0,1.0,Friendly,USA,False,Home,1999,America
21801,Suriname,Guyana,2.0,1.0,Friendly,Suriname,False,Home,1999,America
21802,Thailand,Korea DPR,2.0,2.0,King's Cup,Thailand,False,Draw,1999,Asia
21803,Bahamas,Turks and Caicos Islands,3.0,0.0,CFU Caribbean Cup qualification,Bahamas,False,Home,1999,America
21804,Costa Rica,Jamaica,9.0,0.0,Friendly,Costa Rica,False,Home,1999,America
21805,Israel,Latvia,2.0,0.0,Friendly,Israel,False,Home,1999,Europe
21806,St. Lucia,Grenada,1.0,2.0,Friendly,St. Lucia,False,Away,1999,America
21807,US Virgin Islands,Turks and Caicos Islands,2.0,2.0,CFU Caribbean Cup qualification,Bahamas,True,Draw,1999,America
21808,South Africa,Gabon,4.0,1.0,African Cup of Nations qualification,South Africa,False,Home,1999,Africa
21809,Angola,Mauritius,0.0,2.0,African Cup of Nations qualification,Angola,False,Away,1999,Africa
21810,Bahamas,US Virgin Islands,0.0,0.0,CFU Caribbean Cup qualification,Bahamas,False,Draw,1999,America
21811,British Virgin Islands,Antigua and Barbuda,0.0,2.0,Friendly,British Virgin Islands,False,Away,1999,America
21812,Burundi,Burkina Faso,1.0,2.0,African Cup of Nations qualification,Burundi,False,Away,1999,Africa
21813,Cameroon,Mozambique,1.0,0.0,African Cup of Nations qualification,Cameroon,False,Home,1999,Africa
21814,Congo,Côte d'Ivoire,1.0,0.0,African Cup of Nations qualification,Congo,False,Home,1999,Africa
21815,Ghana,Eritrea,5.0,0.0,African Cup of Nations qualification,Ghana,False,Home,1999,Africa
21816,Guyana,Barbados,2.0,2.0,CFU Caribbean Cup qualification,Guyana,False,Draw,1999,America
21817,Kenya,Zambia,0.0,1.0,African Cup of Nations qualification,Kenya,False,Away,1999,Africa
21818,Liberia,Algeria,1.0,1.0,African Cup of Nations qualification,Liberia,False,Draw,1999,Africa
21819,Madagascar,Congo DR,3.0,1.0,African Cup of Nations qualification,Madagascar,False,Home,1999,Africa
21820,Senegal,Nigeria,1.0,1.0,African Cup of Nations qualification,Senegal,False,Draw,1999,Africa
21821,Togo,Morocco,2.0,3.0,African Cup of Nations qualification,Togo,False,Away,1999,Africa
21822,Bolivia,Jamaica,0.0,0.0,Friendly,Guatemala,True,Draw,1999,America
21823,Bulgaria,Slovakia,2.0,0.0,Friendly,Bulgaria,False,Home,1999,Europe
21824,Guatemala,Paraguay,2.0,3.0,Friendly,Guatemala,False,Away,1999,America
