,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,year,continent,total_score
2916,1959-03-11,Argentina,Bolivia,2.0,0.0,Copa América,Buenos Aires,Argentina,False,Home,1959,America,2.0
2917,1959-03-11,Chile,Paraguay,1.0,2.0,Copa América,Buenos Aires,Argentina,True,Away,1959,America,3.0
2918,1959-03-15,Brazil,Chile,3.0,0.0,Copa América,Buenos Aires,Argentina,True,Home,1959,America,3.0
2919,1959-03-18,Argentina,Peru,3.0,1.0,Copa América,Buenos Aires,Argentina,False,Home,1959,America,4.0
2920,1959-03-18,Paraguay,Uruguay,1.0,3.0,Copa América,Buenos Aires,Argentina,True,Away,1959,America,4.0
2921,1959-03-21,Bolivia,Brazil,2.0,4.0,Copa América,Buenos Aires,Argentina,True,Away,1959,America,6.0
2922,1959-03-21,Chile,Peru,1.0,1.0,Copa América,Buenos Aires,Argentina,True,Draw,1959,America,2.0
2923,1959-03-22,Argentina,Paraguay,3.0,1.0,Copa América,Buenos Aires,Argentina,False,Home,1959,America,4.0
2924,1959-03-26,Brazil,Uruguay,3.0,1.0,Copa América,Buenos Aires,Argentina,True,Home,1959,America,4.0
2925,1959-03-29,Bolivia,Peru,0.0,0.0,Copa América,Buenos Aires,Argentina,True,Draw,1959,America,0.0
2926,1959-04-02,Chile,Uruguay,1.0,0.0,Copa América,Buenos Aires,Argentina,True,Home,1959,America,1.0
2927,1959-04-02,Paraguay,Peru,2.0,1.0,Copa América,Buenos Aires,Argentina,True,Home,1959,America,3.0
2928,1959-04-04,Argentina,Brazil,1.0,1.0,Copa América,Buenos Aires,Argentina,False,Draw,1959,America,2.0
2929,1959-04-05,Republic of Ireland,Czechoslovakia,2.0,0.0,UEFA Euro qualification,Dublin,Republic of Ireland,False,Home,1959,Europe,2.0
2930,1959-04-11,England,Scotland,1.0,0.0,British Championship,London,England,False,Home,1959,Europe,1.0
2931,1959-04-19,Netherlands,Belgium,2.0,2.0,Friendly,Amsterdam,Netherlands,False,Draw,1959,Europe,4.0
2932,1959-04-26,Turkey,Romania,2.0,0.0,UEFA Euro qualification,Istanbul,Turkey,False,Home,1959,Europe,2.0
2933,1959-05-01,Uruguay,Paraguay,1.0,3.0,Friendly,Montevideo,Uruguay,False,Away,1959,America,4.0
2934,1959-05-06,England,Italy,2.0,2.0,Friendly,London,England,False,Draw,1959,Europe,4.0
2935,1959-05-06,Scotland,Germany,3.0,2.0,Friendly,Glasgow,Scotland,False,Home,1959,Europe,5.0
2936,1959-05-10,Turkey,Netherlands,0.0,0.0,Friendly,Istanbul,Turkey,False,Draw,1959,Europe,0.0
2937,1959-05-13,Brazil,England,2.0,0.0,Friendly,Rio de Janeiro,Brazil,False,Home,1959,America,2.0
2938,1959-05-13,Bulgaria,Netherlands,3.0,2.0,Friendly,Sofia,Bulgaria,False,Home,1959,Europe,5.0
2939,1959-05-20,Germany,Poland,1.0,1.0,Friendly,Hamburg,Germany,False,Draw,1959,Europe,2.0
2940,1959-05-20,Norway,Austria,0.0,1.0,UEFA Euro qualification,Oslo,Norway,False,Away,1959,Europe,1.0
2941,1959-05-21,Sweden,Portugal,2.0,0.0,Friendly,Gothenburg,Sweden,False,Home,1959,Europe,2.0
2942,1959-05-24,Belgium,Austria,0.0,2.0,Friendly,Brussels,Belgium,False,Away,1959,Europe,2.0
2943,1959-05-24,Mexico,England,2.0,1.0,Friendly,Mexico City,Mexico,False,Home,1959,America,3.0
2944,1959-05-27,Netherlands,Scotland,1.0,2.0,Friendly,Amsterdam,Netherlands,False,Away,1959,Europe,3.0
2945,1959-05-31,Yugoslavia,Bulgaria,2.0,0.0,UEFA Euro qualification,Belgrade,Yugoslavia,False,Home,1959,Europe,2.0
2946,1959-06-03,Portugal,Scotland,1.0,0.0,Friendly,Lisbon,Portugal,False,Home,1959,Europe,1.0
2947,1959-06-17,Norway,Luxembourg,1.0,0.0,Friendly,Oslo,Norway,False,Home,1959,Europe,1.0
2948,1959-06-28,Finland,Norway,2.0,4.0,Nordic Championship,Helsinki,Finland,False,Away,1959,Europe,6.0
2949,1959-06-28,Hungary,Sweden,3.0,2.0,Friendly,Budapest,Hungary,False,Home,1959,Europe,5.0
2950,1959-06-28,Poland,Spain,2.0,4.0,UEFA Euro qualification,Chorzów,Poland,False,Away,1959,Europe,6.0
2951,1959-08-02,Sweden,Finland,3.0,1.0,Nordic Championship,Malmö,Sweden,False,Home,1959,Europe,4.0
2952,1959-08-30,Poland,Romania,2.0,3.0,Friendly,Warsaw,Poland,False,Away,1959,Europe,5.0
2953,1959-09-11,Singapore,India,2.0,3.0,Friendly,Kallang,Singapore,False,Away,1959,Asia,5.0
2954,1959-09-13,Singapore,Korea Republic,0.0,4.0,Friendly,Kallang,Singapore,False,Away,1959,Asia,4.0
2955,1959-09-20,Brazil,Chile,1.0,0.0,Copa Bernardo O'Higgins,Rio de Janeiro,Brazil,False,Home,1959,America,1.0
2956,1959-09-23,Denmark,Czechoslovakia,2.0,2.0,UEFA Euro qualification,Copenhagen,Denmark,False,Draw,1959,Europe,4.0
2957,1959-09-27,Hungary,Russia,0.0,1.0,UEFA Euro qualification,Budapest,Hungary,False,Away,1959,Europe,1.0
2958,1959-10-03,China PR,Russia,0.0,1.0,Friendly,Beijing,China PR,False,Away,1959,Asia,1.0
2959,1959-10-03,Northern Ireland,Scotland,0.0,4.0,British Championship,Belfast,Northern Ireland,False,Away,1959,Europe,4.0
2960,1959-10-04,Switzerland,Germany,0.0,4.0,Friendly,Berne,Switzerland,False,Away,1959,Europe,4.0
2961,1959-10-11,Bulgaria,France,1.0,0.0,Friendly,Sofia,Bulgaria,False,Home,1959,Europe,1.0
2962,1959-10-11,Yugoslavia,Hungary,2.0,4.0,Friendly,Belgrade,Yugoslavia,False,Away,1959,Europe,6.0
2963,1959-10-14,Spain,Poland,3.0,0.0,UEFA Euro qualification,Madrid,Spain,False,Home,1959,Europe,3.0
2964,1959-10-17,Wales,England,1.0,1.0,British Championship,Cardiff,Wales,False,Draw,1959,Europe,2.0
2965,1959-10-25,Bulgaria,Yugoslavia,1.0,1.0,UEFA Euro qualification,Sofia,Bulgaria,False,Draw,1959,Europe,2.0
2966,1959-10-25,Korea DPR,China PR,1.0,0.0,Friendly,P'yongyang,Korea DPR,False,Home,1959,Asia,1.0
2967,1959-10-28,England,Sweden,2.0,3.0,Friendly,London,England,False,Away,1959,Europe,5.0
2968,1959-11-01,Czechoslovakia,Italy,2.0,1.0,International Cup,Prague,Czechoslovakia,False,Home,1959,Europe,3.0
2969,1959-11-01,Republic of Ireland,Sweden,3.0,2.0,Friendly,Dublin,Republic of Ireland,False,Home,1959,Europe,5.0
2970,1959-11-18,England,Northern Ireland,2.0,1.0,British Championship,London,England,False,Home,1959,Europe,3.0
2971,1959-11-29,Israel,Poland,1.0,1.0,Friendly,Ramat-Gan,Israel,False,Draw,1959,Europe,2.0
2972,1959-11-29,Italy,Hungary,1.0,1.0,International Cup,Florence,Italy,False,Draw,1959,Europe,2.0
2973,1959-12-02,Greece,Denmark,1.0,3.0,Friendly,Athens,Greece,False,Away,1959,Europe,4.0
2974,1959-12-05,Brazil,Paraguay,3.0,2.0,Copa América,Guayaquil,Ecuador,True,Home,1959,America,5.0
2975,1959-12-05,IR Iran,Israel,3.0,0.0,AFC Asian Cup qualification,Ernakulam,India,True,Home,1959,Asia,3.0
2976,1959-12-06,Bulgaria,Denmark,2.0,1.0,Friendly,Sofia,Bulgaria,False,Home,1959,Europe,3.0
2977,1959-12-06,Ecuador,Uruguay,0.0,4.0,Copa América,Guayaquil,Ecuador,False,Away,1959,America,4.0
2978,1959-12-06,India,Pakistan,1.0,0.0,AFC Asian Cup qualification,Ernakulam,India,False,Home,1959,Asia,1.0
2979,1959-12-08,India,Israel,1.0,3.0,AFC Asian Cup qualification,Ernakulam,India,False,Away,1959,Asia,4.0
2980,1959-12-10,Israel,Pakistan,2.0,0.0,AFC Asian Cup qualification,Ernakulam,India,True,Home,1959,Asia,2.0
2981,1959-12-12,Brazil,Uruguay,0.0,3.0,Copa América,Guayaquil,Ecuador,True,Away,1959,America,3.0
2982,1959-12-12,Ecuador,Argentina,1.0,1.0,Copa América,Guayaquil,Ecuador,False,Draw,1959,America,2.0
2983,1959-12-12,Israel,IR Iran,1.0,1.0,AFC Asian Cup qualification,Ernakulam,India,True,Draw,1959,Asia,2.0
2984,1959-12-13,El Salvador,Honduras,1.0,0.0,Friendly,San Salvador,El Salvador,False,Home,1959,America,1.0
2985,1959-12-17,Pakistan,Israel,2.0,2.0,AFC Asian Cup qualification,Ernakulam,India,True,Draw,1959,Asia,4.0
2986,1959-12-19,Ecuador,Brazil,1.0,3.0,Copa América,Guayaquil,Ecuador,False,Away,1959,America,4.0
2987,1959-12-20,Gambia,Cabo Verde,3.0,2.0,Friendly,Bathurst,Gambia,False,Home,1959,Africa,5.0
2988,1959-12-20,Germany,Yugoslavia,1.0,1.0,Friendly,Hanover,Germany,False,Draw,1959,Europe,2.0
2989,1959-12-22,Paraguay,Uruguay,1.0,1.0,Copa América,Guayaquil,Ecuador,True,Draw,1959,America,2.0
2990,1959-12-25,Ecuador,Paraguay,3.0,1.0,Copa América,Guayaquil,Ecuador,False,Home,1959,America,4.0
2991,1959-12-27,Ecuador,Brazil,1.0,2.0,Friendly,Guayaquil,Ecuador,False,Away,1959,America,3.0
2992,1960-01-06,Italy,Switzerland,3.0,0.0,International Cup,Naples,Italy,False,Home,1960,Europe,3.0
2993,1960-01-27,Guinea-Bissau,Gambia,3.0,2.0,Friendly,Bissau,Guinea-Bissau,False,Home,1960,Africa,5.0
2994,1960-01-31,Guinea-Bissau,Sierra Leone,3.0,4.0,Friendly,Kumasi,Ghana,True,Away,1960,Africa,7.0
2995,1960-02-14,Costa Rica,Curaçao,1.0,1.0,CCCF Championship,Havana,Cuba,True,Draw,1960,America,2.0
2996,1960-02-19,Honduras,Curaçao,3.0,3.0,CCCF Championship,Havana,Cuba,True,Draw,1960,America,6.0
2997,1960-02-23,Cuba,Curaçao,3.0,4.0,CCCF Championship,Havana,Cuba,False,Away,1960,America,7.0
2998,1960-02-27,Curaçao,Suriname,1.0,0.0,CCCF Championship,Havana,Cuba,True,Home,1960,America,1.0
2999,1960-02-28,Belgium,France,1.0,0.0,Friendly,Brussels,Belgium,False,Home,1960,Europe,1.0
3000,1960-03-06,Brazil,Mexico,2.0,2.0,Pan American Championship,San José,Costa Rica,True,Draw,1960,America,4.0
3001,1960-03-08,Costa Rica,Argentina,0.0,0.0,Pan American Championship,San José,Costa Rica,False,Draw,1960,America,0.0
3002,1960-03-10,Argentina,Mexico,3.0,2.0,Pan American Championship,San José,Costa Rica,True,Home,1960,America,5.0
3003,1960-03-10,Costa Rica,Brazil,3.0,0.0,Pan American Championship,San José,Costa Rica,False,Home,1960,America,3.0
3004,1960-03-13,Argentina,Brazil,2.0,1.0,Pan American Championship,San José,Costa Rica,True,Home,1960,America,3.0
3005,1960-03-13,Spain,Italy,3.0,1.0,Friendly,Barcelona,Spain,False,Home,1960,Europe,4.0
3006,1960-03-15,Brazil,Mexico,2.0,1.0,Pan American Championship,San José,Costa Rica,True,Home,1960,America,3.0
3007,1960-03-15,Costa Rica,Argentina,0.0,2.0,Pan American Championship,San José,Costa Rica,False,Away,1960,America,2.0
3008,1960-03-17,Argentina,Mexico,2.0,0.0,Pan American Championship,San José,Costa Rica,True,Home,1960,America,2.0
3009,1960-03-17,Costa Rica,Brazil,0.0,4.0,Pan American Championship,San José,Costa Rica,False,Away,1960,America,4.0
3010,1960-03-20,Argentina,Brazil,0.0,1.0,Pan American Championship,San José,Costa Rica,True,Away,1960,America,1.0
3011,1960-03-23,Germany,Chile,2.0,1.0,Friendly,Stuttgart,Germany,False,Home,1960,Europe,3.0
3012,1960-03-27,Austria,France,2.0,4.0,UEFA Euro qualification,Vienna,Austria,False,Away,1960,Europe,6.0
3013,1960-03-27,Belgium,Switzerland,3.0,1.0,Friendly,Brussels,Belgium,False,Home,1960,Europe,4.0
3014,1960-03-30,Republic of Ireland,Chile,2.0,0.0,Friendly,Dublin,Republic of Ireland,False,Home,1960,Europe,2.0
3015,1960-04-06,Wales,Northern Ireland,3.0,2.0,British Championship,Wrexham,Wales,False,Home,1960,Europe,5.0
3016,1960-04-09,Scotland,England,1.0,1.0,British Championship,Glasgow,Scotland,False,Draw,1960,Europe,2.0
3017,1960-04-13,Belgium,Chile,1.0,1.0,Friendly,Brussels,Belgium,False,Draw,1960,Europe,2.0
3018,1960-04-14,Central African Republic,Mali,3.0,4.0,Friendly,Antananarivo,Madagascar,True,Away,1960,Africa,7.0
3019,1960-04-14,Côte d'Ivoire,Benin,3.0,2.0,Friendly,Antananarivo,Madagascar,True,Home,1960,Africa,5.0
3020,1960-04-15,Cameroon,Mali,3.0,2.0,Friendly,Antananarivo,Madagascar,True,Home,1960,Africa,5.0
3021,1960-04-15,Congo,Côte d'Ivoire,3.0,2.0,Friendly,Antananarivo,Madagascar,True,Home,1960,Africa,5.0
3022,1960-04-24,Belgium,Netherlands,2.0,1.0,Friendly,Antwerp,Belgium,False,Home,1960,Europe,3.0
3023,1960-04-24,Togo,Nigeria,1.0,1.0,Friendly,Lomé,Togo,False,Draw,1960,Africa,2.0
3024,1960-04-26,Cameroon,Nigeria,0.0,0.0,Friendly,Lomé,Togo,True,Draw,1960,Africa,0.0
3025,1960-04-27,Germany,Portugal,2.0,1.0,Friendly,Ludwigshafen,Germany,False,Home,1960,Europe,3.0
3026,1960-05-01,Togo,Ghana,2.0,3.0,Friendly,Lomé,Togo,False,Away,1960,Africa,5.0
3027,1960-05-04,Scotland,Poland,2.0,3.0,Friendly,Glasgow,Scotland,False,Away,1960,Europe,5.0
3028,1960-05-05,Singapore,India,3.0,0.0,Friendly,Kallang,Singapore,False,Home,1960,Asia,3.0
3029,1960-05-08,Portugal,Yugoslavia,2.0,1.0,UEFA Euro qualification,Oeiras,Portugal,False,Home,1960,Europe,3.0
3030,1960-05-10,Denmark,Brazil,3.0,4.0,Friendly,Esbjerg,Denmark,False,Away,1960,Europe,7.0
3031,1960-05-11,England,Yugoslavia,3.0,3.0,Friendly,London,England,False,Draw,1960,Europe,6.0
3032,1960-05-11,Germany,Republic of Ireland,0.0,1.0,Friendly,Düsseldorf,Germany,False,Away,1960,Europe,1.0
3033,1960-05-15,Spain,England,3.0,0.0,Friendly,Madrid,Spain,False,Home,1960,Europe,3.0
3034,1960-05-18,Switzerland,Netherlands,3.0,1.0,Friendly,Zürich,Switzerland,False,Home,1960,Europe,4.0
3035,1960-05-22,Hungary,England,2.0,0.0,Friendly,Budapest,Hungary,False,Home,1960,Europe,2.0
3036,1960-05-22,Romania,Czechoslovakia,0.0,2.0,UEFA Euro qualification,Bucharest,Romania,False,Away,1960,Europe,2.0
3037,1960-05-26,Denmark,Norway,3.0,0.0,Nordic Championship,Copenhagen,Denmark,False,Home,1960,Europe,3.0
3038,1960-05-29,Argentina,Brazil,1.0,4.0,Copa Roca,Buenos Aires,Argentina,False,Away,1960,America,5.0
3039,1960-05-29,Czechoslovakia,Romania,3.0,0.0,UEFA Euro qualification,Bratislava,Czechoslovakia,False,Home,1960,Europe,3.0
3040,1960-06-01,Chile,Uruguay,2.0,3.0,Friendly,Santiago,Chile,False,Away,1960,America,5.0
3041,1960-06-05,Hungary,Scotland,3.0,3.0,Friendly,Budapest,Hungary,False,Draw,1960,Europe,6.0
3042,1960-06-05,Tunisia,Iraq,2.0,1.0,Friendly,Tunis,Tunisia,False,Home,1960,Africa,3.0
3043,1960-06-05,Uruguay,Chile,2.0,2.0,Friendly,Montevideo,Uruguay,False,Draw,1960,America,4.0
3044,1960-06-22,Finland,Sweden,0.0,3.0,Nordic Championship,Helsinki,Finland,False,Away,1960,Europe,3.0
3045,1960-06-22,Norway,Austria,1.0,2.0,Friendly,Oslo,Norway,False,Away,1960,Europe,3.0
3046,1960-06-26,Mexico,Netherlands,3.0,1.0,Friendly,Mexico City,Mexico,False,Home,1960,America,4.0
3047,1960-07-03,Ghana,Egypt,2.0,2.0,Friendly,Accra,Ghana,False,Draw,1960,Africa,4.0
3048,1960-07-03,Paraguay,Brazil,1.0,2.0,Atlantic Cup,Asunción,Paraguay,False,Away,1960,America,3.0
3049,1960-07-03,Suriname,Netherlands,3.0,4.0,Friendly,Paramaribo,Suriname,False,Away,1960,America,7.0
3050,1960-07-06,Czechoslovakia,Russia,0.0,3.0,UEFA Euro,Marseille,France,True,Away,1960,Europe,3.0
3051,1960-07-09,Argentina,Paraguay,1.0,0.0,Atlantic Cup,Buenos Aires,Argentina,False,Home,1960,America,1.0
3052,1960-07-09,France,Czechoslovakia,0.0,2.0,UEFA Euro,Marseille,France,False,Away,1960,Europe,2.0
3053,1960-07-09,Uruguay,Brazil,1.0,0.0,Atlantic Cup,Montevideo,Uruguay,False,Home,1960,America,1.0
3054,1960-07-10,Mali,Sierra Leone,1.0,0.0,Friendly,Bamako,Mali,False,Home,1960,Africa,1.0
3055,1960-07-10,Peru,Spain,1.0,3.0,Friendly,Lima,Peru,False,Away,1960,America,4.0
3056,1960-07-10,Russia,Yugoslavia,2.0,1.0,UEFA Euro,Paris,France,True,Home,1960,Europe,3.0
3057,1960-07-13,Uruguay,Paraguay,2.0,1.0,Atlantic Cup,Montevideo,Uruguay,False,Home,1960,America,3.0
3058,1960-07-14,Chile,Spain,0.0,4.0,Friendly,Santiago,Chile,False,Away,1960,America,4.0
3059,1960-07-17,Chile,Spain,1.0,4.0,Friendly,Santiago,Chile,False,Away,1960,America,5.0
3060,1960-07-24,Argentina,Spain,2.0,0.0,Friendly,Buenos Aires,Argentina,False,Home,1960,America,2.0
3061,1960-08-10,Denmark,Finland,2.0,1.0,Nordic Championship,Copenhagen,Denmark,False,Home,1960,Europe,3.0
3062,1960-08-21,Costa Rica,Guatemala,3.0,2.0,FIFA World Cup qualification,San José,Costa Rica,False,Home,1960,America,5.0
3063,1960-08-21,India,Tunisia,2.0,2.0,Friendly,Rome,Italy,True,Draw,1960,Europe,4.0
3064,1960-09-04,Austria,Russia,3.0,1.0,Friendly,Vienna,Austria,False,Home,1960,Europe,4.0
3065,1960-09-04,Honduras,Costa Rica,2.0,1.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False,Home,1960,America,3.0
3066,1960-09-10,Nigeria,Ghana,2.0,2.0,FIFA World Cup qualification,Lagos,Nigeria,False,Draw,1960,Africa,4.0
3067,1960-09-18,Norway,Sweden,3.0,1.0,Nordic Championship,Oslo,Norway,False,Home,1960,Europe,4.0
3068,1960-09-25,Finland,France,1.0,2.0,FIFA World Cup qualification,Helsinki,Finland,False,Away,1960,Europe,3.0
3069,1960-09-25,Honduras,Guatemala,1.0,1.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False,Draw,1960,America,2.0
3070,1960-09-28,Republic of Ireland,Wales,2.0,3.0,Friendly,Dublin,Republic of Ireland,False,Away,1960,Europe,5.0
3071,1960-09-28,Poland,France,2.0,2.0,Friendly,Warsaw,Poland,False,Draw,1960,Europe,4.0
3072,1960-10-02,Belgium,Netherlands,1.0,4.0,Friendly,Antwerp,Belgium,False,Away,1960,Europe,5.0
3073,1960-10-02,Suriname,Curaçao,1.0,2.0,FIFA World Cup qualification,Paramaribo,Suriname,False,Away,1960,America,3.0
3074,1960-10-05,Nigeria,Mali,2.0,3.0,Friendly,Lagos,Nigeria,False,Away,1960,Africa,5.0
3075,1960-10-08,Uganda,Tanzania,1.0,0.0,Friendly,Kampala,Uganda,False,Home,1960,Africa,1.0
3076,1960-10-09,Hungary,Yugoslavia,1.0,1.0,Friendly,Budapest,Hungary,False,Draw,1960,Europe,2.0
3077,1960-10-09,Nigeria,Ghana,0.0,3.0,Friendly,Lagos,Nigeria,False,Away,1960,Africa,3.0
3078,1960-10-15,Uganda,Kenya,1.0,1.0,Friendly,Kampala,Uganda,False,Draw,1960,Africa,2.0
3079,1960-10-17,Korea Republic,Israel,3.0,0.0,AFC Asian Cup,Seoul,Korea Republic,False,Home,1960,Asia,3.0
3080,1960-10-19,Sweden,Belgium,2.0,0.0,FIFA World Cup qualification,Solna,Sweden,False,Home,1960,Europe,2.0
3081,1960-10-22,Wales,Scotland,2.0,0.0,British Championship,Cardiff,Wales,False,Home,1960,Europe,2.0
3082,1960-10-23,Sweden,Denmark,2.0,0.0,Nordic Championship,Gothenburg,Sweden,False,Home,1960,Europe,2.0
3083,1960-10-26,Northern Ireland,Germany,3.0,4.0,FIFA World Cup qualification,Belfast,Northern Ireland,False,Away,1960,Europe,7.0
3084,1960-10-29,Nigeria,Ghana,1.0,1.0,Friendly,Lagos,Nigeria,False,Draw,1960,Africa,2.0
3085,1960-10-30,Austria,Spain,3.0,0.0,Friendly,Vienna,Austria,False,Home,1960,Europe,3.0
3086,1960-10-30,Belgium,Hungary,2.0,1.0,Friendly,Brussels,Belgium,False,Home,1960,Europe,3.0
3087,1960-10-30,Morocco,Tunisia,2.0,1.0,FIFA World Cup qualification,Casablanca,Morocco,False,Home,1960,Africa,3.0
3088,1960-10-30,Sweden,France,1.0,0.0,Friendly,Solna,Sweden,False,Home,1960,Europe,1.0
3089,1960-11-06,Republic of Ireland,Norway,3.0,1.0,Friendly,Dublin,Republic of Ireland,False,Home,1960,Europe,4.0
3090,1960-11-06,Korea Republic,Japan,2.0,1.0,FIFA World Cup qualification,Seoul,Korea Republic,False,Home,1960,Asia,3.0
3091,1960-11-06,USA,Mexico,3.0,3.0,FIFA World Cup qualification,Los Angeles,USA,False,Draw,1960,America,6.0
3092,1960-11-13,Cyprus,Israel,1.0,1.0,FIFA World Cup qualification,Nicosia,Cyprus,False,Draw,1960,Europe,2.0
3093,1960-11-13,Mexico,USA,3.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,Home,1960,America,3.0
3094,1960-11-13,Tunisia,Morocco,2.0,1.0,FIFA World Cup qualification,Tunis,Tunisia,False,Home,1960,Africa,3.0
3095,1960-11-20,Belgium,Switzerland,2.0,4.0,FIFA World Cup qualification,Brussels,Belgium,False,Away,1960,Europe,6.0
3096,1960-11-20,Greece,Germany,0.0,3.0,FIFA World Cup qualification,Athens,Greece,False,Away,1960,Europe,3.0
3097,1960-11-20,Hungary,Austria,2.0,0.0,Friendly,Budapest,Hungary,False,Home,1960,Europe,2.0
3098,1960-11-23,Bulgaria,Germany,2.0,1.0,Friendly,Sofia,Bulgaria,False,Home,1960,Europe,3.0
3099,1960-11-27,Bulgaria,Turkey,2.0,1.0,Friendly,Sofia,Bulgaria,False,Home,1960,Europe,3.0
3100,1960-12-08,Malta,Tunisia,1.0,0.0,Friendly,Gżira,Malta,False,Home,1960,Europe,1.0
3101,1960-12-10,Italy,Austria,1.0,2.0,Friendly,Naples,Italy,False,Away,1960,Europe,3.0
3102,1960-12-11,France,Bulgaria,3.0,0.0,FIFA World Cup qualification,Colombes,France,False,Home,1960,Europe,3.0
3103,1960-12-21,Chile,Paraguay,3.0,1.0,Friendly,Santiago,Chile,False,Home,1960,America,4.0
3104,1960-12-23,Iraq,Tunisia,3.0,2.0,Friendly,Baghdad,Iraq,False,Home,1960,Asia,5.0
3105,1961-01-14,Costa Rica,Honduras,1.0,0.0,FIFA World Cup qualification,Guatemala,Guatemala,True,Home,1961,America,1.0
3106,1961-01-17,St. Lucia,Grenada,0.0,4.0,Windward Islands Tournament,Castries,St. Lucia,False,Away,1961,America,4.0
3107,1961-01-18,Dominica,St. Vincent / Grenadines,1.0,1.0,Windward Islands Tournament,Castries,St. Lucia,True,Draw,1961,America,2.0
3108,1961-01-20,St. Lucia,St. Vincent / Grenadines,2.0,2.0,Windward Islands Tournament,Castries,St. Lucia,False,Draw,1961,America,4.0
3109,1961-02-05,Colombia,USA,2.0,0.0,Friendly,Bogotá,Colombia,False,Home,1961,America,2.0
3110,1961-02-17,Egypt,Hungary,0.0,2.0,Friendly,Cairo,Egypt,False,Away,1961,Africa,2.0
3111,1961-02-22,Morocco,Tunisia,1.0,1.0,FIFA World Cup qualification,Palermo,Italy,True,Draw,1961,Europe,2.0
3112,1961-03-05,Ghana,Mali,3.0,0.0,Friendly,Accra,Ghana,False,Home,1961,Africa,3.0
3113,1961-03-06,Curaçao,El Salvador,0.0,0.0,CCCF Championship,San José,Costa Rica,True,Draw,1961,America,0.0
3114,1961-03-07,Cuba,Haiti,1.0,2.0,CCCF Championship,San José,Costa Rica,True,Away,1961,America,3.0
3115,1961-03-08,Germany,Belgium,1.0,0.0,Friendly,Frankfurt am Main,Germany,False,Home,1961,Europe,1.0
3116,1961-03-09,Guatemala,Haiti,1.0,3.0,CCCF Championship,San José,Costa Rica,True,Away,1961,America,4.0
3117,1961-03-10,Cuba,Panama,0.0,1.0,CCCF Championship,San José,Costa Rica,True,Away,1961,America,1.0
3118,1961-03-10,Curaçao,Honduras,2.0,4.0,CCCF Championship,San José,Costa Rica,True,Away,1961,America,6.0
3119,1961-03-12,Cuba,Guatemala,0.0,2.0,CCCF Championship,San José,Costa Rica,True,Away,1961,America,2.0
3120,1961-03-13,Curaçao,Nicaragua,2.0,1.0,CCCF Championship,San José,Costa Rica,True,Home,1961,America,3.0
3121,1961-03-13,Haiti,Panama,3.0,1.0,CCCF Championship,San José,Costa Rica,True,Home,1961,America,4.0
3122,1961-03-14,Israel,Ethiopia,1.0,0.0,FIFA World Cup qualification,Ramat-Gan,Israel,False,Home,1961,Europe,1.0
3123,1961-03-15,France,Belgium,1.0,1.0,Friendly,Paris,France,False,Draw,1961,Europe,2.0
3124,1961-03-17,Haiti,Honduras,0.0,2.0,CCCF Championship,San José,Costa Rica,True,Away,1961,America,2.0
3125,1961-03-19,Israel,Ethiopia,3.0,2.0,FIFA World Cup qualification,Ramat-Gan,Israel,False,Home,1961,Europe,5.0
3126,1961-03-19,Panama,Paraguay,0.0,0.0,Friendly,Panama City,Panama,False,Draw,1961,America,0.0
3127,1961-03-22,Costa Rica,Mexico,1.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False,Home,1961,America,1.0
3128,1961-03-22,Panama,Haiti,0.0,3.0,Friendly,Panama City,Panama,False,Away,1961,America,3.0
3129,1961-03-23,Panama,Haiti,0.0,2.0,Friendly,Panama City,Panama,False,Away,1961,America,2.0
3130,1961-03-26,Chile,Germany,3.0,1.0,Friendly,Santiago,Chile,False,Home,1961,America,4.0
3131,1961-03-26,Czechoslovakia,Sweden,2.0,1.0,Friendly,Prague,Czechoslovakia,False,Home,1961,Europe,3.0
3132,1961-04-02,Ghana,Morocco,0.0,0.0,FIFA World Cup qualification,Accra,Ghana,False,Draw,1961,Africa,0.0
3133,1961-04-02,Spain,France,2.0,0.0,Friendly,Madrid,Spain,False,Home,1961,Europe,2.0
3134,1961-04-08,Nigeria,Ghana,0.0,0.0,African Cup of Nations qualification,Lagos,Nigeria,False,Draw,1961,Africa,0.0
3135,1961-04-19,Netherlands,Mexico,1.0,2.0,Friendly,Amsterdam,Netherlands,False,Away,1961,Europe,3.0
