,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,continent,weight
0,1872-11-30,159.0,61.0,0.0,0.0,56.0,588.0,158.0,0.0,0.0,3.0,6.666666666666667e-05
1,1873-03-08,61.0,159.0,4.0,2.0,56.0,919.0,60.0,0.0,1.0,3.0,6.711409395973154e-05
2,1874-03-07,159.0,61.0,2.0,1.0,56.0,588.0,158.0,0.0,1.0,3.0,6.756756756756757e-05
3,1875-03-06,61.0,159.0,2.0,2.0,56.0,919.0,60.0,0.0,0.0,3.0,6.802721088435374e-05
4,1876-03-04,159.0,61.0,3.0,0.0,56.0,588.0,158.0,0.0,1.0,3.0,6.84931506849315e-05
5,1876-03-25,159.0,203.0,4.0,0.0,56.0,588.0,158.0,0.0,1.0,3.0,6.84931506849315e-05
6,1877-03-03,61.0,159.0,1.0,3.0,56.0,919.0,60.0,0.0,2.0,3.0,6.896551724137931e-05
7,1877-03-05,203.0,159.0,0.0,2.0,56.0,1774.0,202.0,0.0,2.0,3.0,6.896551724137931e-05
8,1878-03-02,159.0,61.0,7.0,2.0,56.0,588.0,158.0,0.0,1.0,3.0,6.944444444444444e-05
9,1878-03-23,159.0,203.0,9.0,0.0,56.0,588.0,158.0,0.0,1.0,3.0,6.944444444444444e-05
10,1879-01-18,61.0,203.0,2.0,1.0,56.0,919.0,60.0,0.0,1.0,3.0,6.993006993006993e-05
11,1879-04-05,61.0,159.0,5.0,4.0,56.0,919.0,60.0,0.0,1.0,3.0,6.993006993006993e-05
12,1879-04-07,203.0,159.0,0.0,3.0,56.0,1774.0,202.0,0.0,2.0,3.0,6.993006993006993e-05
13,1880-03-13,159.0,61.0,5.0,4.0,56.0,588.0,158.0,0.0,1.0,3.0,7.042253521126761e-05
14,1880-03-15,203.0,61.0,2.0,3.0,56.0,1774.0,202.0,0.0,2.0,3.0,7.042253521126761e-05
15,1880-03-27,159.0,203.0,5.0,1.0,56.0,588.0,158.0,0.0,1.0,3.0,7.042253521126761e-05
16,1881-02-26,61.0,203.0,0.0,1.0,56.0,224.0,60.0,0.0,2.0,3.0,7.092198581560284e-05
17,1881-03-12,61.0,159.0,1.0,6.0,56.0,919.0,60.0,0.0,2.0,3.0,7.092198581560284e-05
18,1881-03-14,203.0,159.0,1.0,5.0,56.0,1774.0,202.0,0.0,2.0,3.0,7.092198581560284e-05
19,1882-02-18,138.0,61.0,0.0,13.0,56.0,184.0,151.0,0.0,2.0,3.0,7.142857142857143e-05
20,1882-02-25,203.0,138.0,7.0,1.0,56.0,1774.0,202.0,0.0,1.0,3.0,7.142857142857143e-05
21,1882-03-11,159.0,61.0,5.0,1.0,56.0,588.0,158.0,0.0,1.0,3.0,7.142857142857143e-05
22,1882-03-13,203.0,61.0,5.0,3.0,56.0,1774.0,202.0,0.0,1.0,3.0,7.142857142857143e-05
23,1882-03-25,159.0,203.0,5.0,0.0,56.0,588.0,158.0,0.0,1.0,3.0,7.142857142857143e-05
24,1883-02-03,61.0,203.0,5.0,0.0,56.0,919.0,60.0,0.0,1.0,3.0,7.194244604316547e-05
25,1883-02-24,61.0,138.0,7.0,0.0,56.0,906.0,60.0,0.0,1.0,3.0,7.194244604316547e-05
26,1883-03-10,61.0,159.0,2.0,3.0,56.0,1499.0,60.0,0.0,2.0,3.0,7.194244604316547e-05
27,1883-03-12,203.0,159.0,0.0,3.0,56.0,1774.0,202.0,0.0,2.0,3.0,7.194244604316547e-05
28,1883-03-17,138.0,203.0,1.0,1.0,56.0,184.0,151.0,0.0,0.0,3.0,7.194244604316547e-05
29,1884-01-26,138.0,159.0,0.0,5.0,17.0,184.0,151.0,0.0,2.0,3.0,7.246376811594203e-05
30,1884-02-09,203.0,138.0,6.0,0.0,17.0,1774.0,202.0,0.0,1.0,3.0,7.246376811594203e-05
31,1884-02-23,138.0,61.0,1.0,8.0,17.0,184.0,151.0,0.0,2.0,3.0,7.246376811594203e-05
32,1884-03-15,159.0,61.0,1.0,0.0,17.0,588.0,158.0,0.0,1.0,3.0,7.246376811594203e-05
33,1884-03-17,203.0,61.0,0.0,4.0,17.0,1774.0,202.0,0.0,2.0,3.0,7.246376811594203e-05
34,1884-03-29,159.0,203.0,4.0,1.0,17.0,588.0,158.0,0.0,1.0,3.0,7.246376811594203e-05
35,1885-02-28,61.0,138.0,4.0,0.0,17.0,974.0,60.0,0.0,1.0,3.0,7.299270072992701e-05
36,1885-03-14,61.0,203.0,1.0,1.0,17.0,224.0,60.0,0.0,0.0,3.0,7.299270072992701e-05
37,1885-03-14,159.0,138.0,8.0,2.0,17.0,588.0,158.0,0.0,1.0,3.0,7.299270072992701e-05
38,1885-03-21,61.0,159.0,1.0,1.0,17.0,919.0,60.0,0.0,0.0,3.0,7.299270072992701e-05
39,1885-03-23,203.0,159.0,1.0,8.0,17.0,1774.0,202.0,0.0,2.0,3.0,7.299270072992701e-05
40,1885-04-11,138.0,203.0,2.0,8.0,17.0,184.0,151.0,0.0,2.0,3.0,7.299270072992701e-05
41,1885-11-28,193.0,35.0,0.0,1.0,56.0,1129.0,192.0,0.0,2.0,1.0,7.299270072992701e-05
42,1886-02-27,203.0,138.0,5.0,0.0,17.0,1774.0,202.0,0.0,1.0,3.0,7.352941176470588e-05
43,1886-03-13,138.0,61.0,1.0,6.0,17.0,184.0,151.0,0.0,2.0,3.0,7.352941176470588e-05
44,1886-03-20,138.0,159.0,2.0,7.0,17.0,184.0,151.0,0.0,2.0,3.0,7.352941176470588e-05
45,1886-03-27,159.0,61.0,1.0,1.0,17.0,588.0,158.0,0.0,0.0,3.0,7.352941176470588e-05
46,1886-03-29,203.0,61.0,1.0,3.0,17.0,1774.0,202.0,0.0,2.0,3.0,7.352941176470588e-05
47,1886-04-10,159.0,203.0,4.0,1.0,17.0,588.0,158.0,0.0,1.0,3.0,7.352941176470588e-05
48,1886-11-25,193.0,35.0,3.0,2.0,56.0,1129.0,192.0,0.0,1.0,1.0,7.352941176470588e-05
49,1887-02-05,61.0,138.0,7.0,0.0,17.0,1499.0,60.0,0.0,1.0,3.0,7.407407407407407e-05
50,1887-02-19,159.0,138.0,4.0,1.0,17.0,588.0,158.0,0.0,1.0,3.0,7.407407407407407e-05
51,1887-02-26,61.0,203.0,4.0,0.0,17.0,919.0,60.0,0.0,1.0,3.0,7.407407407407407e-05
52,1887-03-12,138.0,203.0,4.0,1.0,17.0,184.0,151.0,0.0,1.0,3.0,7.407407407407407e-05
53,1887-03-19,61.0,159.0,2.0,3.0,17.0,224.0,60.0,0.0,2.0,3.0,7.407407407407407e-05
54,1887-03-21,203.0,159.0,0.0,2.0,17.0,1774.0,202.0,0.0,2.0,3.0,7.407407407407407e-05
55,1888-02-04,61.0,203.0,5.0,1.0,17.0,423.0,60.0,0.0,1.0,3.0,7.462686567164179e-05
56,1888-03-03,203.0,138.0,11.0,0.0,17.0,1774.0,202.0,0.0,1.0,3.0,7.462686567164179e-05
57,1888-03-10,159.0,203.0,5.0,1.0,17.0,502.0,158.0,0.0,1.0,3.0,7.462686567164179e-05
58,1888-03-17,159.0,61.0,0.0,5.0,17.0,588.0,158.0,0.0,2.0,3.0,7.462686567164179e-05
59,1888-03-24,138.0,159.0,2.0,10.0,17.0,184.0,151.0,0.0,2.0,3.0,7.462686567164179e-05
60,1888-04-07,138.0,61.0,1.0,5.0,17.0,184.0,151.0,0.0,2.0,3.0,7.462686567164179e-05
61,1888-09-19,159.0,35.0,4.0,0.0,56.0,588.0,158.0,0.0,1.0,3.0,7.462686567164179e-05
62,1889-02-23,61.0,203.0,4.0,1.0,17.0,1554.0,60.0,0.0,1.0,3.0,7.518796992481203e-05
63,1889-03-02,61.0,138.0,6.0,1.0,17.0,906.0,60.0,0.0,1.0,3.0,7.518796992481203e-05
64,1889-03-09,159.0,138.0,7.0,0.0,17.0,588.0,158.0,0.0,1.0,3.0,7.518796992481203e-05
65,1889-04-13,61.0,159.0,2.0,3.0,17.0,919.0,60.0,0.0,2.0,3.0,7.518796992481203e-05
66,1889-04-15,203.0,159.0,0.0,0.0,17.0,1774.0,202.0,0.0,0.0,3.0,7.518796992481203e-05
67,1889-04-27,138.0,203.0,1.0,3.0,17.0,184.0,151.0,0.0,2.0,3.0,7.518796992481203e-05
68,1890-02-08,203.0,138.0,5.0,2.0,17.0,1505.0,60.0,1.0,1.0,3.0,7.575757575757576e-05
69,1890-03-15,138.0,61.0,1.0,9.0,17.0,184.0,151.0,0.0,2.0,3.0,7.575757575757576e-05
70,1890-03-15,203.0,61.0,1.0,3.0,17.0,1774.0,202.0,0.0,2.0,3.0,7.575757575757576e-05
71,1890-03-22,159.0,203.0,5.0,0.0,17.0,1206.0,158.0,0.0,1.0,3.0,7.575757575757576e-05
72,1890-03-29,138.0,159.0,1.0,4.0,17.0,184.0,151.0,0.0,2.0,3.0,7.575757575757576e-05
73,1890-04-05,159.0,61.0,1.0,1.0,17.0,588.0,158.0,0.0,0.0,3.0,7.575757575757576e-05
74,1891-02-07,138.0,203.0,7.0,2.0,17.0,184.0,151.0,0.0,1.0,3.0,7.633587786259542e-05
75,1891-03-07,61.0,203.0,4.0,1.0,17.0,1564.0,60.0,0.0,1.0,3.0,7.633587786259542e-05
76,1891-03-07,61.0,138.0,6.0,1.0,17.0,1772.0,60.0,0.0,1.0,3.0,7.633587786259542e-05
77,1891-03-21,203.0,159.0,3.0,4.0,17.0,1774.0,202.0,0.0,2.0,3.0,7.633587786259542e-05
78,1891-03-28,159.0,138.0,2.0,1.0,17.0,588.0,158.0,0.0,1.0,3.0,7.633587786259542e-05
79,1891-04-06,61.0,159.0,2.0,1.0,17.0,224.0,60.0,0.0,1.0,3.0,7.633587786259542e-05
80,1892-02-27,203.0,138.0,1.0,1.0,17.0,151.0,202.0,0.0,0.0,3.0,7.692307692307693e-05
81,1892-03-05,138.0,61.0,0.0,2.0,17.0,184.0,151.0,0.0,2.0,3.0,7.692307692307693e-05
82,1892-03-05,203.0,61.0,0.0,2.0,17.0,1774.0,202.0,0.0,2.0,3.0,7.692307692307693e-05
83,1892-03-19,138.0,159.0,2.0,3.0,17.0,184.0,151.0,0.0,2.0,3.0,7.692307692307693e-05
84,1892-03-26,159.0,203.0,6.0,1.0,17.0,502.0,158.0,0.0,1.0,3.0,7.692307692307693e-05
85,1892-04-02,159.0,61.0,1.0,4.0,17.0,588.0,158.0,0.0,2.0,3.0,7.692307692307693e-05
86,1893-02-25,61.0,138.0,6.0,1.0,17.0,217.0,60.0,0.0,1.0,3.0,7.751937984496124e-05
87,1893-03-13,61.0,203.0,6.0,0.0,17.0,1554.0,60.0,0.0,1.0,3.0,7.751937984496124e-05
88,1893-03-18,203.0,159.0,0.0,8.0,17.0,1774.0,202.0,0.0,2.0,3.0,7.751937984496124e-05
89,1893-03-25,159.0,138.0,6.0,1.0,17.0,588.0,158.0,0.0,1.0,3.0,7.751937984496124e-05
90,1893-04-01,61.0,159.0,5.0,2.0,17.0,1357.0,60.0,0.0,1.0,3.0,7.751937984496124e-05
91,1894-02-24,203.0,138.0,4.0,1.0,17.0,1572.0,202.0,0.0,1.0,3.0,7.8125e-05
92,1894-03-03,138.0,61.0,2.0,2.0,17.0,184.0,151.0,0.0,0.0,3.0,7.8125e-05
93,1894-03-12,203.0,61.0,1.0,5.0,17.0,1774.0,202.0,0.0,2.0,3.0,7.8125e-05
94,1894-03-24,159.0,203.0,5.0,2.0,17.0,789.0,158.0,0.0,1.0,3.0,7.8125e-05
95,1894-03-31,138.0,159.0,1.0,2.0,17.0,184.0,151.0,0.0,2.0,3.0,7.8125e-05
96,1894-04-07,159.0,61.0,2.0,2.0,17.0,588.0,158.0,0.0,0.0,3.0,7.8125e-05
97,1895-03-09,61.0,138.0,9.0,0.0,17.0,456.0,60.0,0.0,1.0,3.0,7.874015748031496e-05
98,1895-03-16,138.0,203.0,2.0,2.0,17.0,184.0,151.0,0.0,0.0,3.0,7.874015748031496e-05
99,1895-03-18,61.0,203.0,1.0,1.0,17.0,919.0,60.0,0.0,0.0,3.0,7.874015748031496e-05
100,1895-03-23,203.0,159.0,2.0,2.0,17.0,1774.0,202.0,0.0,0.0,3.0,7.874015748031496e-05
101,1895-03-30,159.0,138.0,3.0,1.0,17.0,588.0,158.0,0.0,1.0,3.0,7.874015748031496e-05
102,1895-04-06,61.0,159.0,3.0,0.0,17.0,906.0,60.0,0.0,1.0,3.0,7.874015748031496e-05
103,1896-02-29,203.0,138.0,6.0,1.0,17.0,1774.0,202.0,0.0,1.0,3.0,7.936507936507937e-05
104,1896-03-07,138.0,61.0,0.0,2.0,17.0,184.0,151.0,0.0,2.0,3.0,7.936507936507937e-05
105,1896-03-16,203.0,61.0,1.0,9.0,17.0,318.0,202.0,0.0,2.0,3.0,7.936507936507937e-05
106,1896-03-21,159.0,203.0,4.0,0.0,17.0,490.0,158.0,0.0,1.0,3.0,7.936507936507937e-05
107,1896-03-28,138.0,159.0,3.0,3.0,17.0,184.0,151.0,0.0,0.0,3.0,7.936507936507937e-05
108,1896-04-04,159.0,61.0,2.0,1.0,17.0,588.0,158.0,0.0,1.0,3.0,7.936507936507937e-05
109,1897-02-20,61.0,138.0,6.0,0.0,17.0,1152.0,60.0,0.0,1.0,3.0,8e-05
110,1897-03-06,138.0,203.0,4.0,3.0,17.0,184.0,151.0,0.0,1.0,3.0,8e-05
111,1897-03-20,203.0,159.0,2.0,2.0,17.0,1774.0,202.0,0.0,0.0,3.0,8e-05
112,1897-03-27,159.0,138.0,5.0,1.0,17.0,588.0,158.0,0.0,1.0,3.0,8e-05
113,1897-03-29,61.0,203.0,4.0,0.0,17.0,1499.0,60.0,0.0,1.0,3.0,8e-05
114,1897-04-03,61.0,159.0,1.0,2.0,17.0,919.0,60.0,0.0,2.0,3.0,8e-05
115,1898-02-19,203.0,138.0,0.0,1.0,17.0,911.0,202.0,0.0,2.0,3.0,8.064516129032258e-05
116,1898-03-05,138.0,61.0,2.0,3.0,17.0,184.0,151.0,0.0,2.0,3.0,8.064516129032258e-05
117,1898-03-19,159.0,203.0,5.0,2.0,17.0,1074.0,158.0,0.0,1.0,3.0,8.064516129032258e-05
118,1898-03-26,138.0,159.0,0.0,3.0,17.0,184.0,151.0,0.0,2.0,3.0,8.064516129032258e-05
119,1898-03-28,203.0,61.0,0.0,3.0,17.0,1774.0,202.0,0.0,2.0,3.0,8.064516129032258e-05
120,1898-04-02,159.0,61.0,1.0,3.0,17.0,588.0,158.0,0.0,2.0,3.0,8.064516129032258e-05
121,1899-02-18,61.0,138.0,13.0,2.0,17.0,1564.0,60.0,0.0,1.0,3.0,8.130081300813008e-05
122,1899-03-04,138.0,203.0,1.0,0.0,17.0,184.0,151.0,0.0,1.0,3.0,8.130081300813008e-05
123,1899-03-18,203.0,159.0,0.0,6.0,17.0,1774.0,202.0,0.0,2.0,3.0,8.130081300813008e-05
124,1899-03-20,61.0,203.0,4.0,0.0,17.0,269.0,60.0,0.0,1.0,3.0,8.130081300813008e-05
125,1899-03-25,159.0,138.0,9.0,1.0,17.0,588.0,158.0,0.0,1.0,3.0,8.130081300813008e-05
126,1899-04-08,61.0,159.0,2.0,1.0,17.0,217.0,60.0,0.0,1.0,3.0,8.130081300813008e-05
127,1900-02-03,159.0,203.0,5.0,2.0,17.0,7.0,158.0,0.0,1.0,3.0,8.19672131147541e-05
128,1900-02-24,203.0,138.0,2.0,0.0,17.0,911.0,202.0,0.0,1.0,3.0,8.19672131147541e-05
129,1900-03-03,138.0,159.0,0.0,3.0,17.0,184.0,151.0,0.0,2.0,3.0,8.19672131147541e-05
130,1900-03-17,138.0,61.0,0.0,2.0,17.0,485.0,151.0,0.0,2.0,3.0,8.19672131147541e-05
131,1900-03-26,203.0,61.0,1.0,1.0,17.0,318.0,202.0,0.0,0.0,3.0,8.19672131147541e-05
132,1900-04-07,159.0,61.0,4.0,1.0,17.0,588.0,158.0,0.0,1.0,3.0,8.19672131147541e-05
133,1901-02-23,159.0,138.0,11.0,0.0,17.0,588.0,158.0,0.0,1.0,3.0,8.264462809917356e-05
134,1901-03-02,203.0,159.0,1.0,1.0,17.0,1774.0,202.0,0.0,0.0,3.0,8.264462809917356e-05
135,1901-03-09,61.0,138.0,3.0,0.0,17.0,1534.0,60.0,0.0,1.0,3.0,8.264462809917356e-05
136,1901-03-18,61.0,203.0,6.0,0.0,17.0,1130.0,60.0,0.0,1.0,3.0,8.264462809917356e-05
137,1901-03-23,138.0,203.0,0.0,1.0,17.0,184.0,151.0,0.0,2.0,3.0,8.264462809917356e-05
138,1901-03-30,61.0,159.0,2.0,2.0,17.0,919.0,60.0,0.0,0.0,3.0,8.264462809917356e-05
139,1902-02-22,203.0,138.0,0.0,3.0,17.0,318.0,202.0,0.0,2.0,3.0,8.333333333333333e-05
140,1902-03-01,138.0,159.0,1.0,5.0,17.0,184.0,151.0,0.0,2.0,3.0,8.333333333333333e-05
141,1902-03-03,203.0,61.0,0.0,0.0,17.0,1774.0,202.0,0.0,0.0,3.0,8.333333333333333e-05
142,1902-03-15,159.0,203.0,5.0,1.0,17.0,600.0,158.0,0.0,1.0,3.0,8.333333333333333e-05
143,1902-03-22,138.0,61.0,0.0,1.0,17.0,184.0,151.0,0.0,2.0,3.0,8.333333333333333e-05
144,1902-05-03,61.0,159.0,2.0,2.0,17.0,217.0,60.0,0.0,0.0,3.0,8.333333333333333e-05
145,1902-07-20,198.0,8.0,0.0,6.0,56.0,1059.0,197.0,0.0,2.0,1.0,8.333333333333333e-05
146,1902-10-12,12.0,86.0,5.0,0.0,56.0,1718.0,11.0,0.0,1.0,3.0,8.333333333333333e-05
147,1903-02-14,61.0,138.0,4.0,0.0,17.0,1772.0,60.0,0.0,1.0,3.0,8.403361344537815e-05
148,1903-03-02,61.0,203.0,2.0,1.0,17.0,1301.0,60.0,0.0,1.0,3.0,8.403361344537815e-05
149,1903-03-09,203.0,159.0,0.0,1.0,17.0,318.0,202.0,0.0,2.0,3.0,8.403361344537815e-05
150,1903-03-21,159.0,138.0,0.0,2.0,17.0,588.0,158.0,0.0,2.0,3.0,8.403361344537815e-05
151,1903-03-28,138.0,203.0,2.0,0.0,17.0,184.0,151.0,0.0,1.0,3.0,8.403361344537815e-05
152,1903-04-04,61.0,159.0,1.0,2.0,17.0,1499.0,60.0,0.0,2.0,3.0,8.403361344537815e-05
153,1903-04-05,86.0,52.0,2.0,1.0,56.0,279.0,85.0,0.0,1.0,3.0,8.403361344537815e-05
154,1903-06-11,86.0,12.0,3.0,2.0,56.0,279.0,85.0,0.0,1.0,3.0,8.403361344537815e-05
155,1903-09-13,8.0,198.0,2.0,3.0,56.0,280.0,7.0,0.0,2.0,1.0,8.403361344537815e-05
156,1903-10-11,12.0,86.0,4.0,2.0,56.0,1718.0,11.0,0.0,1.0,3.0,8.403361344537815e-05
157,1904-02-29,203.0,61.0,2.0,2.0,17.0,1774.0,202.0,0.0,0.0,3.0,8.474576271186441e-05
158,1904-03-12,138.0,61.0,1.0,3.0,17.0,184.0,151.0,0.0,2.0,3.0,8.474576271186441e-05
159,1904-03-12,159.0,203.0,1.0,1.0,17.0,490.0,158.0,0.0,0.0,3.0,8.474576271186441e-05
160,1904-03-21,203.0,138.0,0.0,1.0,17.0,151.0,202.0,0.0,2.0,3.0,8.474576271186441e-05
161,1904-03-26,138.0,159.0,1.0,1.0,17.0,485.0,151.0,0.0,0.0,3.0,8.474576271186441e-05
162,1904-04-09,159.0,61.0,0.0,1.0,17.0,588.0,158.0,0.0,2.0,3.0,8.474576271186441e-05
163,1904-05-01,19.0,69.0,3.0,3.0,56.0,273.0,18.0,0.0,0.0,3.0,8.474576271186441e-05
164,1904-06-02,86.0,12.0,3.0,0.0,56.0,279.0,85.0,0.0,1.0,3.0,8.474576271186441e-05
165,1904-10-09,12.0,86.0,5.0,4.0,56.0,1718.0,11.0,0.0,1.0,3.0,8.474576271186441e-05
166,1905-02-12,69.0,178.0,1.0,0.0,56.0,1225.0,68.0,0.0,1.0,3.0,8.547008547008547e-05
167,1905-02-25,61.0,138.0,1.0,1.0,17.0,1025.0,60.0,0.0,0.0,3.0,8.547008547008547e-05
168,1905-03-06,203.0,159.0,3.0,1.0,17.0,1774.0,202.0,0.0,1.0,3.0,8.547008547008547e-05
169,1905-03-18,159.0,138.0,4.0,0.0,17.0,588.0,158.0,0.0,1.0,3.0,8.547008547008547e-05
170,1905-03-27,61.0,203.0,3.0,1.0,17.0,906.0,60.0,0.0,1.0,3.0,8.547008547008547e-05
171,1905-04-01,61.0,159.0,1.0,0.0,17.0,919.0,60.0,0.0,1.0,3.0,8.547008547008547e-05
172,1905-04-08,138.0,203.0,2.0,2.0,17.0,184.0,151.0,0.0,0.0,3.0,8.547008547008547e-05
173,1905-04-09,86.0,12.0,0.0,0.0,56.0,279.0,85.0,0.0,0.0,3.0,8.547008547008547e-05
174,1905-04-30,19.0,131.0,1.0,4.0,56.0,81.0,18.0,0.0,2.0,3.0,8.547008547008547e-05
175,1905-05-07,19.0,69.0,7.0,0.0,56.0,273.0,18.0,0.0,1.0,3.0,8.547008547008547e-05
176,1905-05-14,131.0,19.0,4.0,0.0,56.0,1382.0,130.0,0.0,1.0,3.0,8.547008547008547e-05
177,1905-08-15,8.0,198.0,0.0,0.0,37.0,280.0,7.0,0.0,0.0,1.0,8.547008547008547e-05
178,1906-02-17,138.0,61.0,0.0,5.0,17.0,184.0,151.0,0.0,2.0,3.0,8.620689655172413e-05
179,1906-03-03,159.0,203.0,0.0,2.0,17.0,502.0,158.0,0.0,2.0,3.0,8.620689655172413e-05
180,1906-03-17,138.0,159.0,0.0,1.0,17.0,485.0,151.0,0.0,2.0,3.0,8.620689655172413e-05
181,1906-03-19,203.0,61.0,0.0,1.0,17.0,318.0,202.0,0.0,2.0,3.0,8.620689655172413e-05
182,1906-04-01,86.0,52.0,1.0,1.0,56.0,279.0,85.0,0.0,0.0,3.0,8.620689655172413e-05
183,1906-04-02,203.0,138.0,4.0,4.0,17.0,1774.0,202.0,0.0,0.0,3.0,8.620689655172413e-05
184,1906-04-07,159.0,61.0,2.0,1.0,17.0,588.0,158.0,0.0,1.0,3.0,8.620689655172413e-05
185,1906-04-22,69.0,19.0,0.0,5.0,56.0,1391.0,68.0,0.0,2.0,3.0,8.620689655172413e-05
186,1906-04-29,19.0,131.0,5.0,0.0,56.0,81.0,18.0,0.0,1.0,3.0,8.620689655172413e-05
187,1906-05-13,131.0,19.0,2.0,3.0,56.0,1382.0,130.0,0.0,2.0,3.0,8.620689655172413e-05
188,1906-08-15,198.0,8.0,0.0,2.0,37.0,1059.0,197.0,0.0,2.0,1.0,8.620689655172413e-05
189,1906-10-21,8.0,198.0,2.0,1.0,38.0,280.0,7.0,0.0,1.0,1.0,8.620689655172413e-05
190,1906-11-04,86.0,12.0,3.0,1.0,56.0,279.0,85.0,0.0,1.0,3.0,8.620689655172413e-05
191,1907-02-16,61.0,138.0,1.0,0.0,17.0,906.0,60.0,0.0,1.0,3.0,8.695652173913044e-05
192,1907-02-23,138.0,203.0,2.0,3.0,17.0,184.0,151.0,0.0,2.0,3.0,8.695652173913044e-05
193,1907-03-04,203.0,159.0,1.0,0.0,17.0,1774.0,202.0,0.0,1.0,3.0,8.695652173913044e-05
194,1907-03-16,159.0,138.0,3.0,0.0,17.0,588.0,158.0,0.0,1.0,3.0,8.695652173913044e-05
195,1907-03-18,61.0,203.0,1.0,1.0,17.0,919.0,60.0,0.0,0.0,3.0,8.695652173913044e-05
196,1907-04-06,61.0,159.0,1.0,1.0,17.0,1130.0,60.0,0.0,0.0,3.0,8.695652173913044e-05
197,1907-04-07,86.0,52.0,5.0,2.0,56.0,279.0,85.0,0.0,1.0,3.0,8.695652173913044e-05
198,1907-04-14,19.0,131.0,1.0,3.0,56.0,81.0,18.0,0.0,2.0,3.0,8.695652173913044e-05
199,1907-04-21,19.0,69.0,1.0,2.0,56.0,273.0,18.0,0.0,2.0,3.0,8.695652173913044e-05
200,1907-05-05,12.0,86.0,3.0,1.0,56.0,1718.0,11.0,0.0,1.0,3.0,8.695652173913044e-05
201,1907-05-09,131.0,19.0,1.0,2.0,56.0,631.0,130.0,0.0,2.0,3.0,8.695652173913044e-05
202,1907-11-03,86.0,12.0,4.0,1.0,56.0,279.0,85.0,0.0,1.0,3.0,8.695652173913044e-05
203,1908-02-15,138.0,61.0,1.0,3.0,17.0,184.0,151.0,0.0,2.0,3.0,8.771929824561403e-05
204,1908-03-07,159.0,203.0,2.0,1.0,17.0,490.0,158.0,0.0,1.0,3.0,8.771929824561403e-05
205,1908-03-08,178.0,69.0,1.0,2.0,56.0,571.0,178.0,0.0,2.0,3.0,8.771929824561403e-05
206,1908-03-14,138.0,159.0,0.0,5.0,17.0,485.0,151.0,0.0,2.0,3.0,8.771929824561403e-05
207,1908-03-16,203.0,61.0,1.0,7.0,17.0,1774.0,202.0,0.0,2.0,3.0,8.771929824561403e-05
208,1908-03-29,19.0,131.0,1.0,4.0,56.0,81.0,18.0,0.0,2.0,3.0,8.771929824561403e-05
209,1908-04-04,159.0,61.0,1.0,1.0,17.0,588.0,158.0,0.0,0.0,3.0,8.771929824561403e-05
210,1908-04-05,86.0,52.0,5.0,2.0,56.0,279.0,85.0,0.0,1.0,3.0,8.771929824561403e-05
211,1908-04-05,178.0,73.0,5.0,3.0,56.0,163.0,178.0,0.0,1.0,3.0,8.771929824561403e-05
212,1908-04-11,203.0,138.0,0.0,1.0,17.0,6.0,202.0,0.0,2.0,3.0,8.771929824561403e-05
213,1908-04-12,69.0,19.0,1.0,2.0,56.0,394.0,68.0,0.0,2.0,3.0,8.771929824561403e-05
214,1908-04-26,131.0,19.0,3.0,1.0,56.0,1382.0,130.0,0.0,1.0,3.0,8.771929824561403e-05
215,1908-05-03,12.0,86.0,4.0,0.0,56.0,1718.0,11.0,0.0,1.0,3.0,8.771929824561403e-05
216,1908-05-10,131.0,69.0,4.0,1.0,56.0,1382.0,130.0,0.0,1.0,3.0,8.771929824561403e-05
217,1908-06-06,12.0,61.0,1.0,6.0,56.0,1718.0,11.0,0.0,2.0,3.0,8.771929824561403e-05
218,1908-06-07,12.0,73.0,3.0,2.0,56.0,1718.0,11.0,0.0,1.0,3.0,8.771929824561403e-05
219,1908-06-08,12.0,61.0,1.0,11.0,56.0,1718.0,11.0,0.0,2.0,3.0,8.771929824561403e-05
220,1908-06-10,86.0,61.0,0.0,7.0,56.0,279.0,85.0,0.0,2.0,3.0,8.771929824561403e-05
221,1908-07-12,177.0,139.0,11.0,3.0,56.0,594.0,177.0,0.0,1.0,3.0,8.771929824561403e-05
222,1908-08-15,198.0,8.0,2.0,2.0,37.0,1059.0,197.0,0.0,0.0,1.0,8.771929824561403e-05
223,1908-09-13,8.0,198.0,2.0,1.0,38.0,280.0,7.0,0.0,1.0,1.0,8.771929824561403e-05
224,1908-10-04,8.0,198.0,0.0,1.0,41.0,280.0,7.0,0.0,2.0,1.0,8.771929824561403e-05
225,1908-10-25,131.0,177.0,5.0,3.0,56.0,1622.0,130.0,0.0,1.0,3.0,8.771929824561403e-05
226,1908-10-26,19.0,177.0,2.0,1.0,56.0,273.0,18.0,0.0,1.0,3.0,8.771929824561403e-05
227,1908-11-01,86.0,12.0,5.0,3.0,56.0,279.0,85.0,0.0,1.0,3.0,8.771929824561403e-05
228,1909-02-13,61.0,138.0,4.0,0.0,17.0,252.0,60.0,0.0,1.0,3.0,8.849557522123894e-05
229,1909-03-01,203.0,159.0,3.0,2.0,17.0,1774.0,202.0,0.0,1.0,3.0,8.849557522123894e-05
230,1909-03-15,61.0,203.0,2.0,0.0,17.0,1152.0,60.0,0.0,1.0,3.0,8.849557522123894e-05
231,1909-03-15,159.0,138.0,5.0,0.0,17.0,588.0,158.0,0.0,1.0,3.0,8.849557522123894e-05
