,team,confederation,games,home_games,away_games,neutral_games,wins,home_wins,away_wins,neutral_wins,defeats,home_defeats,away_defeats,neutral_defeats,draws,home_draws,away_draws,neutral_draws,goals_scored,home_goals_scored,away_goals_scored,neutral_goals_scored,goals_conceded,home_goals_conceded,away_goals_conceded,neutral_goals_conceded
137,North Macedonia,UEFA,250,46.400000000000006,43.6,10.0,29.599999999999998,19.2,7.6,2.8000000000000003,45.2,18.0,23.200000000000003,4.0,25.2,9.2,12.8,3.2,117.6,65.60000000000001,43.6,8.4,136.0,54.400000000000006,69.6,12.0
138,Northern Ireland,UEFA,654,38.53211009174312,56.11620795107034,5.351681957186544,25.535168195718654,14.831804281345565,9.63302752293578,1.0703363914373087,51.52905198776758,15.29051987767584,33.33333333333333,2.90519877675841,22.93577981651376,8.409785932721713,13.149847094801222,1.3761467889908259,104.434250764526,50.15290519877675,49.235474006116206,5.045871559633028,188.2262996941896,53.669724770642205,125.99388379204892,8.56269113149847
139,Norway,UEFA,797,48.180677540777914,46.675031367628605,5.144291091593475,36.888331242158095,20.075282308657467,14.93099121706399,1.8820577164366372,40.276035131744045,16.06022584692597,22.45922208281054,1.7565872020075282,22.835633626097867,12.045169385194479,9.284818067754077,1.5056461731493098,150.94102885821832,79.79924717691343,64.24090338770388,6.900878293601004,164.366373902133,65.87202007528231,91.96988707653702,6.524466750313676
140,Oman,AFC,452,43.36283185840708,24.336283185840706,32.30088495575221,36.72566371681416,21.460176991150444,6.415929203539823,8.849557522123893,38.05309734513274,11.061946902654867,12.168141592920353,14.823008849557523,25.221238938053098,10.84070796460177,5.752212389380531,8.628318584070795,128.53982300884957,69.91150442477876,21.238938053097346,37.389380530973455,125.88495575221239,37.389380530973455,40.04424778761062,48.451327433628315
141,Pakistan,AFC,164,21.341463414634145,36.58536585365854,42.073170731707314,17.682926829268293,6.097560975609756,2.4390243902439024,9.146341463414634,66.46341463414635,10.975609756097562,28.04878048780488,27.439024390243905,15.853658536585366,4.2682926829268295,6.097560975609756,5.487804878048781,81.70731707317073,21.341463414634145,23.78048780487805,36.58536585365854,250.0,41.46341463414634,103.65853658536585,104.8780487804878
142,Palestine,AFC,172,7.55813953488372,43.02325581395349,49.41860465116279,25.581395348837212,2.9069767441860463,8.13953488372093,14.534883720930234,46.51162790697674,0.5813953488372093,21.511627906976745,24.418604651162788,27.906976744186046,4.069767441860465,13.372093023255813,10.465116279069768,122.67441860465115,16.86046511627907,37.7906976744186,68.02325581395348,152.32558139534885,6.395348837209303,66.86046511627907,79.06976744186046
143,Panama,CONCACAF,435,36.0919540229885,39.54022988505747,24.367816091954023,31.03448275862069,16.7816091954023,7.816091954022989,6.436781609195402,44.13793103448276,8.96551724137931,23.678160919540232,11.494252873563218,24.82758620689655,10.344827586206897,8.045977011494253,6.436781609195402,117.70114942528735,51.49425287356322,33.10344827586207,33.10344827586207,156.0919540229885,33.10344827586207,76.55172413793103,46.43678160919541
144,Papua New Guinea,OFC,98,22.448979591836736,25.510204081632654,52.04081632653062,26.53061224489796,7.142857142857142,3.061224489795918,16.3265306122449,54.08163265306123,8.16326530612245,20.408163265306122,25.510204081632654,19.387755102040817,7.142857142857142,2.0408163265306123,10.204081632653061,175.51020408163265,35.714285714285715,26.53061224489796,113.26530612244898,212.24489795918367,33.6734693877551,74.48979591836735,104.08163265306123
145,Paraguay,CONMEBOL,725,27.310344827586206,45.51724137931035,27.172413793103452,35.44827586206897,13.93103448275862,10.206896551724139,11.310344827586206,38.068965517241374,6.896551724137931,22.620689655172413,8.551724137931034,26.482758620689655,6.482758620689655,12.689655172413794,7.310344827586207,131.31034482758622,41.793103448275865,45.51724137931035,44.0,144.0,27.72413793103448,75.72413793103449,40.55172413793103
146,Peru,CONMEBOL,638,37.14733542319749,35.57993730407524,27.27272727272727,31.974921630094045,16.30094043887147,5.329153605015674,10.344827586206897,43.73040752351097,12.852664576802509,21.316614420062695,9.561128526645767,24.294670846394983,7.993730407523511,8.934169278996865,7.366771159874608,123.19749216300941,52.507836990595614,29.93730407523511,40.75235109717868,144.35736677115986,44.67084639498432,63.63636363636363,36.05015673981191
