home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,day_of_week,month,year,date,match_id
Gabon,DR Congo,3,0,African Cup of Nations qualification,Franceville,Gabon,False,H,Thursday,March,2021,2021-03-25,41995.0
Comoros,Togo,0,0,African Cup of Nations qualification,Moroni,Comoros,False,D,Thursday,March,2021,2021-03-25,41996.0
Kenya,Egypt,1,1,African Cup of Nations qualification,Nairobi,Kenya,False,D,Thursday,March,2021,2021-03-25,41997.0
Botswana,Zimbabwe,0,1,African Cup of Nations qualification,Francistown,Botswana,False,A,Thursday,March,2021,2021-03-25,41998.0
Zambia,Algeria,3,3,African Cup of Nations qualification,Lusaka,Zambia,False,D,Thursday,March,2021,2021-03-25,41999.0
Equatorial Guinea,Tanzania,1,0,African Cup of Nations qualification,Malabo,Equatorial Guinea,False,H,Thursday,March,2021,2021-03-25,42000.0
Libya,Tunisia,2,5,African Cup of Nations qualification,Benina,Libya,False,A,Thursday,March,2021,2021-03-25,42001.0
Tajikistan,Mongolia,3,0,FIFA World Cup qualification,Dushanbe,Tajikistan,False,H,Thursday,March,2021,2021-03-25,42002.0
Chile,Bolivia,2,1,Friendly,Rancagua,Chile,False,H,Friday,March,2021,2021-03-26,42003.0
Burundi,Central African Republic,2,2,African Cup of Nations qualification,Bujumbura,Burundi,False,D,Friday,March,2021,2021-03-26,42004.0
Mauritania,Morocco,0,0,African Cup of Nations qualification,Nouakchott,Mauritania,False,D,Friday,March,2021,2021-03-26,42005.0
Cape Verde,Cameroon,3,1,African Cup of Nations qualification,Praia,Cape Verde,False,H,Friday,March,2021,2021-03-26,42006.0
Eswatini,Guinea-Bissau,1,3,African Cup of Nations qualification,Manzini,Eswatini,False,A,Friday,March,2021,2021-03-26,42007.0
Congo,Senegal,0,0,African Cup of Nations qualification,Brazzaville,Congo,False,D,Friday,March,2021,2021-03-26,42008.0
Niger,Ivory Coast,0,3,African Cup of Nations qualification,Lomé,Togo,True,A,Friday,March,2021,2021-03-26,42009.0
Bosnia and Herzegovina,Costa Rica,0,0,Friendly,Zenica,Bosnia and Herzegovina,False,D,Saturday,March,2021,2021-03-27,42010.0
Nepal,Bangladesh,0,0,Friendly,Kathmandu,Nepal,False,D,Saturday,March,2021,2021-03-27,42011.0
Qatar,Azerbaijan,2,1,Friendly,Debrecen,Hungary,True,H,Saturday,March,2021,2021-03-27,42012.0
Wales,Mexico,1,0,Friendly,Cardiff,Wales,False,H,Saturday,March,2021,2021-03-27,42013.0
United States Virgin Islands,Antigua and Barbuda,0,3,FIFA World Cup qualification,St Croix,United States Virgin Islands,False,A,Saturday,March,2021,2021-03-27,42014.0
Aruba,Suriname,0,6,FIFA World Cup qualification,Bradenton,United States,True,A,Saturday,March,2021,2021-03-27,42015.0
British Virgin Islands,Guatemala,0,3,FIFA World Cup qualification,Willemstad,Curaçao,True,A,Saturday,March,2021,2021-03-27,42016.0
Anguilla,Dominican Republic,0,6,FIFA World Cup qualification,Fort Lauderdale,United States,True,A,Saturday,March,2021,2021-03-27,42017.0
Turks and Caicos Islands,Nicaragua,0,7,FIFA World Cup qualification,San Cristóbal,Dominican Republic,True,A,Saturday,March,2021,2021-03-27,42018.0
Bahamas,Saint Kitts and Nevis,0,4,FIFA World Cup qualification,Nassau,Bahamas,False,A,Saturday,March,2021,2021-03-27,42019.0
Republic of Ireland,Luxembourg,0,1,FIFA World Cup qualification,Dublin,Republic of Ireland,False,A,Saturday,March,2021,2021-03-27,42020.0
Serbia,Portugal,2,2,FIFA World Cup qualification,Belgrade,Serbia,False,D,Saturday,March,2021,2021-03-27,42021.0
Belarus,Estonia,4,2,FIFA World Cup qualification,Minsk,Belarus,False,H,Saturday,March,2021,2021-03-27,42022.0
Czech Republic,Belgium,1,1,FIFA World Cup qualification,Prague,Czech Republic,False,D,Saturday,March,2021,2021-03-27,42023.0
Montenegro,Gibraltar,4,1,FIFA World Cup qualification,Podgorica,Montenegro,False,H,Saturday,March,2021,2021-03-27,42024.0
Netherlands,Latvia,2,0,FIFA World Cup qualification,Amsterdam,Netherlands,False,H,Saturday,March,2021,2021-03-27,42025.0
Norway,Turkey,0,3,FIFA World Cup qualification,Malaga,Spain,True,A,Saturday,March,2021,2021-03-27,42026.0
Russia,Slovenia,2,1,FIFA World Cup qualification,Sochi,Russia,False,H,Saturday,March,2021,2021-03-27,42027.0
Croatia,Cyprus,1,0,FIFA World Cup qualification,Rijeka,Croatia,False,H,Saturday,March,2021,2021-03-27,42028.0
Slovakia,Malta,2,2,FIFA World Cup qualification,Trnava,Slovakia,False,D,Saturday,March,2021,2021-03-27,42029.0
Lesotho,Sierra Leone,0,0,African Cup of Nations qualification,Maseru,Lesotho,False,D,Saturday,March,2021,2021-03-27,42030.0
Benin,Nigeria,0,1,African Cup of Nations qualification,Porto Novo,Benin,False,A,Saturday,March,2021,2021-03-27,42031.0
Greece,Honduras,2,1,Friendly,Thessaloniki,Greece,False,H,Sunday,March,2021,2021-03-28,42032.0
Northern Ireland,United States,1,2,Friendly,Belfast,Northern Ireland,False,A,Sunday,March,2021,2021-03-28,42033.0
Montserrat,El Salvador,1,1,FIFA World Cup qualification,Willemstad,Curaçao,True,D,Sunday,March,2021,2021-03-28,42034.0
Cuba,Curaçao,1,2,FIFA World Cup qualification,Guatemala City,Guatemala,True,A,Sunday,March,2021,2021-03-28,42035.0
Dominica,Panama,1,2,FIFA World Cup qualification,Santo Domingo,Dominican Republic,True,A,Sunday,March,2021,2021-03-28,42036.0
Puerto Rico,Trinidad and Tobago,1,1,FIFA World Cup qualification,Mayagüez,Puerto Rico,False,D,Sunday,March,2021,2021-03-28,42037.0
Georgia,Spain,1,2,FIFA World Cup qualification,Tbilisi,Georgia,False,A,Sunday,March,2021,2021-03-28,42038.0
Kosovo,Sweden,0,3,FIFA World Cup qualification,Pristina,Kosovo,False,A,Sunday,March,2021,2021-03-28,42039.0
Switzerland,Lithuania,1,0,FIFA World Cup qualification,St Gallen,Switzerland,False,H,Sunday,March,2021,2021-03-28,42040.0
Bulgaria,Italy,0,2,FIFA World Cup qualification,Sofia,Bulgaria,False,A,Sunday,March,2021,2021-03-28,42041.0
Kazakhstan,France,0,2,FIFA World Cup qualification,Nur-Sultan,Kazakhstan,False,A,Sunday,March,2021,2021-03-28,42042.0
Ukraine,Finland,1,1,FIFA World Cup qualification,Kiev,Ukraine,False,D,Sunday,March,2021,2021-03-28,42043.0
Denmark,Moldova,8,0,FIFA World Cup qualification,Herning,Denmark,False,H,Sunday,March,2021,2021-03-28,42044.0
Austria,Faroe Islands,3,1,FIFA World Cup qualification,Vienna,Austria,False,H,Sunday,March,2021,2021-03-28,42045.0
Israel,Scotland,1,1,FIFA World Cup qualification,Tel Aviv,Israel,False,D,Sunday,March,2021,2021-03-28,42046.0
Albania,England,0,2,FIFA World Cup qualification,Tirana,Albania,False,A,Sunday,March,2021,2021-03-28,42047.0
Poland,Andorra,3,0,FIFA World Cup qualification,Warsaw,Poland,False,H,Sunday,March,2021,2021-03-28,42048.0
San Marino,Hungary,0,3,FIFA World Cup qualification,Serravalle,San Marino,False,A,Sunday,March,2021,2021-03-28,42049.0
Armenia,Iceland,2,0,FIFA World Cup qualification,Yerevan,Armenia,False,H,Sunday,March,2021,2021-03-28,42050.0
North Macedonia,Liechtenstein,5,0,FIFA World Cup qualification,Skopje,North Macedonia,False,H,Sunday,March,2021,2021-03-28,42051.0
Romania,Germany,0,1,FIFA World Cup qualification,Bucharest,Romania,False,A,Sunday,March,2021,2021-03-28,42052.0
Namibia,Guinea,2,1,African Cup of Nations qualification,Windhoek,Namibia,False,H,Sunday,March,2021,2021-03-28,42053.0
Mali,Chad,3,0,African Cup of Nations qualification,Bamako,Mali,False,H,Sunday,March,2021,2021-03-28,42054.0
Ghana,São Tomé and Príncipe,3,1,African Cup of Nations qualification,Cape Coast,Ghana,False,H,Sunday,March,2021,2021-03-28,42055.0
Sudan,South Africa,2,0,African Cup of Nations qualification,Omdurman,Sudan,False,H,Sunday,March,2021,2021-03-28,42056.0
Tunisia,Equatorial Guinea,2,1,African Cup of Nations qualification,Radès,Tunisia,False,H,Sunday,March,2021,2021-03-28,42057.0
Tanzania,Libya,1,0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,H,Sunday,March,2021,2021-03-28,42058.0
Ecuador,Bolivia,2,1,Friendly,Guayaquil,Ecuador,False,H,Monday,March,2021,2021-03-29,42059.0
India,United Arab Emirates,0,6,Friendly,Dubai,United Arab Emirates,True,A,Monday,March,2021,2021-03-29,42060.0
Kuwait,Lebanon,1,1,Friendly,Dubai,United Arab Emirates,True,D,Monday,March,2021,2021-03-29,42061.0
Nepal,Bangladesh,2,1,Friendly,Kathmandu,Nepal,False,H,Monday,March,2021,2021-03-29,42062.0
Uzbekistan,Iraq,0,1,Friendly,Tashkent,Uzbekistan,False,A,Monday,March,2021,2021-03-29,42063.0
Cayman Islands,Canada,0,11,FIFA World Cup qualification,Bradenton,United States,True,A,Monday,March,2021,2021-03-29,42064.0
Burkina Faso,South Sudan,1,0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,H,Monday,March,2021,2021-03-29,42065.0
Malawi,Uganda,1,0,African Cup of Nations qualification,Lilongwe,Malawi,False,H,Monday,March,2021,2021-03-29,42066.0
Angola,Gabon,2,0,African Cup of Nations qualification,Luanda,Angola,False,H,Monday,March,2021,2021-03-29,42067.0
DR Congo,Gambia,1,0,African Cup of Nations qualification,Kinshasa,DR Congo,True,H,Monday,March,2021,2021-03-29,42068.0
Togo,Kenya,1,2,African Cup of Nations qualification,Lomé,Togo,False,A,Monday,March,2021,2021-03-29,42069.0
Egypt,Comoros,4,0,African Cup of Nations qualification,Cairo,Egypt,False,H,Monday,March,2021,2021-03-29,42070.0
Algeria,Botswana,5,0,African Cup of Nations qualification,Algiers,Algeria,False,H,Monday,March,2021,2021-03-29,42071.0
Zimbabwe,Zambia,0,2,African Cup of Nations qualification,Harare,Zimbabwe,False,A,Monday,March,2021,2021-03-29,42072.0
Bahrain,Jordan,1,2,Friendly,Riffa,Bahrain,False,A,Tuesday,March,2021,2021-03-30,42073.0
Costa Rica,Mexico,0,1,Friendly,Wiener Neustadt,Austria,True,A,Tuesday,March,2021,2021-03-30,42074.0
Iran,Syria,3,0,Friendly,Tehran,Iran,False,H,Tuesday,March,2021,2021-03-30,42075.0
Republic of Ireland,Qatar,1,1,Friendly,Debrecen,Hungary,True,D,Tuesday,March,2021,2021-03-30,42076.0
Grenada,United States Virgin Islands,1,0,FIFA World Cup qualification,St George's,Grenada,False,H,Tuesday,March,2021,2021-03-30,42077.0
Bermuda,Aruba,5,0,FIFA World Cup qualification,Bradenton,United States,True,H,Tuesday,March,2021,2021-03-30,42078.0
Saint Vincent and the Grenadines,British Virgin Islands,3,0,FIFA World Cup qualification,Willemstad,Curaçao,True,H,Tuesday,March,2021,2021-03-30,42079.0
Barbados,Anguilla,1,0,FIFA World Cup qualification,Santo Domingo,Dominican Republic,True,H,Tuesday,March,2021,2021-03-30,42080.0
Belize,Turks and Caicos Islands,5,0,FIFA World Cup qualification,San Cristóbal,Dominican Republic,True,H,Tuesday,March,2021,2021-03-30,42081.0
Guyana,Bahamas,4,0,FIFA World Cup qualification,Santo Domingo,Dominican Republic,True,H,Tuesday,March,2021,2021-03-30,42082.0
Azerbaijan,Serbia,1,2,FIFA World Cup qualification,Baku,Azerbaijan,False,A,Tuesday,March,2021,2021-03-30,42083.0
Luxembourg,Portugal,1,3,FIFA World Cup qualification,Luxembourg City,Luxembourg,False,A,Tuesday,March,2021,2021-03-30,42084.0
Wales,Czech Republic,1,0,FIFA World Cup qualification,Cardiff,Wales,False,H,Tuesday,March,2021,2021-03-30,42085.0
Belgium,Belarus,8,0,FIFA World Cup qualification,Leuven,Belgium,False,H,Tuesday,March,2021,2021-03-30,42086.0
Gibraltar,Netherlands,0,7,FIFA World Cup qualification,Gibraltar,Gibraltar,False,A,Tuesday,March,2021,2021-03-30,42087.0
Montenegro,Norway,0,1,FIFA World Cup qualification,Podgorica,Montenegro,False,A,Tuesday,March,2021,2021-03-30,42088.0
Turkey,Latvia,3,3,FIFA World Cup qualification,Istanbul,Turkey,False,D,Tuesday,March,2021,2021-03-30,42089.0
Cyprus,Slovenia,1,0,FIFA World Cup qualification,Nicosia,Cyprus,False,H,Tuesday,March,2021,2021-03-30,42090.0
Croatia,Malta,3,0,FIFA World Cup qualification,Rijeka,Croatia,False,H,Tuesday,March,2021,2021-03-30,42091.0
Slovakia,Russia,2,1,FIFA World Cup qualification,Trnava,Slovakia,False,H,Tuesday,March,2021,2021-03-30,42092.0
Saudi Arabia,Palestine,5,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,H,Tuesday,March,2021,2021-03-30,42093.0
Japan,Mongolia,14,0,FIFA World Cup qualification,Chiba,Japan,False,H,Tuesday,March,2021,2021-03-30,42094.0
Central African Republic,Mauritania,0,1,African Cup of Nations qualification,Bangui,Central African Republic,False,A,Tuesday,March,2021,2021-03-30,42095.0
Morocco,Burundi,1,0,African Cup of Nations qualification,Rabat,Morocco,False,H,Tuesday,March,2021,2021-03-30,42096.0
Cameroon,Rwanda,0,0,African Cup of Nations qualification,Douala,Cameroon,False,D,Tuesday,March,2021,2021-03-30,42097.0
Mozambique,Cape Verde,0,1,African Cup of Nations qualification,Maputo,Mozambique,False,A,Tuesday,March,2021,2021-03-30,42098.0
Guinea-Bissau,Congo,3,0,African Cup of Nations qualification,Bissau,Guinea-Bissau,False,H,Tuesday,March,2021,2021-03-30,42099.0
Senegal,Eswatini,1,1,African Cup of Nations qualification,Thiès,Senegal,False,D,Tuesday,March,2021,2021-03-30,42100.0
Ivory Coast,Ethiopia,3,1,African Cup of Nations qualification,Abidjan,Ivory Coast,False,H,Tuesday,March,2021,2021-03-30,42101.0
Madagascar,Niger,0,0,African Cup of Nations qualification,Toamasina,Madagascar,False,D,Tuesday,March,2021,2021-03-30,42102.0
Nigeria,Lesotho,3,0,African Cup of Nations qualification,Lagos,Nigeria,False,H,Tuesday,March,2021,2021-03-30,42103.0
Sweden,Estonia,1,0,Friendly,Stockholm,Sweden,False,H,Wednesday,March,2021,2021-03-31,42104.0
Switzerland,Finland,3,2,Friendly,St Gallen,Switzerland,False,H,Wednesday,March,2021,2021-03-31,42105.0
Spain,Kosovo,3,1,FIFA World Cup qualification,Seville,Spain,False,H,Wednesday,March,2021,2021-03-31,42106.0
Greece,Georgia,1,1,FIFA World Cup qualification,Thessaloniki,Greece,False,D,Wednesday,March,2021,2021-03-31,42107.0
Northern Ireland,Bulgaria,0,0,FIFA World Cup qualification,Belfast,Northern Ireland,False,D,Wednesday,March,2021,2021-03-31,42108.0
Lithuania,Italy,0,2,FIFA World Cup qualification,Vilnius,Lithuania,False,A,Wednesday,March,2021,2021-03-31,42109.0
Bosnia and Herzegovina,France,0,1,FIFA World Cup qualification,Sarajevo,Bosnia and Herzegovina,False,A,Wednesday,March,2021,2021-03-31,42110.0
Ukraine,Kazakhstan,1,1,FIFA World Cup qualification,Kiev,Ukraine,False,D,Wednesday,March,2021,2021-03-31,42111.0
Scotland,Faroe Islands,4,0,FIFA World Cup qualification,Glasgow,Scotland,False,H,Wednesday,March,2021,2021-03-31,42112.0
Austria,Denmark,0,4,FIFA World Cup qualification,Vienna,Austria,False,A,Wednesday,March,2021,2021-03-31,42113.0
Moldova,Israel,1,4,FIFA World Cup qualification,Chișinău,Moldova,False,A,Wednesday,March,2021,2021-03-31,42114.0
England,Poland,2,1,FIFA World Cup qualification,London,England,False,H,Wednesday,March,2021,2021-03-31,42115.0
Andorra,Hungary,1,4,FIFA World Cup qualification,Andorra la Vella,Andorra,False,A,Wednesday,March,2021,2021-03-31,42116.0
San Marino,Albania,0,2,FIFA World Cup qualification,Serravalle,San Marino,False,A,Wednesday,March,2021,2021-03-31,42117.0
Armenia,Romania,3,2,FIFA World Cup qualification,Yerevan,Armenia,False,H,Wednesday,March,2021,2021-03-31,42118.0
Germany,North Macedonia,1,2,FIFA World Cup qualification,Duisburg,Germany,False,A,Wednesday,March,2021,2021-03-31,42119.0
Liechtenstein,Iceland,1,4,FIFA World Cup qualification,Vaduz,Liechtenstein,False,A,Wednesday,March,2021,2021-03-31,42120.0
Ukraine,Bahrain,1,1,Friendly,Kharkiv,Ukraine,False,D,Sunday,May,2021,2021-05-23,42121.0
Iraq,Tajikistan,0,0,Friendly,Basra,Iraq,False,D,Monday,May,2021,2021-05-24,42122.0
United Arab Emirates,Jordan,5,1,Friendly,Dubai,United Arab Emirates,False,H,Monday,May,2021,2021-05-24,42123.0
Indonesia,Afghanistan,2,3,Friendly,Dubai,United Arab Emirates,True,A,Tuesday,May,2021,2021-05-25,42124.0
Oman,Thailand,1,0,Friendly,Dubai,United Arab Emirates,True,H,Tuesday,May,2021,2021-05-25,42125.0
Turkey,Azerbaijan,2,1,Friendly,Alanya,Turkey,False,H,Thursday,May,2021,2021-05-27,42126.0
Bahrain,Malaysia,2,0,Friendly,Riffa,Bahrain,False,H,Friday,May,2021,2021-05-28,42127.0
Italy,San Marino,7,0,Friendly,Cagliari,Italy,False,H,Friday,May,2021,2021-05-28,42128.0
Indonesia,Oman,1,3,Friendly,Dubai,United Arab Emirates,True,A,Saturday,May,2021,2021-05-29,42129.0
Iraq,Nepal,6,2,Friendly,Basra,Iraq,False,H,Saturday,May,2021,2021-05-29,42130.0
Mexico,Iceland,2,1,Friendly,Arlington,United States,True,H,Saturday,May,2021,2021-05-29,42131.0
Singapore,Afghanistan,1,1,Friendly,Dubai,United Arab Emirates,True,D,Saturday,May,2021,2021-05-29,42132.0
Sweden,Finland,2,0,Friendly,Stockholm,Sweden,False,H,Saturday,May,2021,2021-05-29,42133.0
Thailand,Tajikistan,2,2,Friendly,Sharjah,United Arab Emirates,True,D,Saturday,May,2021,2021-05-29,42134.0
Malta,Northern Ireland,0,3,Friendly,Klagenfurt,Austria,True,A,Sunday,May,2021,2021-05-30,42135.0
Switzerland,United States,2,1,Friendly,St Gallen,Switzerland,False,H,Sunday,May,2021,2021-05-30,42136.0
Jordan,Vietnam,1,1,Friendly,Sharjah,United Arab Emirates,True,D,Monday,May,2021,2021-05-31,42137.0
Turkey,Guinea,0,0,Friendly,Antalya,Turkey,False,D,Monday,May,2021,2021-05-31,42138.0
Croatia,Armenia,1,1,Friendly,Velika Gorica,Croatia,False,D,Tuesday,June,2021,2021-06-01,42139.0
Kosovo,San Marino,4,1,Friendly,Pristina,Kosovo,False,H,Tuesday,June,2021,2021-06-01,42140.0
North Macedonia,Slovenia,1,1,Friendly,Skopje,North Macedonia,False,D,Tuesday,June,2021,2021-06-01,42141.0
Poland,Russia,1,1,Friendly,Wrocław,Poland,False,D,Tuesday,June,2021,2021-06-01,42142.0
Slovakia,Bulgaria,1,1,Friendly,Ried im Innkreis,Austria,True,D,Tuesday,June,2021,2021-06-01,42143.0
Lithuania,Estonia,0,1,Baltic Cup,Vilnius,Lithuania,False,A,Tuesday,June,2021,2021-06-01,42144.0
Belarus,Azerbaijan,1,2,Friendly,Minsk,Belarus,False,A,Wednesday,June,2021,2021-06-02,42145.0
Bosnia and Herzegovina,Montenegro,0,0,Friendly,Sarajevo,Bosnia and Herzegovina,False,D,Wednesday,June,2021,2021-06-02,42146.0
England,Austria,1,0,Friendly,London,England,False,H,Wednesday,June,2021,2021-06-02,42147.0
France,Wales,3,0,Friendly,Nice,France,False,H,Wednesday,June,2021,2021-06-02,42148.0
Germany,Denmark,1,1,Friendly,Innsbruck,Austria,True,D,Wednesday,June,2021,2021-06-02,42149.0
Mozambique,Lesotho,5,0,Friendly,Maputo,Mozambique,False,H,Wednesday,June,2021,2021-06-02,42150.0
Netherlands,Scotland,2,2,Friendly,São João da Venda,Portugal,True,D,Wednesday,June,2021,2021-06-02,42151.0
Norway,Luxembourg,1,0,Friendly,Malaga,Spain,True,H,Wednesday,June,2021,2021-06-02,42152.0
Romania,Georgia,1,2,Friendly,Ploiești,Romania,False,A,Wednesday,June,2021,2021-06-02,42153.0
Montserrat,United States Virgin Islands,4,0,FIFA World Cup qualification,San Cristóbal,Dominican Republic,True,H,Wednesday,June,2021,2021-06-02,42154.0
Cayman Islands,Aruba,1,3,FIFA World Cup qualification,Bradenton,United States,True,A,Wednesday,June,2021,2021-06-02,42155.0
Cuba,British Virgin Islands,5,0,FIFA World Cup qualification,Guatemala City,Guatemala,True,H,Wednesday,June,2021,2021-06-02,42156.0
Dominica,Anguilla,3,0,FIFA World Cup qualification,Santo Domingo,Dominican Republic,True,H,Wednesday,June,2021,2021-06-02,42157.0
Puerto Rico,Bahamas,7,0,FIFA World Cup qualification,Mayagüez,Puerto Rico,False,H,Wednesday,June,2021,2021-06-02,42158.0
Algeria,Mauritania,4,1,Friendly,Blida,Algeria,False,H,Thursday,June,2021,2021-06-03,42159.0
Andorra,Republic of Ireland,1,4,Friendly,Andorra la Vella,Andorra,False,A,Thursday,June,2021,2021-06-03,42160.0
Belgium,Greece,1,1,Friendly,Brussels,Belgium,False,D,Thursday,June,2021,2021-06-03,42161.0
Switzerland,Liechtenstein,7,0,Friendly,St Gallen,Switzerland,False,H,Thursday,June,2021,2021-06-03,42162.0
Turkey,Moldova,2,0,Friendly,Paderborn,Germany,True,H,Thursday,June,2021,2021-06-03,42163.0
Ukraine,Northern Ireland,1,0,Friendly,Dnipro,Ukraine,False,H,Thursday,June,2021,2021-06-03,42164.0
Mexico,Costa Rica,0,0,CONCACAF Nations League,Denver,United States,True,HP,Thursday,June,2021,2021-06-03,42165.0
United States,Honduras,1,0,CONCACAF Nations League,Denver,United States,False,H,Thursday,June,2021,2021-06-03,42166.0
Nepal,Taiwan,2,0,FIFA World Cup qualification,Kuwait City,Kuwait,True,H,Thursday,June,2021,2021-06-03,42167.0
Australia,Kuwait,3,0,FIFA World Cup qualification,Kuwait City,Kuwait,True,H,Thursday,June,2021,2021-06-03,42168.0
Iran,Hong Kong,3,1,FIFA World Cup qualification,Arad,Iran,False,H,Thursday,June,2021,2021-06-03,42169.0
Bahrain,Cambodia,8,0,FIFA World Cup qualification,Riffa,Bahrain,False,H,Thursday,June,2021,2021-06-03,42170.0
Palestine,Singapore,4,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,True,H,Thursday,June,2021,2021-06-03,42171.0
Bangladesh,Afghanistan,1,1,FIFA World Cup qualification,Doha,Qatar,True,D,Thursday,June,2021,2021-06-03,42172.0
India,Qatar,0,1,FIFA World Cup qualification,Doha,Qatar,True,A,Thursday,June,2021,2021-06-03,42173.0
United Arab Emirates,Malaysia,4,0,FIFA World Cup qualification,Dubai,United Arab Emirates,False,H,Thursday,June,2021,2021-06-03,42174.0
Thailand,Indonesia,2,2,FIFA World Cup qualification,Dubai,United Arab Emirates,True,D,Thursday,June,2021,2021-06-03,42175.0
Bolivia,Venezuela,3,1,FIFA World Cup qualification,La Paz,Bolivia,False,H,Thursday,June,2021,2021-06-03,42176.0
Uruguay,Paraguay,0,0,FIFA World Cup qualification,Montevideo,Uruguay,False,D,Thursday,June,2021,2021-06-03,42177.0
Argentina,Chile,1,1,FIFA World Cup qualification,Santiago del Estero,Argentina,False,D,Thursday,June,2021,2021-06-03,42178.0
Peru,Colombia,0,3,FIFA World Cup qualification,Lima,Peru,False,A,Thursday,June,2021,2021-06-03,42179.0
Faroe Islands,Iceland,0,1,Friendly,Tórshavn,Faroe Islands,False,A,Friday,June,2021,2021-06-04,42180.0
Finland,Estonia,0,1,Friendly,Helsinki,Finland,False,A,Friday,June,2021,2021-06-04,42181.0
Hungary,Cyprus,1,0,Friendly,Budapest,Hungary,False,H,Friday,June,2021,2021-06-04,42182.0
Italy,Czech Republic,4,0,Friendly,Bologna,Italy,False,H,Friday,June,2021,2021-06-04,42183.0
Kosovo,Malta,2,1,Friendly,Klagenfurt,Austria,True,H,Friday,June,2021,2021-06-04,42184.0
Nigeria,Cameroon,0,1,Friendly,Wiener Neustadt,Austria,True,A,Friday,June,2021,2021-06-04,42185.0
North Macedonia,Kazakhstan,4,0,Friendly,Skopje,North Macedonia,False,H,Friday,June,2021,2021-06-04,42186.0
Rwanda,Central African Republic,2,0,Friendly,Kigali,Rwanda,False,H,Friday,June,2021,2021-06-04,42187.0
Slovenia,Gibraltar,6,0,Friendly,Koper,Slovenia,False,H,Friday,June,2021,2021-06-04,42188.0
Spain,Portugal,0,0,Friendly,Madrid,Spain,False,D,Friday,June,2021,2021-06-04,42189.0
Latvia,Lithuania,3,1,Baltic Cup,Riga,Latvia,False,H,Friday,June,2021,2021-06-04,42190.0
Maldives,Syria,0,4,FIFA World Cup qualification,Sharjah,United Arab Emirates,True,A,Friday,June,2021,2021-06-04,42191.0
Antigua and Barbuda,Grenada,1,0,FIFA World Cup qualification,North Sound,Antigua and Barbuda,False,H,Friday,June,2021,2021-06-04,42192.0
Suriname,Bermuda,6,0,FIFA World Cup qualification,Paramaribo,Suriname,False,H,Friday,June,2021,2021-06-04,42193.0
Guatemala,Saint Vincent and the Grenadines,10,0,FIFA World Cup qualification,Guatemala City,Guatemala,False,H,Friday,June,2021,2021-06-04,42194.0
Dominican Republic,Barbados,1,1,FIFA World Cup qualification,Santo Domingo,Dominican Republic,False,D,Friday,June,2021,2021-06-04,42195.0
Nicaragua,Belize,3,0,FIFA World Cup qualification,Managua,Nicaragua,False,H,Friday,June,2021,2021-06-04,42196.0
Saint Kitts and Nevis,Guyana,3,0,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,False,H,Friday,June,2021,2021-06-04,42197.0
Brazil,Ecuador,2,0,FIFA World Cup qualification,Porto Alegre,Brazil,False,H,Friday,June,2021,2021-06-04,42198.0
Guinea,Togo,0,2,Friendly,Antalya,Turkey,True,A,Saturday,June,2021,2021-06-05,42199.0
Ivory Coast,Burkina Faso,2,1,Friendly,Abidjan,Ivory Coast,False,H,Saturday,June,2021,2021-06-05,42200.0
Montenegro,Israel,1,3,Friendly,Podgorica,Montenegro,False,A,Saturday,June,2021,2021-06-05,42201.0
Niger,Gambia,0,2,Friendly,Antalya,Turkey,True,A,Saturday,June,2021,2021-06-05,42202.0
Russia,Bulgaria,1,0,Friendly,Moscow,Russia,False,H,Saturday,June,2021,2021-06-05,42203.0
Senegal,Zambia,3,1,Friendly,Thiès,Senegal,False,H,Saturday,June,2021,2021-06-05,42204.0
Sweden,Armenia,3,1,Friendly,Stockholm,Sweden,False,H,Saturday,June,2021,2021-06-05,42205.0
Tunisia,DR Congo,1,0,Friendly,Radès,Tunisia,False,H,Saturday,June,2021,2021-06-05,42206.0
Wales,Albania,0,0,Friendly,Cardiff,Wales,False,D,Saturday,June,2021,2021-06-05,42207.0
Saudi Arabia,Yemen,3,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,H,Saturday,June,2021,2021-06-05,42208.0
Lebanon,Sri Lanka,3,2,FIFA World Cup qualification,Goyang,South Korea,True,H,Saturday,June,2021,2021-06-05,42209.0
South Korea,Turkmenistan,5,0,FIFA World Cup qualification,Goyang,South Korea,False,H,Saturday,June,2021,2021-06-05,42210.0
United States Virgin Islands,El Salvador,0,7,FIFA World Cup qualification,St Croix,United States Virgin Islands,False,A,Saturday,June,2021,2021-06-05,42211.0
Aruba,Canada,0,7,FIFA World Cup qualification,Bradenton,United States,True,A,Saturday,June,2021,2021-06-05,42212.0
British Virgin Islands,Curaçao,0,8,FIFA World Cup qualification,Guatemala City,Guatemala,True,A,Saturday,June,2021,2021-06-05,42213.0
Panama,Anguilla,13,0,FIFA World Cup qualification,Panama City,Panama,False,H,Saturday,June,2021,2021-06-05,42214.0
Turks and Caicos Islands,Haiti,0,10,FIFA World Cup qualification,Providenciales,Turks and Caicos Islands,False,A,Saturday,June,2021,2021-06-05,42215.0
